'Time and date','I','aVF','ABP','PAP','CVP','PLETH','CO2','RESP'
'[23:17:37.520 12/03/1996]',-0.150,-0.251,72.050,15.300,4.987,-0.444,27.433,-0.538
'[23:17:37.522 12/03/1996]',-0.151,-0.248,72.050,15.300,4.987,-0.444,27.433,-0.538
'[23:17:37.524 12/03/1996]',-0.152,-0.246,72.050,15.300,4.987,-0.444,27.433,-0.538
'[23:17:37.526 12/03/1996]',-0.153,-0.244,72.050,15.300,4.987,-0.444,27.433,-0.538
'[23:17:37.528 12/03/1996]',-0.154,-0.243,72.050,16.625,4.987,-0.453,27.417,-0.540
'[23:17:37.530 12/03/1996]',-0.156,-0.242,72.050,16.625,4.987,-0.453,27.417,-0.540
'[23:17:37.532 12/03/1996]',-0.157,-0.241,72.050,16.625,4.987,-0.453,27.417,-0.540
'[23:17:37.534 12/03/1996]',-0.158,-0.240,72.050,16.625,4.987,-0.453,27.417,-0.540
'[23:17:37.536 12/03/1996]',-0.160,-0.239,72.050,18.500,4.987,-0.461,27.400,-0.542
'[23:17:37.538 12/03/1996]',-0.161,-0.239,72.050,18.500,4.987,-0.461,27.400,-0.542
'[23:17:37.540 12/03/1996]',-0.162,-0.238,72.050,18.500,4.987,-0.461,27.400,-0.542
'[23:17:37.542 12/03/1996]',-0.162,-0.237,72.050,18.500,4.987,-0.461,27.400,-0.542
'[23:17:37.544 12/03/1996]',-0.162,-0.237,72.000,20.325,4.987,-0.468,27.350,-0.544
'[23:17:37.546 12/03/1996]',-0.162,-0.237,72.000,20.325,4.987,-0.468,27.350,-0.544
'[23:17:37.548 12/03/1996]',-0.163,-0.235,72.000,20.325,4.987,-0.468,27.350,-0.544
'[23:17:37.550 12/03/1996]',-0.164,-0.234,72.000,20.325,4.987,-0.468,27.350,-0.544
'[23:17:37.552 12/03/1996]',-0.165,-0.232,72.000,21.675,4.925,-0.474,27.333,-0.546
'[23:17:37.554 12/03/1996]',-0.166,-0.229,72.000,21.675,4.925,-0.474,27.333,-0.546
'[23:17:37.556 12/03/1996]',-0.168,-0.226,72.000,21.675,4.925,-0.474,27.333,-0.546
'[23:17:37.558 12/03/1996]',-0.169,-0.222,72.000,21.675,4.925,-0.474,27.333,-0.546
'[23:17:37.560 12/03/1996]',-0.171,-0.218,72.050,22.500,4.925,-0.481,27.317,-0.548
'[23:17:37.562 12/03/1996]',-0.173,-0.214,72.050,22.500,4.925,-0.481,27.317,-0.548
'[23:17:37.564 12/03/1996]',-0.175,-0.211,72.050,22.500,4.925,-0.481,27.317,-0.548
'[23:17:37.566 12/03/1996]',-0.177,-0.208,72.050,22.500,4.925,-0.481,27.317,-0.548
'[23:17:37.568 12/03/1996]',-0.178,-0.205,72.100,23.075,4.925,-0.486,27.300,-0.549
'[23:17:37.570 12/03/1996]',-0.180,-0.203,72.100,23.075,4.925,-0.486,27.300,-0.549
'[23:17:37.572 12/03/1996]',-0.182,-0.200,72.100,23.075,4.925,-0.486,27.300,-0.549
'[23:17:37.574 12/03/1996]',-0.184,-0.197,72.100,23.075,4.925,-0.486,27.300,-0.549
'[23:17:37.576 12/03/1996]',-0.185,-0.195,72.150,23.850,5.037,-0.492,27.300,-0.551
'[23:17:37.578 12/03/1996]',-0.187,-0.193,72.150,23.850,5.037,-0.492,27.300,-0.551
'[23:17:37.580 12/03/1996]',-0.188,-0.191,72.150,23.850,5.037,-0.492,27.300,-0.551
'[23:17:37.582 12/03/1996]',-0.188,-0.189,72.150,23.850,5.037,-0.492,27.300,-0.551
'[23:17:37.584 12/03/1996]',-0.189,-0.185,72.400,24.775,5.100,-0.494,27.333,-0.552
'[23:17:37.586 12/03/1996]',-0.190,-0.182,72.400,24.775,5.100,-0.494,27.333,-0.552
'[23:17:37.588 12/03/1996]',-0.191,-0.178,72.400,24.775,5.100,-0.494,27.333,-0.552
'[23:17:37.590 12/03/1996]',-0.191,-0.174,72.400,24.775,5.100,-0.494,27.333,-0.552
'[23:17:37.592 12/03/1996]',-0.191,-0.171,73.100,25.950,5.213,-0.499,27.367,-0.553
'[23:17:37.594 12/03/1996]',-0.191,-0.167,73.100,25.950,5.213,-0.499,27.367,-0.553
'[23:17:37.596 12/03/1996]',-0.191,-0.164,73.100,25.950,5.213,-0.499,27.367,-0.553
'[23:17:37.598 12/03/1996]',-0.190,-0.161,73.100,25.950,5.213,-0.499,27.367,-0.553
'[23:17:37.600 12/03/1996]',-0.189,-0.160,74.300,27.250,5.275,-0.498,27.400,-0.553
'[23:17:37.602 12/03/1996]',-0.187,-0.158,74.300,27.250,5.275,-0.498,27.400,-0.553
'[23:17:37.604 12/03/1996]',-0.184,-0.157,74.300,27.250,5.275,-0.498,27.400,-0.553
'[23:17:37.606 12/03/1996]',-0.182,-0.156,74.300,27.250,5.275,-0.498,27.400,-0.553
'[23:17:37.608 12/03/1996]',-0.180,-0.155,75.550,28.475,5.388,-0.495,27.450,-0.554
'[23:17:37.610 12/03/1996]',-0.179,-0.155,75.550,28.475,5.388,-0.495,27.450,-0.554
'[23:17:37.612 12/03/1996]',-0.177,-0.153,75.550,28.475,5.388,-0.495,27.450,-0.554
'[23:17:37.614 12/03/1996]',-0.175,-0.152,75.550,28.475,5.388,-0.495,27.450,-0.554
'[23:17:37.616 12/03/1996]',-0.172,-0.151,76.350,29.525,5.513,-0.488,27.500,-0.554
'[23:17:37.618 12/03/1996]',-0.169,-0.151,76.350,29.525,5.513,-0.488,27.500,-0.554
'[23:17:37.620 12/03/1996]',-0.165,-0.150,76.350,29.525,5.513,-0.488,27.500,-0.554
'[23:17:37.622 12/03/1996]',-0.160,-0.150,76.350,29.525,5.513,-0.488,27.500,-0.554
'[23:17:37.624 12/03/1996]',-0.154,-0.150,76.800,30.300,5.625,-0.477,27.550,-0.554
'[23:17:37.626 12/03/1996]',-0.148,-0.150,76.800,30.300,5.625,-0.477,27.550,-0.554
'[23:17:37.628 12/03/1996]',-0.141,-0.150,76.800,30.300,5.625,-0.477,27.550,-0.554
'[23:17:37.630 12/03/1996]',-0.135,-0.151,76.800,30.300,5.625,-0.477,27.550,-0.554
'[23:17:37.632 12/03/1996]',-0.128,-0.152,77.700,30.750,5.800,-0.460,27.600,-0.554
'[23:17:37.634 12/03/1996]',-0.121,-0.154,77.700,30.750,5.800,-0.460,27.600,-0.554
'[23:17:37.636 12/03/1996]',-0.115,-0.156,77.700,30.750,5.800,-0.460,27.600,-0.554
'[23:17:37.638 12/03/1996]',-0.108,-0.158,77.700,30.750,5.800,-0.460,27.600,-0.554
'[23:17:37.640 12/03/1996]',-0.102,-0.159,79.300,30.925,6.037,-0.431,27.617,-0.554
'[23:17:37.642 12/03/1996]',-0.097,-0.159,79.300,30.925,6.037,-0.431,27.617,-0.554
'[23:17:37.644 12/03/1996]',-0.092,-0.161,79.300,30.925,6.037,-0.431,27.617,-0.554
'[23:17:37.646 12/03/1996]',-0.088,-0.162,79.300,30.925,6.037,-0.431,27.617,-0.554
'[23:17:37.648 12/03/1996]',-0.084,-0.165,81.150,30.925,6.213,-0.399,27.683,-0.554
'[23:17:37.650 12/03/1996]',-0.080,-0.167,81.150,30.925,6.213,-0.399,27.683,-0.554
'[23:17:37.652 12/03/1996]',-0.076,-0.170,81.150,30.925,6.213,-0.399,27.683,-0.554
'[23:17:37.654 12/03/1996]',-0.072,-0.173,81.150,30.925,6.213,-0.399,27.683,-0.554
'[23:17:37.656 12/03/1996]',-0.070,-0.177,82.550,30.925,6.450,-0.356,27.750,-0.554
'[23:17:37.658 12/03/1996]',-0.067,-0.181,82.550,30.925,6.450,-0.356,27.750,-0.554
'[23:17:37.660 12/03/1996]',-0.065,-0.185,82.550,30.925,6.450,-0.356,27.750,-0.554
'[23:17:37.662 12/03/1996]',-0.062,-0.189,82.550,30.925,6.450,-0.356,27.750,-0.554
'[23:17:37.664 12/03/1996]',-0.060,-0.192,83.550,30.875,6.688,-0.306,27.817,-0.553
'[23:17:37.666 12/03/1996]',-0.058,-0.195,83.550,30.875,6.688,-0.306,27.817,-0.553
'[23:17:37.668 12/03/1996]',-0.057,-0.198,83.550,30.875,6.688,-0.306,27.817,-0.553
'[23:17:37.670 12/03/1996]',-0.055,-0.200,83.550,30.875,6.688,-0.306,27.817,-0.553
'[23:17:37.672 12/03/1996]',-0.054,-0.203,84.600,30.650,6.912,-0.247,27.817,-0.553
'[23:17:37.674 12/03/1996]',-0.054,-0.207,84.600,30.650,6.912,-0.247,27.817,-0.553
'[23:17:37.676 12/03/1996]',-0.053,-0.211,84.600,30.650,6.912,-0.247,27.817,-0.553
'[23:17:37.678 12/03/1996]',-0.052,-0.215,84.600,30.650,6.912,-0.247,27.817,-0.553
'[23:17:37.680 12/03/1996]',-0.051,-0.221,85.550,30.300,7.088,-0.185,27.817,-0.552
'[23:17:37.682 12/03/1996]',-0.050,-0.226,85.550,30.300,7.088,-0.185,27.817,-0.552
'[23:17:37.684 12/03/1996]',-0.050,-0.232,85.550,30.300,7.088,-0.185,27.817,-0.552
'[23:17:37.686 12/03/1996]',-0.049,-0.238,85.550,30.300,7.088,-0.185,27.817,-0.552
'[23:17:37.688 12/03/1996]',-0.050,-0.244,86.350,29.875,7.325,-0.118,27.817,-0.552
'[23:17:37.690 12/03/1996]',-0.050,-0.250,86.350,29.875,7.325,-0.118,27.817,-0.552
'[23:17:37.692 12/03/1996]',-0.050,-0.255,86.350,29.875,7.325,-0.118,27.817,-0.552
'[23:17:37.694 12/03/1996]',-0.050,-0.260,86.350,29.875,7.325,-0.118,27.817,-0.552
'[23:17:37.696 12/03/1996]',-0.051,-0.265,87.050,29.300,7.500,-0.050,27.817,-0.551
'[23:17:37.698 12/03/1996]',-0.051,-0.269,87.050,29.300,7.500,-0.050,27.817,-0.551
'[23:17:37.700 12/03/1996]',-0.052,-0.273,87.050,29.300,7.500,-0.050,27.817,-0.551
'[23:17:37.702 12/03/1996]',-0.053,-0.276,87.050,29.300,7.500,-0.050,27.817,-0.551
'[23:17:37.704 12/03/1996]',-0.054,-0.279,87.650,28.425,7.737,0.018,27.883,-0.551
'[23:17:37.706 12/03/1996]',-0.056,-0.282,87.650,28.425,7.737,0.018,27.883,-0.551
'[23:17:37.708 12/03/1996]',-0.058,-0.283,87.650,28.425,7.737,0.018,27.883,-0.551
'[23:17:37.710 12/03/1996]',-0.060,-0.285,87.650,28.425,7.737,0.018,27.883,-0.551
'[23:17:37.712 12/03/1996]',-0.061,-0.287,88.050,27.175,7.912,0.085,28.000,-0.550
'[23:17:37.714 12/03/1996]',-0.062,-0.289,88.050,27.175,7.912,0.085,28.000,-0.550
'[23:17:37.716 12/03/1996]',-0.063,-0.291,88.050,27.175,7.912,0.085,28.000,-0.550
'[23:17:37.718 12/03/1996]',-0.064,-0.294,88.050,27.175,7.912,0.085,28.000,-0.550
'[23:17:37.720 12/03/1996]',-0.065,-0.295,88.150,25.775,8.150,0.151,28.117,-0.550
'[23:17:37.722 12/03/1996]',-0.066,-0.297,88.150,25.775,8.150,0.151,28.117,-0.550
'[23:17:37.724 12/03/1996]',-0.066,-0.299,88.150,25.775,8.150,0.151,28.117,-0.550
'[23:17:37.726 12/03/1996]',-0.066,-0.302,88.150,25.775,8.150,0.151,28.117,-0.550
'[23:17:37.728 12/03/1996]',-0.067,-0.305,88.000,24.425,8.262,0.211,28.233,-0.549
'[23:17:37.730 12/03/1996]',-0.067,-0.308,88.000,24.425,8.262,0.211,28.233,-0.549
'[23:17:37.732 12/03/1996]',-0.068,-0.310,88.000,24.425,8.262,0.211,28.233,-0.549
'[23:17:37.734 12/03/1996]',-0.069,-0.313,88.000,24.425,8.262,0.211,28.233,-0.549
'[23:17:37.736 12/03/1996]',-0.070,-0.314,87.600,23.325,8.387,0.269,28.250,-0.549
'[23:17:37.738 12/03/1996]',-0.070,-0.315,87.600,23.325,8.387,0.269,28.250,-0.549
'[23:17:37.740 12/03/1996]',-0.070,-0.315,87.600,23.325,8.387,0.269,28.250,-0.549
'[23:17:37.742 12/03/1996]',-0.071,-0.315,87.600,23.325,8.387,0.269,28.250,-0.549
'[23:17:37.744 12/03/1996]',-0.072,-0.315,87.050,22.725,8.438,0.321,28.283,-0.548
'[23:17:37.746 12/03/1996]',-0.073,-0.315,87.050,22.725,8.438,0.321,28.283,-0.548
'[23:17:37.748 12/03/1996]',-0.073,-0.315,87.050,22.725,8.438,0.321,28.283,-0.548
'[23:17:37.750 12/03/1996]',-0.074,-0.315,87.050,22.725,8.438,0.321,28.283,-0.548
'[23:17:37.752 12/03/1996]',-0.073,-0.316,86.450,22.675,8.438,0.365,28.317,-0.548
'[23:17:37.754 12/03/1996]',-0.072,-0.316,86.450,22.675,8.438,0.365,28.317,-0.548
'[23:17:37.756 12/03/1996]',-0.071,-0.317,86.450,22.675,8.438,0.365,28.317,-0.548
'[23:17:37.758 12/03/1996]',-0.070,-0.318,86.450,22.675,8.438,0.365,28.317,-0.548
'[23:17:37.760 12/03/1996]',-0.070,-0.319,85.900,22.675,8.387,0.405,28.350,-0.547
'[23:17:37.762 12/03/1996]',-0.070,-0.320,85.900,22.675,8.387,0.405,28.350,-0.547
'[23:17:37.764 12/03/1996]',-0.071,-0.321,85.900,22.675,8.387,0.405,28.350,-0.547
'[23:17:37.766 12/03/1996]',-0.073,-0.322,85.900,22.675,8.387,0.405,28.350,-0.547
'[23:17:37.768 12/03/1996]',-0.074,-0.322,85.250,22.500,8.262,0.439,28.450,-0.547
'[23:17:37.770 12/03/1996]',-0.075,-0.322,85.250,22.500,8.262,0.439,28.450,-0.547
'[23:17:37.772 12/03/1996]',-0.075,-0.322,85.250,22.500,8.262,0.439,28.450,-0.547
'[23:17:37.774 12/03/1996]',-0.076,-0.322,85.250,22.500,8.262,0.439,28.450,-0.547
'[23:17:37.776 12/03/1996]',-0.077,-0.323,84.600,22.150,8.150,0.463,28.583,-0.546
'[23:17:37.778 12/03/1996]',-0.078,-0.323,84.600,22.150,8.150,0.463,28.583,-0.546
'[23:17:37.780 12/03/1996]',-0.077,-0.324,84.600,22.150,8.150,0.463,28.583,-0.546
'[23:17:37.782 12/03/1996]',-0.076,-0.324,84.600,22.150,8.150,0.463,28.583,-0.546
'[23:17:37.784 12/03/1996]',-0.075,-0.324,83.850,21.625,8.088,0.482,28.717,-0.546
'[23:17:37.786 12/03/1996]',-0.074,-0.323,83.850,21.625,8.088,0.482,28.717,-0.546
'[23:17:37.788 12/03/1996]',-0.073,-0.323,83.850,21.625,8.088,0.482,28.717,-0.546
'[23:17:37.790 12/03/1996]',-0.073,-0.322,83.850,21.625,8.088,0.482,28.717,-0.546
'[23:17:37.792 12/03/1996]',-0.072,-0.322,82.900,20.975,7.912,0.494,28.850,-0.545
'[23:17:37.794 12/03/1996]',-0.072,-0.321,82.900,20.975,7.912,0.494,28.850,-0.545
'[23:17:37.796 12/03/1996]',-0.071,-0.319,82.900,20.975,7.912,0.494,28.850,-0.545
'[23:17:37.798 12/03/1996]',-0.070,-0.317,82.900,20.975,7.912,0.494,28.850,-0.545
'[23:17:37.800 12/03/1996]',-0.069,-0.313,81.900,20.275,7.800,0.498,28.867,-0.545
'[23:17:37.802 12/03/1996]',-0.068,-0.309,81.900,20.275,7.800,0.498,28.867,-0.545
'[23:17:37.804 12/03/1996]',-0.067,-0.304,81.900,20.275,7.800,0.498,28.867,-0.545
'[23:17:37.806 12/03/1996]',-0.066,-0.299,81.900,20.275,7.800,0.498,28.867,-0.545
'[23:17:37.808 12/03/1996]',-0.064,-0.294,81.150,19.500,7.675,0.493,28.933,-0.544
'[23:17:37.810 12/03/1996]',-0.062,-0.290,81.150,19.500,7.675,0.493,28.933,-0.544
'[23:17:37.812 12/03/1996]',-0.059,-0.286,81.150,19.500,7.675,0.493,28.933,-0.544
'[23:17:37.814 12/03/1996]',-0.057,-0.282,81.150,19.500,7.675,0.493,28.933,-0.544
'[23:17:37.816 12/03/1996]',-0.054,-0.280,80.450,18.925,7.562,0.485,29.000,-0.544
'[23:17:37.818 12/03/1996]',-0.051,-0.277,80.450,18.925,7.562,0.485,29.000,-0.544
'[23:17:37.820 12/03/1996]',-0.048,-0.277,80.450,18.925,7.562,0.485,29.000,-0.544
'[23:17:37.822 12/03/1996]',-0.045,-0.276,80.450,18.925,7.562,0.485,29.000,-0.544
'[23:17:37.824 12/03/1996]',-0.043,-0.277,79.750,18.500,7.450,0.468,29.067,-0.543
'[23:17:37.826 12/03/1996]',-0.040,-0.277,79.750,18.500,7.450,0.468,29.067,-0.543
'[23:17:37.828 12/03/1996]',-0.037,-0.278,79.750,18.500,7.450,0.468,29.067,-0.543
'[23:17:37.830 12/03/1996]',-0.035,-0.278,79.750,18.500,7.450,0.468,29.067,-0.543
'[23:17:37.832 12/03/1996]',-0.032,-0.278,79.050,18.325,7.263,0.447,29.267,-0.543
'[23:17:37.834 12/03/1996]',-0.029,-0.277,79.050,18.325,7.263,0.447,29.267,-0.543
'[23:17:37.836 12/03/1996]',-0.026,-0.275,79.050,18.325,7.263,0.447,29.267,-0.543
'[23:17:37.838 12/03/1996]',-0.024,-0.273,79.050,18.325,7.263,0.447,29.267,-0.543
'[23:17:37.840 12/03/1996]',-0.021,-0.270,78.450,18.275,7.150,0.420,29.467,-0.542
'[23:17:37.842 12/03/1996]',-0.017,-0.266,78.450,18.275,7.150,0.420,29.467,-0.542
'[23:17:37.844 12/03/1996]',-0.013,-0.263,78.450,18.275,7.150,0.420,29.467,-0.542
'[23:17:37.846 12/03/1996]',-0.009,-0.260,78.450,18.275,7.150,0.420,29.467,-0.542
'[23:17:37.848 12/03/1996]',-0.005,-0.260,78.050,18.150,6.912,0.394,29.667,-0.542
'[23:17:37.850 12/03/1996]',-0.002,-0.260,78.050,18.150,6.912,0.394,29.667,-0.542
'[23:17:37.852 12/03/1996]',0.000,-0.263,78.050,18.150,6.912,0.394,29.667,-0.542
'[23:17:37.854 12/03/1996]',0.002,-0.265,78.050,18.150,6.912,0.394,29.667,-0.542
'[23:17:37.856 12/03/1996]',0.001,-0.269,77.500,18.050,6.737,0.361,29.867,-0.541
'[23:17:37.858 12/03/1996]',0.000,-0.272,77.500,18.050,6.737,0.361,29.867,-0.541
'[23:17:37.860 12/03/1996]',-0.003,-0.276,77.500,18.050,6.737,0.361,29.867,-0.541
'[23:17:37.862 12/03/1996]',-0.006,-0.279,77.500,18.050,6.737,0.361,29.867,-0.541
'[23:17:37.864 12/03/1996]',-0.010,-0.282,76.850,17.975,6.513,0.328,29.917,-0.541
'[23:17:37.866 12/03/1996]',-0.014,-0.285,76.850,17.975,6.513,0.328,29.917,-0.541
'[23:17:37.868 12/03/1996]',-0.021,-0.289,76.850,17.975,6.513,0.328,29.917,-0.541
'[23:17:37.870 12/03/1996]',-0.027,-0.294,76.850,17.975,6.513,0.328,29.917,-0.541
'[23:17:37.872 12/03/1996]',-0.035,-0.299,76.200,17.925,6.275,0.294,29.983,-0.541
'[23:17:37.874 12/03/1996]',-0.042,-0.305,76.200,17.925,6.275,0.294,29.983,-0.541
'[23:17:37.876 12/03/1996]',-0.050,-0.313,76.200,17.925,6.275,0.294,29.983,-0.541
'[23:17:37.878 12/03/1996]',-0.057,-0.321,76.200,17.925,6.275,0.294,29.983,-0.541
'[23:17:37.880 12/03/1996]',-0.063,-0.329,75.750,17.925,5.975,0.261,30.050,-0.542
'[23:17:37.882 12/03/1996]',-0.069,-0.336,75.750,17.925,5.975,0.261,30.050,-0.542
'[23:17:37.884 12/03/1996]',-0.074,-0.341,75.750,17.925,5.975,0.261,30.050,-0.542
'[23:17:37.886 12/03/1996]',-0.079,-0.346,75.750,17.925,5.975,0.261,30.050,-0.542
'[23:17:37.888 12/03/1996]',-0.082,-0.349,75.400,18.100,5.750,0.225,30.117,-0.542
'[23:17:37.890 12/03/1996]',-0.085,-0.352,75.400,18.100,5.750,0.225,30.117,-0.542
'[23:17:37.892 12/03/1996]',-0.087,-0.353,75.400,18.100,5.750,0.225,30.117,-0.542
'[23:17:37.894 12/03/1996]',-0.090,-0.355,75.400,18.100,5.750,0.225,30.117,-0.542
'[23:17:37.896 12/03/1996]',-0.091,-0.355,75.100,18.275,5.575,0.192,30.167,-0.542
'[23:17:37.898 12/03/1996]',-0.092,-0.355,75.100,18.275,5.575,0.192,30.167,-0.542
'[23:17:37.900 12/03/1996]',-0.091,-0.355,75.100,18.275,5.575,0.192,30.167,-0.542
'[23:17:37.902 12/03/1996]',-0.091,-0.355,75.100,18.275,5.575,0.192,30.167,-0.542
'[23:17:37.904 12/03/1996]',-0.089,-0.355,74.800,18.400,5.388,0.157,30.233,-0.541
'[23:17:37.906 12/03/1996]',-0.088,-0.356,74.800,18.400,5.388,0.157,30.233,-0.541
'[23:17:37.908 12/03/1996]',-0.088,-0.356,74.800,18.400,5.388,0.157,30.233,-0.541
'[23:17:37.910 12/03/1996]',-0.088,-0.357,74.800,18.400,5.388,0.157,30.233,-0.541
'[23:17:37.912 12/03/1996]',-0.088,-0.357,74.450,18.325,5.213,0.124,30.300,-0.541
'[23:17:37.914 12/03/1996]',-0.088,-0.357,74.450,18.325,5.213,0.124,30.300,-0.541
'[23:17:37.916 12/03/1996]',-0.088,-0.357,74.450,18.325,5.213,0.124,30.300,-0.541
'[23:17:37.918 12/03/1996]',-0.089,-0.357,74.450,18.325,5.213,0.124,30.300,-0.541
'[23:17:37.920 12/03/1996]',-0.090,-0.357,74.150,18.100,5.162,0.090,30.367,-0.540
'[23:17:37.922 12/03/1996]',-0.091,-0.357,74.150,18.100,5.162,0.090,30.367,-0.540
'[23:17:37.924 12/03/1996]',-0.091,-0.357,74.150,18.100,5.162,0.090,30.367,-0.540
'[23:17:37.926 12/03/1996]',-0.092,-0.358,74.150,18.100,5.162,0.090,30.367,-0.540
'[23:17:37.928 12/03/1996]',-0.092,-0.358,73.850,17.800,5.037,0.059,30.467,-0.540
'[23:17:37.930 12/03/1996]',-0.092,-0.359,73.850,17.800,5.037,0.059,30.467,-0.540
'[23:17:37.932 12/03/1996]',-0.092,-0.359,73.850,17.800,5.037,0.059,30.467,-0.540
'[23:17:37.934 12/03/1996]',-0.092,-0.359,73.850,17.800,5.037,0.059,30.467,-0.540
'[23:17:37.936 12/03/1996]',-0.092,-0.358,73.700,17.525,5.037,0.026,30.617,-0.540
'[23:17:37.938 12/03/1996]',-0.092,-0.358,73.700,17.525,5.037,0.026,30.617,-0.540
'[23:17:37.940 12/03/1996]',-0.092,-0.356,73.700,17.525,5.037,0.026,30.617,-0.540
'[23:17:37.942 12/03/1996]',-0.092,-0.355,73.700,17.525,5.037,0.026,30.617,-0.540
'[23:17:37.944 12/03/1996]',-0.092,-0.353,73.500,17.225,5.100,-0.005,30.767,-0.540
'[23:17:37.946 12/03/1996]',-0.092,-0.352,73.500,17.225,5.100,-0.005,30.767,-0.540
'[23:17:37.948 12/03/1996]',-0.091,-0.351,73.500,17.225,5.100,-0.005,30.767,-0.540
'[23:17:37.950 12/03/1996]',-0.091,-0.350,73.500,17.225,5.100,-0.005,30.767,-0.540
'[23:17:37.952 12/03/1996]',-0.089,-0.349,73.400,16.875,5.213,-0.034,30.917,-0.540
'[23:17:37.954 12/03/1996]',-0.088,-0.348,73.400,16.875,5.213,-0.034,30.917,-0.540
'[23:17:37.956 12/03/1996]',-0.088,-0.348,73.400,16.875,5.213,-0.034,30.917,-0.540
'[23:17:37.958 12/03/1996]',-0.088,-0.348,73.400,16.875,5.213,-0.034,30.917,-0.540
'[23:17:37.960 12/03/1996]',-0.087,-0.348,73.250,16.275,5.450,-0.064,30.967,-0.540
'[23:17:37.962 12/03/1996]',-0.087,-0.348,73.250,16.275,5.450,-0.064,30.967,-0.540
'[23:17:37.964 12/03/1996]',-0.086,-0.348,73.250,16.275,5.450,-0.064,30.967,-0.540
'[23:17:37.966 12/03/1996]',-0.086,-0.348,73.250,16.275,5.450,-0.064,30.967,-0.540
'[23:17:37.968 12/03/1996]',-0.086,-0.347,73.050,15.475,5.750,-0.092,31.017,-0.541
'[23:17:37.970 12/03/1996]',-0.087,-0.347,73.050,15.475,5.750,-0.092,31.017,-0.541
'[23:17:37.972 12/03/1996]',-0.087,-0.345,73.050,15.475,5.750,-0.092,31.017,-0.541
'[23:17:37.974 12/03/1996]',-0.088,-0.344,73.050,15.475,5.750,-0.092,31.017,-0.541
'[23:17:37.976 12/03/1996]',-0.088,-0.344,72.950,14.575,6.037,-0.120,31.067,-0.541
'[23:17:37.978 12/03/1996]',-0.089,-0.343,72.950,14.575,6.037,-0.120,31.067,-0.541
'[23:17:37.980 12/03/1996]',-0.088,-0.342,72.950,14.575,6.037,-0.120,31.067,-0.541
'[23:17:37.982 12/03/1996]',-0.088,-0.341,72.950,14.575,6.037,-0.120,31.067,-0.541
'[23:17:37.984 12/03/1996]',-0.088,-0.341,72.850,13.600,6.388,-0.147,31.117,-0.542
'[23:17:37.986 12/03/1996]',-0.088,-0.340,72.850,13.600,6.388,-0.147,31.117,-0.542
'[23:17:37.988 12/03/1996]',-0.087,-0.341,72.850,13.600,6.388,-0.147,31.117,-0.542
'[23:17:37.990 12/03/1996]',-0.087,-0.342,72.850,13.600,6.388,-0.147,31.117,-0.542
'[23:17:37.992 12/03/1996]',-0.085,-0.344,72.800,12.600,6.625,-0.170,31.150,-0.542
'[23:17:37.994 12/03/1996]',-0.082,-0.345,72.800,12.600,6.625,-0.170,31.150,-0.542
'[23:17:37.996 12/03/1996]',-0.075,-0.344,72.800,12.600,6.625,-0.170,31.150,-0.542
'[23:17:37.998 12/03/1996]',-0.068,-0.342,72.800,12.600,6.625,-0.170,31.150,-0.542
'[23:17:38.000 12/03/1996]',-0.052,-0.332,72.700,11.600,6.862,-0.195,31.183,-0.543
'[23:17:38.002 12/03/1996]',-0.036,-0.322,72.700,11.600,6.862,-0.195,31.183,-0.543
'[23:17:38.004 12/03/1996]',-0.006,-0.304,72.700,11.600,6.862,-0.195,31.183,-0.543
'[23:17:38.006 12/03/1996]',0.024,-0.286,72.700,11.600,6.862,-0.195,31.183,-0.543
'[23:17:38.008 12/03/1996]',0.069,-0.263,72.650,10.725,6.912,-0.215,31.217,-0.544
'[23:17:38.010 12/03/1996]',0.114,-0.240,72.650,10.725,6.912,-0.215,31.217,-0.544
'[23:17:38.012 12/03/1996]',0.170,-0.214,72.650,10.725,6.912,-0.215,31.217,-0.544
'[23:17:38.014 12/03/1996]',0.226,-0.189,72.650,10.725,6.912,-0.215,31.217,-0.544
'[23:17:38.016 12/03/1996]',0.287,-0.165,72.600,10.125,6.975,-0.234,31.250,-0.545
'[23:17:38.018 12/03/1996]',0.349,-0.140,72.600,10.125,6.975,-0.234,31.250,-0.545
'[23:17:38.020 12/03/1996]',0.407,-0.122,72.600,10.125,6.975,-0.234,31.250,-0.545
'[23:17:38.022 12/03/1996]',0.465,-0.105,72.600,10.125,6.975,-0.234,31.250,-0.545
'[23:17:38.024 12/03/1996]',0.510,-0.096,72.600,9.850,6.912,-0.253,31.250,-0.546
'[23:17:38.026 12/03/1996]',0.555,-0.087,72.600,9.850,6.912,-0.253,31.250,-0.546
'[23:17:38.028 12/03/1996]',0.581,-0.086,72.600,9.850,6.912,-0.253,31.250,-0.546
'[23:17:38.030 12/03/1996]',0.607,-0.085,72.600,9.850,6.912,-0.253,31.250,-0.546
'[23:17:38.032 12/03/1996]',0.611,-0.086,72.450,9.950,6.862,-0.270,31.250,-0.546
'[23:17:38.034 12/03/1996]',0.614,-0.086,72.450,9.950,6.862,-0.270,31.250,-0.546
'[23:17:38.036 12/03/1996]',0.593,-0.082,72.450,9.950,6.862,-0.270,31.250,-0.546
'[23:17:38.038 12/03/1996]',0.572,-0.077,72.450,9.950,6.862,-0.270,31.250,-0.546
'[23:17:38.040 12/03/1996]',0.532,-0.068,72.350,10.375,6.800,-0.285,31.250,-0.545
