'Time and date','I','aVL','ABP','PAP','CVP','PLETH','CO2'
'[16:39:45.586 01/04/1996]',0.014,0.011,111.950,45.288,36.750,0.097,41.500
'[16:39:45.588 01/04/1996]',0.012,0.021,111.950,45.288,36.750,0.097,41.500
'[16:39:45.590 01/04/1996]',0.010,0.011,111.950,45.288,36.750,0.097,41.500
'[16:39:45.592 01/04/1996]',0.009,0.011,108.500,44.687,36.875,0.093,41.583
'[16:39:45.594 01/04/1996]',0.007,0.001,108.500,44.687,36.875,0.093,41.583
'[16:39:45.596 01/04/1996]',0.005,0.001,108.500,44.687,36.875,0.093,41.583
'[16:39:45.598 01/04/1996]',0.004,0.001,108.500,44.687,36.875,0.093,41.583
'[16:39:45.600 01/04/1996]',0.003,0.001,105.000,44.162,36.987,0.088,41.667
'[16:39:45.602 01/04/1996]',0.002,0.001,105.000,44.162,36.987,0.088,41.667
'[16:39:45.604 01/04/1996]',0.002,0.001,105.000,44.162,36.987,0.088,41.667
'[16:39:45.606 01/04/1996]',0.003,0.001,105.000,44.162,36.987,0.088,41.667
'[16:39:45.608 01/04/1996]',0.004,0.001,101.450,43.686,36.987,0.088,41.617
'[16:39:45.610 01/04/1996]',0.006,0.001,101.450,43.686,36.987,0.088,41.617
'[16:39:45.612 01/04/1996]',0.008,-0.009,101.450,43.686,36.987,0.088,41.617
'[16:39:45.614 01/04/1996]',0.010,0.001,101.450,43.686,36.987,0.088,41.617
'[16:39:45.616 01/04/1996]',0.012,0.001,98.300,43.862,36.925,0.088,41.600
'[16:39:45.618 01/04/1996]',0.014,0.001,98.300,43.862,36.925,0.088,41.600
'[16:39:45.620 01/04/1996]',0.014,0.011,98.300,43.862,36.925,0.088,41.600
'[16:39:45.622 01/04/1996]',0.014,0.001,98.300,43.862,36.925,0.088,41.600
'[16:39:45.624 01/04/1996]',0.013,0.001,95.850,45.638,36.925,0.088,41.583
'[16:39:45.626 01/04/1996]',0.011,0.001,95.850,45.638,36.925,0.088,41.583
'[16:39:45.628 01/04/1996]',0.010,0.001,95.850,45.638,36.925,0.088,41.583
'[16:39:45.630 01/04/1996]',0.008,-0.009,95.850,45.638,36.925,0.088,41.583
'[16:39:45.632 01/04/1996]',0.006,0.001,94.350,48.916,36.925,0.085,41.567
'[16:39:45.634 01/04/1996]',0.005,-0.009,94.350,48.916,36.925,0.085,41.567
'[16:39:45.636 01/04/1996]',0.003,-0.009,94.350,48.916,36.925,0.085,41.567
'[16:39:45.638 01/04/1996]',0.001,-0.019,94.350,48.916,36.925,0.085,41.567
'[16:39:45.640 01/04/1996]',-0.002,-0.019,94.000,52.319,36.987,0.082,41.567
'[16:39:45.642 01/04/1996]',-0.004,-0.019,94.000,52.319,36.987,0.082,41.567
'[16:39:45.644 01/04/1996]',-0.005,-0.019,94.000,52.319,36.987,0.082,41.567
'[16:39:45.646 01/04/1996]',-0.006,-0.019,94.000,52.319,36.987,0.082,41.567
'[16:39:45.648 01/04/1996]',-0.005,-0.019,94.600,54.295,36.987,0.076,41.600
'[16:39:45.650 01/04/1996]',-0.005,-0.019,94.600,54.295,36.987,0.076,41.600
'[16:39:45.652 01/04/1996]',-0.002,-0.019,94.600,54.295,36.987,0.076,41.600
'[16:39:45.654 01/04/1996]',0.000,-0.019,94.600,54.295,36.987,0.076,41.600
'[16:39:45.656 01/04/1996]',0.003,-0.019,96.250,54.195,36.987,0.070,41.633
'[16:39:45.658 01/04/1996]',0.006,-0.019,96.250,54.195,36.987,0.070,41.633
'[16:39:45.660 01/04/1996]',0.009,-0.019,96.250,54.195,36.987,0.070,41.633
'[16:39:45.662 01/04/1996]',0.012,-0.019,96.250,54.195,36.987,0.070,41.633
'[16:39:45.664 01/04/1996]',0.014,-0.009,98.700,52.243,36.925,0.059,41.667
'[16:39:45.666 01/04/1996]',0.016,-0.019,98.700,52.243,36.925,0.059,41.667
'[16:39:45.668 01/04/1996]',0.018,-0.009,98.700,52.243,36.925,0.059,41.667
'[16:39:45.670 01/04/1996]',0.020,0.001,98.700,52.243,36.925,0.059,41.667
'[16:39:45.672 01/04/1996]',0.021,-0.009,101.850,49.491,36.925,0.047,41.700
'[16:39:45.674 01/04/1996]',0.023,-0.009,101.850,49.491,36.925,0.047,41.700
'[16:39:45.676 01/04/1996]',0.024,-0.009,101.850,49.491,36.925,0.047,41.700
'[16:39:45.678 01/04/1996]',0.024,-0.009,101.850,49.491,36.925,0.047,41.700
'[16:39:45.680 01/04/1996]',0.024,-0.009,105.250,46.689,36.987,0.033,41.783
'[16:39:45.682 01/04/1996]',0.024,0.001,105.250,46.689,36.987,0.033,41.783
'[16:39:45.684 01/04/1996]',0.023,0.001,105.250,46.689,36.987,0.033,41.783
'[16:39:45.686 01/04/1996]',0.021,0.001,105.250,46.689,36.987,0.033,41.783
'[16:39:45.688 01/04/1996]',0.019,0.001,108.500,44.462,37.050,0.018,41.867
'[16:39:45.690 01/04/1996]',0.016,0.001,108.500,44.462,37.050,0.018,41.867
'[16:39:45.692 01/04/1996]',0.013,-0.009,108.500,44.462,37.050,0.018,41.867
'[16:39:45.694 01/04/1996]',0.009,0.001,108.500,44.462,37.050,0.018,41.867
'[16:39:45.696 01/04/1996]',0.006,0.001,111.200,43.286,37.275,0.006,41.950
'[16:39:45.698 01/04/1996]',0.002,0.001,111.200,43.286,37.275,0.006,41.950
'[16:39:45.700 01/04/1996]',-0.002,0.001,111.200,43.286,37.275,0.006,41.950
'[16:39:45.702 01/04/1996]',-0.006,-0.009,111.200,43.286,37.275,0.006,41.950
'[16:39:45.704 01/04/1996]',-0.009,-0.009,113.300,42.986,37.575,-0.003,42.050
'[16:39:45.706 01/04/1996]',-0.013,-0.009,113.300,42.986,37.575,-0.003,42.050
'[16:39:45.708 01/04/1996]',-0.017,-0.019,113.300,42.986,37.575,-0.003,42.050
'[16:39:45.710 01/04/1996]',-0.020,-0.019,113.300,42.986,37.575,-0.003,42.050
'[16:39:45.712 01/04/1996]',-0.023,-0.019,114.550,42.686,37.925,-0.009,42.150
'[16:39:45.714 01/04/1996]',-0.025,-0.019,114.550,42.686,37.925,-0.009,42.150
'[16:39:45.716 01/04/1996]',-0.026,-0.019,114.550,42.686,37.925,-0.009,42.150
'[16:39:45.718 01/04/1996]',-0.027,-0.019,114.550,42.686,37.925,-0.009,42.150
'[16:39:45.720 01/04/1996]',-0.026,-0.019,115.000,41.710,38.275,-0.011,42.250
'[16:39:45.722 01/04/1996]',-0.025,-0.019,115.000,41.710,38.275,-0.011,42.250
'[16:39:45.724 01/04/1996]',-0.024,-0.019,115.000,41.710,38.275,-0.011,42.250
'[16:39:45.726 01/04/1996]',-0.022,-0.019,115.000,41.710,38.275,-0.011,42.250
'[16:39:45.728 01/04/1996]',-0.022,-0.009,114.650,39.833,38.513,-0.011,42.350
'[16:39:45.730 01/04/1996]',-0.021,-0.009,114.650,39.833,38.513,-0.011,42.350
'[16:39:45.732 01/04/1996]',-0.022,-0.009,114.650,39.833,38.513,-0.011,42.350
'[16:39:45.734 01/04/1996]',-0.023,-0.009,114.650,39.833,38.513,-0.011,42.350
'[16:39:45.736 01/04/1996]',-0.025,0.001,113.600,37.882,38.575,-0.011,42.367
'[16:39:45.738 01/04/1996]',-0.028,-0.009,113.600,37.882,38.575,-0.011,42.367
'[16:39:45.740 01/04/1996]',-0.029,-0.009,113.600,37.882,38.575,-0.011,42.367
'[16:39:45.742 01/04/1996]',-0.031,-0.019,113.600,37.882,38.575,-0.011,42.367
'[16:39:45.744 01/04/1996]',-0.032,-0.019,112.050,36.781,38.625,-0.003,42.433
'[16:39:45.746 01/04/1996]',-0.033,-0.019,112.050,36.781,38.625,-0.003,42.433
'[16:39:45.748 01/04/1996]',-0.034,-0.009,112.050,36.781,38.625,-0.003,42.433
'[16:39:45.750 01/04/1996]',-0.034,-0.019,112.050,36.781,38.625,-0.003,42.433
'[16:39:45.752 01/04/1996]',-0.035,-0.019,110.150,36.831,38.688,0.003,42.500
'[16:39:45.754 01/04/1996]',-0.035,-0.019,110.150,36.831,38.688,0.003,42.500
'[16:39:45.756 01/04/1996]',-0.036,-0.019,110.150,36.831,38.688,0.003,42.500
'[16:39:45.758 01/04/1996]',-0.036,-0.019,110.150,36.831,38.688,0.003,42.500
'[16:39:45.760 01/04/1996]',-0.038,-0.019,108.100,37.781,38.750,0.006,42.567
'[16:39:45.762 01/04/1996]',-0.039,-0.019,108.100,37.781,38.750,0.006,42.567
'[16:39:45.764 01/04/1996]',-0.041,-0.019,108.100,37.781,38.750,0.006,42.567
'[16:39:45.766 01/04/1996]',-0.044,-0.019,108.100,37.781,38.750,0.006,42.567
'[16:39:45.768 01/04/1996]',-0.047,-0.019,106.050,39.108,38.925,0.009,42.667
'[16:39:45.770 01/04/1996]',-0.050,-0.019,106.050,39.108,38.925,0.009,42.667
'[16:39:45.772 01/04/1996]',-0.053,-0.019,106.050,39.108,38.925,0.009,42.667
'[16:39:45.774 01/04/1996]',-0.056,-0.029,106.050,39.108,38.925,0.009,42.667
'[16:39:45.776 01/04/1996]',-0.057,-0.040,104.150,40.233,39.100,0.012,42.767
'[16:39:45.778 01/04/1996]',-0.058,-0.050,104.150,40.233,39.100,0.012,42.767
'[16:39:45.780 01/04/1996]',-0.055,-0.050,104.150,40.233,39.100,0.012,42.767
'[16:39:45.782 01/04/1996]',-0.052,-0.050,104.150,40.233,39.100,0.012,42.767
'[16:39:45.784 01/04/1996]',-0.045,-0.040,102.550,41.059,39.212,0.015,42.867
'[16:39:45.786 01/04/1996]',-0.037,-0.029,102.550,41.059,39.212,0.015,42.867
'[16:39:45.788 01/04/1996]',-0.023,-0.019,102.550,41.059,39.212,0.015,42.867
'[16:39:45.790 01/04/1996]',-0.009,0.001,102.550,41.059,39.212,0.015,42.867
'[16:39:45.792 01/04/1996]',0.014,0.011,101.300,41.535,39.388,0.012,42.967
'[16:39:45.794 01/04/1996]',0.037,0.021,101.300,41.535,39.388,0.012,42.967
'[16:39:45.796 01/04/1996]',0.070,0.031,101.300,41.535,39.388,0.012,42.967
'[16:39:45.798 01/04/1996]',0.103,0.051,101.300,41.535,39.388,0.012,42.967
'[16:39:45.800 01/04/1996]',0.140,0.071,100.100,41.760,39.450,0.009,43.050
'[16:39:45.802 01/04/1996]',0.177,0.112,100.100,41.760,39.450,0.009,43.050
'[16:39:45.804 01/04/1996]',0.208,0.162,100.100,41.760,39.450,0.009,43.050
'[16:39:45.806 01/04/1996]',0.239,0.233,100.100,41.760,39.450,0.009,43.050
'[16:39:45.808 01/04/1996]',0.251,0.293,99.250,41.710,39.450,0.003,43.133
'[16:39:45.810 01/04/1996]',0.263,0.344,99.250,41.710,39.450,0.003,43.133
'[16:39:45.812 01/04/1996]',0.250,0.385,99.250,41.710,39.450,0.003,43.133
'[16:39:45.814 01/04/1996]',0.236,0.385,99.250,41.710,39.450,0.003,43.133
'[16:39:45.816 01/04/1996]',0.200,0.374,98.600,41.460,39.388,0.000,43.217
'[16:39:45.818 01/04/1996]',0.164,0.334,98.600,41.460,39.388,0.000,43.217
'[16:39:45.820 01/04/1996]',0.119,0.284,98.600,41.460,39.388,0.000,43.217
'[16:39:45.822 01/04/1996]',0.074,0.213,98.600,41.460,39.388,0.000,43.217
'[16:39:45.824 01/04/1996]',0.034,0.132,98.250,41.159,39.150,-0.003,43.300
'[16:39:45.826 01/04/1996]',-0.005,0.041,98.250,41.159,39.150,-0.003,43.300
'[16:39:45.828 01/04/1996]',-0.032,-0.019,98.250,41.159,39.150,-0.003,43.300
'[16:39:45.830 01/04/1996]',-0.059,-0.070,98.250,41.159,39.150,-0.003,43.300
'[16:39:45.832 01/04/1996]',-0.075,-0.111,98.100,41.059,38.925,-0.009,43.333
'[16:39:45.834 01/04/1996]',-0.091,-0.121,98.100,41.059,38.925,-0.009,43.333
'[16:39:45.836 01/04/1996]',-0.103,-0.100,98.100,41.059,38.925,-0.009,43.333
'[16:39:45.838 01/04/1996]',-0.115,-0.100,98.100,41.059,38.925,-0.009,43.333
'[16:39:45.840 01/04/1996]',-0.129,-0.080,98.050,41.159,38.625,-0.018,43.400
'[16:39:45.842 01/04/1996]',-0.142,-0.070,98.050,41.159,38.625,-0.018,43.400
'[16:39:45.844 01/04/1996]',-0.161,-0.070,98.050,41.159,38.625,-0.018,43.400
'[16:39:45.846 01/04/1996]',-0.180,-0.070,98.050,41.159,38.625,-0.018,43.400
'[16:39:45.848 01/04/1996]',-0.202,-0.080,98.050,41.460,38.450,-0.023,43.467
'[16:39:45.850 01/04/1996]',-0.223,-0.100,98.050,41.460,38.450,-0.023,43.467
'[16:39:45.852 01/04/1996]',-0.244,-0.121,98.050,41.460,38.450,-0.023,43.467
'[16:39:45.854 01/04/1996]',-0.264,-0.151,98.050,41.460,38.450,-0.023,43.467
'[16:39:45.856 01/04/1996]',-0.282,-0.171,98.000,41.935,38.337,-0.029,43.533
'[16:39:45.858 01/04/1996]',-0.299,-0.191,98.000,41.935,38.337,-0.029,43.533
'[16:39:45.860 01/04/1996]',-0.312,-0.201,98.000,41.935,38.337,-0.029,43.533
'[16:39:45.862 01/04/1996]',-0.325,-0.211,98.000,41.935,38.337,-0.029,43.533
'[16:39:45.864 01/04/1996]',-0.332,-0.232,97.850,42.335,38.337,-0.032,43.600
'[16:39:45.866 01/04/1996]',-0.339,-0.232,97.850,42.335,38.337,-0.032,43.600
'[16:39:45.868 01/04/1996]',-0.338,-0.242,97.850,42.335,38.337,-0.032,43.600
'[16:39:45.870 01/04/1996]',-0.336,-0.242,97.850,42.335,38.337,-0.032,43.600
'[16:39:45.872 01/04/1996]',-0.325,-0.252,97.700,42.585,38.400,-0.035,43.667
'[16:39:45.874 01/04/1996]',-0.314,-0.252,97.700,42.585,38.400,-0.035,43.667
'[16:39:45.876 01/04/1996]',-0.293,-0.252,97.700,42.585,38.400,-0.035,43.667
'[16:39:45.878 01/04/1996]',-0.271,-0.242,97.700,42.585,38.400,-0.035,43.667
'[16:39:45.880 01/04/1996]',-0.243,-0.232,97.600,42.585,38.450,-0.038,43.733
'[16:39:45.882 01/04/1996]',-0.215,-0.191,97.600,42.585,38.450,-0.038,43.733
'[16:39:45.884 01/04/1996]',-0.186,-0.171,97.600,42.585,38.450,-0.038,43.733
'[16:39:45.886 01/04/1996]',-0.156,-0.151,97.600,42.585,38.450,-0.038,43.733
'[16:39:45.888 01/04/1996]',-0.129,-0.121,97.550,42.285,38.513,-0.035,43.800
'[16:39:45.890 01/04/1996]',-0.101,-0.100,97.550,42.285,38.513,-0.035,43.800
'[16:39:45.892 01/04/1996]',-0.078,-0.080,97.550,42.285,38.513,-0.035,43.800
'[16:39:45.894 01/04/1996]',-0.056,-0.070,97.550,42.285,38.513,-0.035,43.800
'[16:39:45.896 01/04/1996]',-0.039,-0.050,97.400,42.160,38.513,-0.035,43.767
'[16:39:45.898 01/04/1996]',-0.022,-0.040,97.400,42.160,38.513,-0.035,43.767
'[16:39:45.900 01/04/1996]',-0.011,-0.019,97.400,42.160,38.513,-0.035,43.767
'[16:39:45.902 01/04/1996]',0.001,0.001,97.400,42.160,38.513,-0.035,43.767
'[16:39:45.904 01/04/1996]',0.008,0.001,97.350,42.410,38.575,-0.029,43.767
'[16:39:45.906 01/04/1996]',0.016,0.011,97.350,42.410,38.575,-0.029,43.767
'[16:39:45.908 01/04/1996]',0.020,0.021,97.350,42.410,38.575,-0.029,43.767
'[16:39:45.910 01/04/1996]',0.024,0.031,97.350,42.410,38.575,-0.029,43.767
'[16:39:45.912 01/04/1996]',0.025,0.031,97.300,43.511,38.575,-0.026,43.767
'[16:39:45.914 01/04/1996]',0.027,0.031,97.300,43.511,38.575,-0.026,43.767
'[16:39:45.916 01/04/1996]',0.027,0.021,97.300,43.511,38.575,-0.026,43.767
'[16:39:45.918 01/04/1996]',0.027,0.021,97.300,43.511,38.575,-0.026,43.767
'[16:39:45.920 01/04/1996]',0.027,0.031,97.100,45.513,38.688,-0.021,43.767
'[16:39:45.922 01/04/1996]',0.027,0.021,97.100,45.513,38.688,-0.021,43.767
'[16:39:45.924 01/04/1996]',0.028,0.021,97.100,45.513,38.688,-0.021,43.767
'[16:39:45.926 01/04/1996]',0.029,0.011,97.100,45.513,38.688,-0.021,43.767
'[16:39:45.928 01/04/1996]',0.031,0.011,96.950,48.040,38.800,-0.018,43.817
'[16:39:45.930 01/04/1996]',0.033,0.021,96.950,48.040,38.800,-0.018,43.817
'[16:39:45.932 01/04/1996]',0.036,0.021,96.950,48.040,38.800,-0.018,43.817
'[16:39:45.934 01/04/1996]',0.038,0.021,96.950,48.040,38.800,-0.018,43.817
'[16:39:45.936 01/04/1996]',0.041,0.021,96.700,50.617,38.800,-0.015,43.883
'[16:39:45.938 01/04/1996]',0.044,0.021,96.700,50.617,38.800,-0.015,43.883
'[16:39:45.940 01/04/1996]',0.045,0.031,96.700,50.617,38.800,-0.015,43.883
'[16:39:45.942 01/04/1996]',0.047,0.031,96.700,50.617,38.800,-0.015,43.883
'[16:39:45.944 01/04/1996]',0.047,0.021,96.500,52.794,38.800,-0.018,43.950
'[16:39:45.946 01/04/1996]',0.048,0.031,96.500,52.794,38.800,-0.018,43.950
'[16:39:45.948 01/04/1996]',0.048,0.031,96.500,52.794,38.800,-0.018,43.950
'[16:39:45.950 01/04/1996]',0.048,0.031,96.500,52.794,38.800,-0.018,43.950
'[16:39:45.952 01/04/1996]',0.048,0.041,96.350,54.420,38.750,-0.015,44.017
'[16:39:45.954 01/04/1996]',0.048,0.031,96.350,54.420,38.750,-0.015,44.017
'[16:39:45.956 01/04/1996]',0.049,0.041,96.350,54.420,38.750,-0.015,44.017
'[16:39:45.958 01/04/1996]',0.049,0.031,96.350,54.420,38.750,-0.015,44.017
'[16:39:45.960 01/04/1996]',0.050,0.031,96.350,55.471,38.625,-0.021,44.017
'[16:39:45.962 01/04/1996]',0.051,0.021,96.350,55.471,38.625,-0.021,44.017
'[16:39:45.964 01/04/1996]',0.054,0.021,96.350,55.471,38.625,-0.021,44.017
'[16:39:45.966 01/04/1996]',0.057,0.021,96.350,55.471,38.625,-0.021,44.017
'[16:39:45.968 01/04/1996]',0.060,0.021,96.500,56.122,38.513,-0.026,44.067
'[16:39:45.970 01/04/1996]',0.063,0.031,96.500,56.122,38.513,-0.026,44.067
'[16:39:45.972 01/04/1996]',0.065,0.041,96.500,56.122,38.513,-0.026,44.067
'[16:39:45.974 01/04/1996]',0.068,0.041,96.500,56.122,38.513,-0.026,44.067
'[16:39:45.976 01/04/1996]',0.070,0.041,97.000,56.647,38.513,-0.032,44.117
'[16:39:45.978 01/04/1996]',0.073,0.041,97.000,56.647,38.513,-0.032,44.117
'[16:39:45.980 01/04/1996]',0.075,0.041,97.000,56.647,38.513,-0.032,44.117
'[16:39:45.982 01/04/1996]',0.076,0.031,97.000,56.647,38.513,-0.032,44.117
'[16:39:45.984 01/04/1996]',0.078,0.041,98.400,57.248,38.625,-0.041,44.167
'[16:39:45.986 01/04/1996]',0.080,0.041,98.400,57.248,38.625,-0.041,44.167
'[16:39:45.988 01/04/1996]',0.081,0.051,98.400,57.248,38.625,-0.041,44.167
'[16:39:45.990 01/04/1996]',0.083,0.041,98.400,57.248,38.625,-0.041,44.167
'[16:39:45.992 01/04/1996]',0.084,0.051,101.050,57.998,38.800,-0.046,44.233
'[16:39:45.994 01/04/1996]',0.086,0.051,101.050,57.998,38.800,-0.046,44.233
'[16:39:45.996 01/04/1996]',0.087,0.051,101.050,57.998,38.800,-0.046,44.233
'[16:39:45.998 01/04/1996]',0.087,0.051,101.050,57.998,38.800,-0.046,44.233
'[16:39:46.000 01/04/1996]',0.087,0.051,105.250,58.599,39.038,-0.052,44.300
'[16:39:46.002 01/04/1996]',0.087,0.051,105.250,58.599,39.038,-0.052,44.300
'[16:39:46.004 01/04/1996]',0.087,0.041,105.250,58.599,39.038,-0.052,44.300
'[16:39:46.006 01/04/1996]',0.087,0.041,105.250,58.599,39.038,-0.052,44.300
'[16:39:46.008 01/04/1996]',0.088,0.031,110.900,58.599,39.275,-0.056,44.367
'[16:39:46.010 01/04/1996]',0.088,0.031,110.900,58.599,39.275,-0.056,44.367
'[16:39:46.012 01/04/1996]',0.089,0.021,110.900,58.599,39.275,-0.056,44.367
'[16:39:46.014 01/04/1996]',0.090,0.021,110.900,58.599,39.275,-0.056,44.367
'[16:39:46.016 01/04/1996]',0.094,0.021,117.450,58.048,39.450,-0.052,44.433
'[16:39:46.018 01/04/1996]',0.097,0.021,117.450,58.048,39.450,-0.052,44.433
'[16:39:46.020 01/04/1996]',0.102,0.031,117.450,58.048,39.450,-0.052,44.433
'[16:39:46.022 01/04/1996]',0.107,0.031,117.450,58.048,39.450,-0.052,44.433
'[16:39:46.024 01/04/1996]',0.112,0.021,124.250,57.173,39.513,-0.050,44.383
'[16:39:46.026 01/04/1996]',0.118,0.031,124.250,57.173,39.513,-0.050,44.383
'[16:39:46.028 01/04/1996]',0.124,0.041,124.250,57.173,39.513,-0.050,44.383
'[16:39:46.030 01/04/1996]',0.129,0.051,124.250,57.173,39.513,-0.050,44.383
'[16:39:46.032 01/04/1996]',0.134,0.051,130.750,56.172,39.450,-0.046,44.350
'[16:39:46.034 01/04/1996]',0.138,0.051,130.750,56.172,39.450,-0.046,44.350
'[16:39:46.036 01/04/1996]',0.141,0.061,130.750,56.172,39.450,-0.046,44.350
'[16:39:46.038 01/04/1996]',0.143,0.061,130.750,56.172,39.450,-0.046,44.350
'[16:39:46.040 01/04/1996]',0.144,0.061,136.450,55.421,39.275,-0.035,44.317
'[16:39:46.042 01/04/1996]',0.145,0.071,136.450,55.421,39.275,-0.035,44.317
'[16:39:46.044 01/04/1996]',0.146,0.061,136.450,55.421,39.275,-0.035,44.317
'[16:39:46.046 01/04/1996]',0.147,0.061,136.450,55.421,39.275,-0.035,44.317
'[16:39:46.048 01/04/1996]',0.147,0.071,140.800,54.946,38.925,-0.026,44.283
'[16:39:46.050 01/04/1996]',0.148,0.071,140.800,54.946,38.925,-0.026,44.283
'[16:39:46.052 01/04/1996]',0.148,0.082,140.800,54.946,38.925,-0.026,44.283
'[16:39:46.054 01/04/1996]',0.148,0.071,140.800,54.946,38.925,-0.026,44.283
'[16:39:46.056 01/04/1996]',0.148,0.082,143.300,54.721,38.513,-0.009,44.317
'[16:39:46.058 01/04/1996]',0.148,0.082,143.300,54.721,38.513,-0.009,44.317
'[16:39:46.060 01/04/1996]',0.147,0.092,143.300,54.721,38.513,-0.009,44.317
'[16:39:46.062 01/04/1996]',0.145,0.082,143.300,54.721,38.513,-0.009,44.317
'[16:39:46.064 01/04/1996]',0.143,0.071,143.950,54.595,38.163,0.006,44.367
'[16:39:46.066 01/04/1996]',0.141,0.082,143.950,54.595,38.163,0.006,44.367
'[16:39:46.068 01/04/1996]',0.137,0.082,143.950,54.595,38.163,0.006,44.367
'[16:39:46.070 01/04/1996]',0.134,0.071,143.950,54.595,38.163,0.006,44.367
'[16:39:46.072 01/04/1996]',0.130,0.082,142.750,54.595,37.987,0.021,44.417
'[16:39:46.074 01/04/1996]',0.126,0.082,142.750,54.595,37.987,0.021,44.417
'[16:39:46.076 01/04/1996]',0.121,0.071,142.750,54.595,37.987,0.021,44.417
'[16:39:46.078 01/04/1996]',0.117,0.061,142.750,54.595,37.987,0.021,44.417
'[16:39:46.080 01/04/1996]',0.113,0.061,140.200,54.671,37.987,0.041,44.467
'[16:39:46.082 01/04/1996]',0.109,0.051,140.200,54.671,37.987,0.041,44.467
'[16:39:46.084 01/04/1996]',0.105,0.061,140.200,54.671,37.987,0.041,44.467
'[16:39:46.086 01/04/1996]',0.102,0.061,140.200,54.671,37.987,0.041,44.467
'[16:39:46.088 01/04/1996]',0.099,0.061,136.500,54.721,38.163,0.052,44.450
'[16:39:46.090 01/04/1996]',0.096,0.061,136.500,54.721,38.163,0.052,44.450
'[16:39:46.092 01/04/1996]',0.094,0.061,136.500,54.721,38.163,0.052,44.450
'[16:39:46.094 01/04/1996]',0.092,0.071,136.500,54.721,38.163,0.052,44.450
'[16:39:46.096 01/04/1996]',0.090,0.061,132.100,54.595,38.575,0.065,44.483
'[16:39:46.098 01/04/1996]',0.088,0.061,132.100,54.595,38.575,0.065,44.483
'[16:39:46.100 01/04/1996]',0.085,0.061,132.100,54.595,38.575,0.065,44.483
'[16:39:46.102 01/04/1996]',0.083,0.061,132.100,54.595,38.575,0.065,44.483
'[16:39:46.104 01/04/1996]',0.078,0.051,127.500,54.070,39.100,0.073,44.517
'[16:39:46.106 01/04/1996]',0.074,0.061,127.500,54.070,39.100,0.073,44.517
'[16:39:46.108 01/04/1996]',0.068,0.051,127.500,54.070,39.100,0.073,44.517
'[16:39:46.110 01/04/1996]',0.062,0.051,127.500,54.070,39.100,0.073,44.517
'[16:39:46.112 01/04/1996]',0.057,0.041,122.950,53.194,39.625,0.079,44.550
'[16:39:46.114 01/04/1996]',0.051,0.021,122.950,53.194,39.625,0.079,44.550
'[16:39:46.116 01/04/1996]',0.047,0.021,122.950,53.194,39.625,0.079,44.550
'[16:39:46.118 01/04/1996]',0.043,0.021,122.950,53.194,39.625,0.079,44.550
'[16:39:46.120 01/04/1996]',0.039,0.021,118.800,51.968,40.150,0.082,44.650
'[16:39:46.122 01/04/1996]',0.035,0.021,118.800,51.968,40.150,0.082,44.650
'[16:39:46.124 01/04/1996]',0.032,0.021,118.800,51.968,40.150,0.082,44.650
'[16:39:46.126 01/04/1996]',0.029,0.021,118.800,51.968,40.150,0.082,44.650
'[16:39:46.128 01/04/1996]',0.026,0.021,114.950,50.667,40.500,0.082,44.767
'[16:39:46.130 01/04/1996]',0.023,0.021,114.950,50.667,40.500,0.082,44.767
'[16:39:46.132 01/04/1996]',0.021,0.021,114.950,50.667,40.500,0.082,44.767
'[16:39:46.134 01/04/1996]',0.018,0.011,114.950,50.667,40.500,0.082,44.767
'[16:39:46.136 01/04/1996]',0.016,0.001,111.300,49.441,40.675,0.076,44.883
'[16:39:46.138 01/04/1996]',0.015,0.001,111.300,49.441,40.675,0.076,44.883
'[16:39:46.140 01/04/1996]',0.013,0.001,111.300,49.441,40.675,0.076,44.883
'[16:39:46.142 01/04/1996]',0.012,0.001,111.300,49.441,40.675,0.076,44.883
'[16:39:46.144 01/04/1996]',0.010,0.001,107.750,48.440,40.737,0.068,45.000
'[16:39:46.146 01/04/1996]',0.008,0.001,107.750,48.440,40.737,0.068,45.000
'[16:39:46.148 01/04/1996]',0.006,0.001,107.750,48.440,40.737,0.068,45.000
'[16:39:46.150 01/04/1996]',0.003,0.001,107.750,48.440,40.737,0.068,45.000
'[16:39:46.152 01/04/1996]',0.001,0.001,104.150,47.615,40.737,0.061,44.967
'[16:39:46.154 01/04/1996]',-0.001,0.001,104.150,47.615,40.737,0.061,44.967
'[16:39:46.156 01/04/1996]',-0.001,-0.019,104.150,47.615,40.737,0.061,44.967
'[16:39:46.158 01/04/1996]',-0.002,-0.009,104.150,47.615,40.737,0.061,44.967
'[16:39:46.160 01/04/1996]',-0.001,-0.009,100.650,47.089,40.562,0.056,44.950
'[16:39:46.162 01/04/1996]',0.001,-0.009,100.650,47.089,40.562,0.056,44.950
'[16:39:46.164 01/04/1996]',0.002,-0.009,100.650,47.089,40.562,0.056,44.950
'[16:39:46.166 01/04/1996]',0.004,0.001,100.650,47.089,40.562,0.056,44.950
'[16:39:46.168 01/04/1996]',0.005,0.001,97.400,47.339,40.388,0.047,44.933
'[16:39:46.170 01/04/1996]',0.006,0.001,97.400,47.339,40.388,0.047,44.933
'[16:39:46.172 01/04/1996]',0.006,0.001,97.400,47.339,40.388,0.047,44.933
'[16:39:46.174 01/04/1996]',0.007,0.001,97.400,47.339,40.388,0.047,44.933
'[16:39:46.176 01/04/1996]',0.006,0.001,94.850,48.966,40.275,0.038,44.917
