'Time and date','II ','MCL1 ','V ','ABP ','RESP '
'[14:17:55.706 18/05/1995]',0.021,0.062,0.030,63.806,-0.480
'[14:17:55.708 18/05/1995]',0.042,0.079,0.030,63.806,-0.480
'[14:17:55.710 18/05/1995]',0.042,0.088,0.040,63.806,-0.480
'[14:17:55.712 18/05/1995]',0.042,0.097,0.040,63.656,-0.479
'[14:17:55.714 18/05/1995]',0.042,0.105,0.049,63.656,-0.479
'[14:17:55.716 18/05/1995]',0.042,0.114,0.059,63.656,-0.479
'[14:17:55.718 18/05/1995]',0.042,0.114,0.059,63.656,-0.479
'[14:17:55.720 18/05/1995]',0.042,0.123,0.069,63.556,-0.479
'[14:17:55.722 18/05/1995]',0.062,0.131,0.069,63.556,-0.479
'[14:17:55.724 18/05/1995]',0.062,0.131,0.069,63.556,-0.479
'[14:17:55.726 18/05/1995]',0.062,0.140,0.079,63.556,-0.479
'[14:17:55.728 18/05/1995]',0.042,0.140,0.088,63.556,-0.479
'[14:17:55.730 18/05/1995]',0.021,0.140,0.098,63.556,-0.479
'[14:17:55.732 18/05/1995]',0.002,0.140,0.118,63.556,-0.479
'[14:17:55.734 18/05/1995]',0.002,0.149,0.118,63.556,-0.479
'[14:17:55.736 18/05/1995]',0.002,0.166,0.127,63.556,-0.479
'[14:17:55.738 18/05/1995]',0.002,0.175,0.127,63.556,-0.479
'[14:17:55.740 18/05/1995]',0.002,0.184,0.127,63.556,-0.479
'[14:17:55.742 18/05/1995]',0.002,0.192,0.137,63.556,-0.479
'[14:17:55.744 18/05/1995]',0.002,0.210,0.146,63.706,-0.479
'[14:17:55.746 18/05/1995]',-0.019,0.227,0.166,63.706,-0.479
'[14:17:55.748 18/05/1995]',-0.019,0.245,0.176,63.706,-0.479
'[14:17:55.750 18/05/1995]',-0.019,0.245,0.176,63.706,-0.479
'[14:17:55.752 18/05/1995]',-0.019,0.253,0.176,63.856,-0.479
'[14:17:55.754 18/05/1995]',-0.019,0.253,0.166,63.856,-0.479
'[14:17:55.756 18/05/1995]',0.002,0.253,0.166,63.856,-0.479
'[14:17:55.758 18/05/1995]',0.002,0.253,0.166,63.856,-0.479
'[14:17:55.760 18/05/1995]',0.021,0.262,0.166,64.007,-0.479
'[14:17:55.762 18/05/1995]',0.042,0.262,0.156,64.007,-0.479
'[14:17:55.764 18/05/1995]',0.062,0.262,0.156,64.007,-0.479
'[14:17:55.766 18/05/1995]',0.103,0.262,0.156,64.007,-0.479
'[14:17:55.768 18/05/1995]',0.103,0.271,0.146,64.107,-0.479
'[14:17:55.770 18/05/1995]',0.103,0.271,0.137,64.107,-0.479
'[14:17:55.772 18/05/1995]',0.124,0.280,0.127,64.107,-0.479
'[14:17:55.774 18/05/1995]',0.124,0.280,0.127,64.107,-0.479
'[14:17:55.776 18/05/1995]',0.124,0.280,0.127,64.207,-0.479
'[14:17:55.778 18/05/1995]',0.103,0.288,0.146,64.207,-0.479
'[14:17:55.780 18/05/1995]',0.083,0.288,0.156,64.207,-0.479
'[14:17:55.782 18/05/1995]',0.062,0.288,0.166,64.207,-0.479
'[14:17:55.784 18/05/1995]',0.062,0.280,0.156,64.357,-0.479
'[14:17:55.786 18/05/1995]',0.062,0.271,0.146,64.357,-0.479
'[14:17:55.788 18/05/1995]',0.062,0.262,0.137,64.357,-0.479
'[14:17:55.790 18/05/1995]',0.103,0.262,0.127,64.357,-0.479
'[14:17:55.792 18/05/1995]',0.103,0.262,0.118,64.507,-0.479
'[14:17:55.794 18/05/1995]',0.124,0.245,0.098,64.507,-0.479
'[14:17:55.796 18/05/1995]',0.124,0.236,0.098,64.507,-0.479
'[14:17:55.798 18/05/1995]',0.124,0.219,0.088,64.507,-0.479
'[14:17:55.800 18/05/1995]',0.124,0.210,0.088,64.658,-0.480
'[14:17:55.802 18/05/1995]',0.144,0.201,0.079,64.658,-0.480
'[14:17:55.804 18/05/1995]',0.144,0.192,0.069,64.658,-0.480
'[14:17:55.806 18/05/1995]',0.165,0.192,0.049,64.658,-0.480
'[14:17:55.808 18/05/1995]',0.144,0.201,0.049,64.708,-0.481
'[14:17:55.810 18/05/1995]',0.144,0.184,0.059,64.708,-0.481
'[14:17:55.812 18/05/1995]',0.103,0.175,0.059,64.708,-0.481
'[14:17:55.814 18/05/1995]',0.083,0.166,0.069,64.708,-0.481
'[14:17:55.816 18/05/1995]',0.062,0.157,0.069,64.758,-0.482
'[14:17:55.818 18/05/1995]',0.042,0.149,0.069,64.758,-0.482
'[14:17:55.820 18/05/1995]',0.021,0.149,0.059,64.758,-0.482
'[14:17:55.822 18/05/1995]',0.021,0.140,0.059,64.758,-0.482
'[14:17:55.824 18/05/1995]',0.002,0.131,0.059,64.758,-0.485
'[14:17:55.826 18/05/1995]',0.002,0.131,0.059,64.758,-0.485
'[14:17:55.828 18/05/1995]',-0.019,0.123,0.059,64.758,-0.485
'[14:17:55.830 18/05/1995]',-0.039,0.105,0.059,64.758,-0.485
'[14:17:55.832 18/05/1995]',-0.039,0.088,0.059,64.708,-0.488
'[14:17:55.834 18/05/1995]',-0.080,0.062,0.049,64.708,-0.488
'[14:17:55.836 18/05/1995]',-0.080,0.053,0.040,64.708,-0.488
'[14:17:55.838 18/05/1995]',-0.080,0.044,0.040,64.708,-0.488
'[14:17:55.840 18/05/1995]',-0.080,0.035,0.030,64.658,-0.492
'[14:17:55.842 18/05/1995]',-0.100,0.009,0.010,64.658,-0.492
'[14:17:55.844 18/05/1995]',-0.100,0.001,0.010,64.658,-0.492
'[14:17:55.846 18/05/1995]',-0.121,0.001,0.010,64.658,-0.492
'[14:17:55.848 18/05/1995]',-0.162,-0.025,0.010,64.557,-0.496
'[14:17:55.850 18/05/1995]',-0.162,-0.043,0.001,64.557,-0.496
'[14:17:55.852 18/05/1995]',-0.182,-0.060,0.001,64.557,-0.496
'[14:17:55.854 18/05/1995]',-0.182,-0.087,-0.009,64.557,-0.496
'[14:17:55.856 18/05/1995]',-0.182,-0.104,-0.028,64.507,-0.502
'[14:17:55.858 18/05/1995]',-0.182,-0.130,-0.038,64.507,-0.502
'[14:17:55.860 18/05/1995]',-0.182,-0.148,-0.048,64.507,-0.502
'[14:17:55.862 18/05/1995]',-0.182,-0.165,-0.048,64.507,-0.502
'[14:17:55.864 18/05/1995]',-0.182,-0.174,-0.058,64.407,-0.508
'[14:17:55.866 18/05/1995]',-0.203,-0.191,-0.048,64.407,-0.508
'[14:17:55.868 18/05/1995]',-0.203,-0.191,-0.048,64.407,-0.508
'[14:17:55.870 18/05/1995]',-0.223,-0.209,-0.067,64.407,-0.508
'[14:17:55.872 18/05/1995]',-0.223,-0.217,-0.077,64.307,-0.514
'[14:17:55.874 18/05/1995]',-0.223,-0.226,-0.077,64.307,-0.514
'[14:17:55.876 18/05/1995]',-0.223,-0.235,-0.077,64.307,-0.514
'[14:17:55.878 18/05/1995]',-0.223,-0.235,-0.077,64.307,-0.514
'[14:17:55.880 18/05/1995]',-0.223,-0.235,-0.077,64.307,-0.520
'[14:17:55.882 18/05/1995]',-0.244,-0.244,-0.077,64.307,-0.520
'[14:17:55.884 18/05/1995]',-0.244,-0.244,-0.067,64.307,-0.520
'[14:17:55.886 18/05/1995]',-0.244,-0.244,-0.077,64.307,-0.520
'[14:17:55.888 18/05/1995]',-0.244,-0.235,-0.077,64.457,-0.527
'[14:17:55.890 18/05/1995]',-0.244,-0.244,-0.077,64.457,-0.527
'[14:17:55.892 18/05/1995]',-0.223,-0.252,-0.087,64.457,-0.527
'[14:17:55.894 18/05/1995]',-0.244,-0.252,-0.077,64.457,-0.527
'[14:17:55.896 18/05/1995]',-0.244,-0.261,-0.077,65.008,-0.534
'[14:17:55.898 18/05/1995]',-0.244,-0.261,-0.077,65.008,-0.534
'[14:17:55.900 18/05/1995]',-0.264,-0.261,-0.077,65.008,-0.534
'[14:17:55.902 18/05/1995]',-0.264,-0.261,-0.077,65.008,-0.534
'[14:17:55.904 18/05/1995]',-0.264,-0.261,-0.077,65.910,-0.541
'[14:17:55.906 18/05/1995]',-0.264,-0.261,-0.087,65.910,-0.541
'[14:17:55.908 18/05/1995]',-0.244,-0.261,-0.087,65.910,-0.541
'[14:17:55.910 18/05/1995]',-0.264,-0.270,-0.087,65.910,-0.541
'[14:17:55.912 18/05/1995]',-0.264,-0.270,-0.087,67.412,-0.547
'[14:17:55.914 18/05/1995]',-0.264,-0.261,-0.077,67.412,-0.547
'[14:17:55.916 18/05/1995]',-0.264,-0.261,-0.077,67.412,-0.547
'[14:17:55.918 18/05/1995]',-0.264,-0.270,-0.077,67.412,-0.547
'[14:17:55.920 18/05/1995]',-0.264,-0.270,-0.087,69.365,-0.553
'[14:17:55.922 18/05/1995]',-0.264,-0.270,-0.087,69.365,-0.553
'[14:17:55.924 18/05/1995]',-0.264,-0.261,-0.087,69.365,-0.553
'[14:17:55.926 18/05/1995]',-0.244,-0.261,-0.097,69.365,-0.553
'[14:17:55.928 18/05/1995]',-0.244,-0.261,-0.087,71.820,-0.559
'[14:17:55.930 18/05/1995]',-0.264,-0.261,-0.077,71.820,-0.559
'[14:17:55.932 18/05/1995]',-0.244,-0.270,-0.087,71.820,-0.559
'[14:17:55.934 18/05/1995]',-0.264,-0.270,-0.077,71.820,-0.559
'[14:17:55.936 18/05/1995]',-0.244,-0.270,-0.087,74.624,-0.564
'[14:17:55.938 18/05/1995]',-0.244,-0.270,-0.097,74.624,-0.564
'[14:17:55.940 18/05/1995]',-0.223,-0.270,-0.097,74.624,-0.564
'[14:17:55.942 18/05/1995]',-0.223,-0.270,-0.107,74.624,-0.564
'[14:17:55.944 18/05/1995]',-0.203,-0.270,-0.107,77.629,-0.568
'[14:17:55.946 18/05/1995]',-0.223,-0.270,-0.097,77.629,-0.568
'[14:17:55.948 18/05/1995]',-0.223,-0.278,-0.097,77.629,-0.568
'[14:17:55.950 18/05/1995]',-0.223,-0.270,-0.097,77.629,-0.568
'[14:17:55.952 18/05/1995]',-0.203,-0.270,-0.107,80.634,-0.571
'[14:17:55.954 18/05/1995]',-0.203,-0.270,-0.116,80.634,-0.571
'[14:17:55.956 18/05/1995]',-0.182,-0.261,-0.107,80.634,-0.571
'[14:17:55.958 18/05/1995]',-0.182,-0.261,-0.107,80.634,-0.571
'[14:17:55.960 18/05/1995]',-0.162,-0.261,-0.107,83.539,-0.573
'[14:17:55.962 18/05/1995]',-0.162,-0.261,-0.107,83.539,-0.573
'[14:17:55.964 18/05/1995]',-0.162,-0.252,-0.087,83.539,-0.573
'[14:17:55.966 18/05/1995]',-0.182,-0.252,-0.087,83.539,-0.573
'[14:17:55.968 18/05/1995]',-0.162,-0.244,-0.087,86.043,-0.575
'[14:17:55.970 18/05/1995]',-0.162,-0.244,-0.097,86.043,-0.575
'[14:17:55.972 18/05/1995]',-0.162,-0.244,-0.097,86.043,-0.575
'[14:17:55.974 18/05/1995]',-0.141,-0.235,-0.107,86.043,-0.575
'[14:17:55.976 18/05/1995]',-0.141,-0.235,-0.107,88.097,-0.577
'[14:17:55.978 18/05/1995]',-0.141,-0.226,-0.097,88.097,-0.577
'[14:17:55.980 18/05/1995]',-0.141,-0.235,-0.097,88.097,-0.577
'[14:17:55.982 18/05/1995]',-0.141,-0.235,-0.097,88.097,-0.577
'[14:17:55.984 18/05/1995]',-0.141,-0.226,-0.087,89.449,-0.577
'[14:17:55.986 18/05/1995]',-0.121,-0.226,-0.087,89.449,-0.577
'[14:17:55.988 18/05/1995]',-0.100,-0.217,-0.097,89.449,-0.577
'[14:17:55.990 18/05/1995]',-0.100,-0.209,-0.107,89.449,-0.577
'[14:17:55.992 18/05/1995]',-0.100,-0.209,-0.097,90.100,-0.578
'[14:17:55.994 18/05/1995]',-0.080,-0.200,-0.097,90.100,-0.578
'[14:17:55.996 18/05/1995]',-0.080,-0.191,-0.087,90.100,-0.578
'[14:17:55.998 18/05/1995]',-0.080,-0.191,-0.077,90.100,-0.578
'[14:17:56.000 18/05/1995]',-0.080,-0.183,-0.077,90.000,-0.579
'[14:17:56.002 18/05/1995]',-0.080,-0.191,-0.087,90.000,-0.579
'[14:17:56.004 18/05/1995]',-0.080,-0.183,-0.087,90.000,-0.579
'[14:17:56.006 18/05/1995]',-0.060,-0.174,-0.097,90.000,-0.579
'[14:17:56.008 18/05/1995]',-0.039,-0.165,-0.097,89.148,-0.580
'[14:17:56.010 18/05/1995]',-0.039,-0.156,-0.087,89.148,-0.580
'[14:17:56.012 18/05/1995]',-0.039,-0.156,-0.077,89.148,-0.580
'[14:17:56.014 18/05/1995]',-0.039,-0.156,-0.077,89.148,-0.580
'[14:17:56.016 18/05/1995]',-0.060,-0.156,-0.077,87.646,-0.582
'[14:17:56.018 18/05/1995]',-0.060,-0.148,-0.077,87.646,-0.582
'[14:17:56.020 18/05/1995]',-0.039,-0.139,-0.077,87.646,-0.582
'[14:17:56.022 18/05/1995]',-0.039,-0.130,-0.077,87.646,-0.582
'[14:17:56.024 18/05/1995]',-0.019,-0.130,-0.077,85.593,-0.584
'[14:17:56.026 18/05/1995]',-0.019,-0.130,-0.077,85.593,-0.584
'[14:17:56.028 18/05/1995]',-0.019,-0.139,-0.077,85.593,-0.584
'[14:17:56.030 18/05/1995]',-0.019,-0.130,-0.067,85.593,-0.584
'[14:17:56.032 18/05/1995]',0.002,-0.130,-0.067,82.988,-0.586
'[14:17:56.034 18/05/1995]',-0.019,-0.122,-0.058,82.988,-0.586
'[14:17:56.036 18/05/1995]',-0.019,-0.122,-0.067,82.988,-0.586
'[14:17:56.038 18/05/1995]',0.002,-0.113,-0.058,82.988,-0.586
'[14:17:56.040 18/05/1995]',0.002,-0.104,-0.058,80.133,-0.586
'[14:17:56.042 18/05/1995]',0.002,-0.095,-0.058,80.133,-0.586
'[14:17:56.044 18/05/1995]',0.002,-0.087,-0.058,80.133,-0.586
'[14:17:56.046 18/05/1995]',0.002,-0.087,-0.048,80.133,-0.586
'[14:17:56.048 18/05/1995]',0.002,-0.087,-0.048,77.179,-0.586
'[14:17:56.050 18/05/1995]',-0.019,-0.087,-0.038,77.179,-0.586
'[14:17:56.052 18/05/1995]',0.002,-0.069,-0.038,77.179,-0.586
'[14:17:56.054 18/05/1995]',0.002,-0.069,-0.038,77.179,-0.586
'[14:17:56.056 18/05/1995]',0.002,-0.069,-0.038,74.424,-0.585
'[14:17:56.058 18/05/1995]',0.002,-0.052,-0.038,74.424,-0.585
'[14:17:56.060 18/05/1995]',0.002,-0.052,-0.038,74.424,-0.585
'[14:17:56.062 18/05/1995]',0.002,-0.043,-0.028,74.424,-0.585
'[14:17:56.064 18/05/1995]',0.002,-0.043,-0.028,71.920,-0.583
'[14:17:56.066 18/05/1995]',0.002,-0.043,-0.019,71.920,-0.583
'[14:17:56.068 18/05/1995]',0.002,-0.043,-0.019,71.920,-0.583
'[14:17:56.070 18/05/1995]',0.002,-0.034,-0.019,71.920,-0.583
'[14:17:56.072 18/05/1995]',0.002,-0.025,-0.019,69.816,-0.580
'[14:17:56.074 18/05/1995]',0.021,-0.017,-0.019,69.816,-0.580
'[14:17:56.076 18/05/1995]',0.021,-0.008,-0.019,69.816,-0.580
'[14:17:56.078 18/05/1995]',0.021,-0.008,-0.019,69.816,-0.580
'[14:17:56.080 18/05/1995]',0.021,-0.008,0.001,67.963,-0.575
'[14:17:56.082 18/05/1995]',0.021,-0.008,0.001,67.963,-0.575
'[14:17:56.084 18/05/1995]',0.002,-0.008,0.001,67.963,-0.575
'[14:17:56.086 18/05/1995]',0.021,-0.008,0.001,67.963,-0.575
'[14:17:56.088 18/05/1995]',0.002,0.001,-0.009,66.461,-0.569
'[14:17:56.090 18/05/1995]',0.021,0.001,0.001,66.461,-0.569
'[14:17:56.092 18/05/1995]',0.021,0.001,-0.009,66.461,-0.569
'[14:17:56.094 18/05/1995]',0.021,0.001,0.001,66.461,-0.569
'[14:17:56.096 18/05/1995]',0.021,0.001,0.001,65.209,-0.560
'[14:17:56.098 18/05/1995]',0.002,0.001,0.001,65.209,-0.560
'[14:17:56.100 18/05/1995]',0.002,0.001,0.001,65.209,-0.560
'[14:17:56.102 18/05/1995]',0.002,0.001,0.001,65.209,-0.560
'[14:17:56.104 18/05/1995]',0.021,0.001,0.001,64.307,-0.549
'[14:17:56.106 18/05/1995]',0.021,0.001,0.001,64.307,-0.549
'[14:17:56.108 18/05/1995]',0.021,0.009,0.001,64.307,-0.549
'[14:17:56.110 18/05/1995]',0.021,0.009,0.001,64.307,-0.549
'[14:17:56.112 18/05/1995]',0.021,0.001,0.001,63.506,-0.537
'[14:17:56.114 18/05/1995]',0.021,0.001,0.001,63.506,-0.537
'[14:17:56.116 18/05/1995]',0.002,0.001,0.001,63.506,-0.537
'[14:17:56.118 18/05/1995]',0.002,0.009,0.001,63.506,-0.537
'[14:17:56.120 18/05/1995]',0.002,0.001,0.001,62.955,-0.524
'[14:17:56.122 18/05/1995]',0.021,0.009,0.001,62.955,-0.524
'[14:17:56.124 18/05/1995]',0.021,0.009,0.001,62.955,-0.524
'[14:17:56.126 18/05/1995]',0.021,0.018,0.001,62.955,-0.524
'[14:17:56.128 18/05/1995]',0.021,0.018,0.001,62.454,-0.509
'[14:17:56.130 18/05/1995]',0.021,0.009,0.001,62.454,-0.509
'[14:17:56.132 18/05/1995]',0.021,0.009,0.001,62.454,-0.509
'[14:17:56.134 18/05/1995]',0.021,0.009,0.001,62.454,-0.509
'[14:17:56.136 18/05/1995]',0.021,0.009,0.001,62.053,-0.493
'[14:17:56.138 18/05/1995]',0.021,0.027,0.001,62.053,-0.493
'[14:17:56.140 18/05/1995]',0.021,0.018,0.001,62.053,-0.493
'[14:17:56.142 18/05/1995]',0.042,0.018,0.001,62.053,-0.493
'[14:17:56.144 18/05/1995]',0.042,0.018,0.001,61.603,-0.476
'[14:17:56.146 18/05/1995]',0.042,0.018,0.001,61.603,-0.476
'[14:17:56.148 18/05/1995]',0.021,0.027,0.010,61.603,-0.476
'[14:17:56.150 18/05/1995]',0.021,0.018,0.010,61.603,-0.476
'[14:17:56.152 18/05/1995]',0.021,0.018,0.001,61.252,-0.459
'[14:17:56.154 18/05/1995]',0.042,0.027,0.001,61.252,-0.459
'[14:17:56.156 18/05/1995]',0.042,0.035,0.001,61.252,-0.459
'[14:17:56.158 18/05/1995]',0.042,0.044,0.001,61.252,-0.459
'[14:17:56.160 18/05/1995]',0.042,0.035,0.010,60.901,-0.441
'[14:17:56.162 18/05/1995]',0.021,0.027,0.001,60.901,-0.441
'[14:17:56.164 18/05/1995]',0.021,0.018,0.010,60.901,-0.441
'[14:17:56.166 18/05/1995]',0.021,0.018,0.010,60.901,-0.441
'[14:17:56.168 18/05/1995]',0.021,0.018,0.010,60.601,-0.422
'[14:17:56.170 18/05/1995]',0.042,0.018,0.001,60.601,-0.422
'[14:17:56.172 18/05/1995]',0.042,0.018,0.001,60.601,-0.422
'[14:17:56.174 18/05/1995]',0.062,0.027,0.001,60.601,-0.422
'[14:17:56.176 18/05/1995]',0.042,0.027,0.001,60.300,-0.404
'[14:17:56.178 18/05/1995]',0.042,0.027,0.001,60.300,-0.404
'[14:17:56.180 18/05/1995]',0.042,0.027,0.001,60.300,-0.404
'[14:17:56.182 18/05/1995]',0.042,0.027,0.001,60.300,-0.404
'[14:17:56.184 18/05/1995]',0.042,0.027,0.001,60.050,-0.384
'[14:17:56.186 18/05/1995]',0.042,0.027,0.001,60.050,-0.384
'[14:17:56.188 18/05/1995]',0.042,0.035,0.001,60.050,-0.384
'[14:17:56.190 18/05/1995]',0.042,0.035,0.001,60.050,-0.384
'[14:17:56.192 18/05/1995]',0.042,0.035,0.001,59.800,-0.362
'[14:17:56.194 18/05/1995]',0.062,0.035,0.001,59.800,-0.362
'[14:17:56.196 18/05/1995]',0.042,0.035,0.001,59.800,-0.362
'[14:17:56.198 18/05/1995]',0.042,0.027,0.001,59.800,-0.362
'[14:17:56.200 18/05/1995]',0.042,0.027,0.001,59.649,-0.340
'[14:17:56.202 18/05/1995]',0.042,0.035,0.001,59.649,-0.340
'[14:17:56.204 18/05/1995]',0.042,0.035,0.001,59.649,-0.340
'[14:17:56.206 18/05/1995]',0.062,0.035,0.001,59.649,-0.340
'[14:17:56.208 18/05/1995]',0.083,0.035,0.001,59.449,-0.317
'[14:17:56.210 18/05/1995]',0.083,0.027,0.001,59.449,-0.317
'[14:17:56.212 18/05/1995]',0.083,0.035,0.001,59.449,-0.317
'[14:17:56.214 18/05/1995]',0.083,0.027,0.001,59.449,-0.317
'[14:17:56.216 18/05/1995]',0.062,0.027,0.001,59.299,-0.292
'[14:17:56.218 18/05/1995]',0.062,0.027,0.001,59.299,-0.292
'[14:17:56.220 18/05/1995]',0.083,0.035,0.001,59.299,-0.292
'[14:17:56.222 18/05/1995]',0.083,0.035,0.001,59.299,-0.292
'[14:17:56.224 18/05/1995]',0.083,0.035,0.001,59.098,-0.269
'[14:17:56.226 18/05/1995]',0.103,0.044,0.001,59.098,-0.269
'[14:17:56.228 18/05/1995]',0.103,0.027,0.001,59.098,-0.269
'[14:17:56.230 18/05/1995]',0.103,0.027,0.001,59.098,-0.269
'[14:17:56.232 18/05/1995]',0.083,0.027,0.001,58.948,-0.244
'[14:17:56.234 18/05/1995]',0.083,0.018,0.001,58.948,-0.244
'[14:17:56.236 18/05/1995]',0.062,0.018,0.001,58.948,-0.244
'[14:17:56.238 18/05/1995]',0.062,0.018,0.001,58.948,-0.244
'[14:17:56.240 18/05/1995]',0.083,0.018,0.001,58.848,-0.220
'[14:17:56.242 18/05/1995]',0.083,0.018,0.001,58.848,-0.220
'[14:17:56.244 18/05/1995]',0.083,0.018,0.001,58.848,-0.220
'[14:17:56.246 18/05/1995]',0.083,0.018,0.001,58.848,-0.220
'[14:17:56.248 18/05/1995]',0.083,0.018,0.001,58.698,-0.196
'[14:17:56.250 18/05/1995]',0.083,0.027,0.001,58.698,-0.196
'[14:17:56.252 18/05/1995]',0.083,0.018,0.001,58.698,-0.196
'[14:17:56.254 18/05/1995]',0.083,0.018,0.001,58.698,-0.196
'[14:17:56.256 18/05/1995]',0.103,0.027,0.001,58.648,-0.171
'[14:17:56.258 18/05/1995]',0.103,0.027,0.001,58.648,-0.171
'[14:17:56.260 18/05/1995]',0.103,0.027,0.001,58.648,-0.171
'[14:17:56.262 18/05/1995]',0.103,0.027,0.001,58.648,-0.171
'[14:17:56.264 18/05/1995]',0.103,0.018,0.001,58.447,-0.146
'[14:17:56.266 18/05/1995]',0.083,0.001,0.001,58.447,-0.146
'[14:17:56.268 18/05/1995]',0.083,0.018,0.001,58.447,-0.146
'[14:17:56.270 18/05/1995]',0.083,0.009,0.001,58.447,-0.146
'[14:17:56.272 18/05/1995]',0.083,0.018,0.001,58.347,-0.121
'[14:17:56.274 18/05/1995]',0.083,0.027,-0.009,58.347,-0.121
'[14:17:56.276 18/05/1995]',0.103,0.027,0.001,58.347,-0.121
'[14:17:56.278 18/05/1995]',0.103,0.027,0.001,58.347,-0.121
'[14:17:56.280 18/05/1995]',0.083,0.027,0.001,58.097,-0.097
'[14:17:56.282 18/05/1995]',0.083,0.018,0.001,58.097,-0.097
'[14:17:56.284 18/05/1995]',0.062,0.018,0.001,58.097,-0.097
'[14:17:56.286 18/05/1995]',0.062,0.018,0.001,58.097,-0.097
'[14:17:56.288 18/05/1995]',0.083,0.018,0.001,57.946,-0.073
'[14:17:56.290 18/05/1995]',0.083,0.018,0.001,57.946,-0.073
'[14:17:56.292 18/05/1995]',0.103,0.018,0.001,57.946,-0.073
'[14:17:56.294 18/05/1995]',0.103,0.018,0.001,57.946,-0.073
'[14:17:56.296 18/05/1995]',0.103,0.009,0.001,57.646,-0.051
'[14:17:56.298 18/05/1995]',0.083,0.009,0.001,57.646,-0.051
'[14:17:56.300 18/05/1995]',0.062,0.001,0.001,57.646,-0.051
'[14:17:56.302 18/05/1995]',0.062,0.001,0.001,57.646,-0.051
'[14:17:56.304 18/05/1995]',0.062,0.009,0.001,57.345,-0.028
'[14:17:56.306 18/05/1995]',0.062,0.009,0.001,57.345,-0.028
'[14:17:56.308 18/05/1995]',0.062,0.009,0.001,57.345,-0.028
'[14:17:56.310 18/05/1995]',0.062,0.018,0.001,57.345,-0.028
'[14:17:56.312 18/05/1995]',0.062,0.009,0.001,57.045,-0.006
'[14:17:56.314 18/05/1995]',0.062,0.009,0.001,57.045,-0.006
'[14:17:56.316 18/05/1995]',0.042,0.001,0.001,57.045,-0.006
'[14:17:56.318 18/05/1995]',0.042,0.001,0.001,57.045,-0.006
'[14:17:56.320 18/05/1995]',0.062,0.009,0.001,56.795,0.013
'[14:17:56.322 18/05/1995]',0.062,0.009,0.001,56.795,0.013
'[14:17:56.324 18/05/1995]',0.083,0.009,0.001,56.795,0.013
'[14:17:56.326 18/05/1995]',0.083,0.009,0.001,56.795,0.013
'[14:17:56.328 18/05/1995]',0.062,0.009,0.001,56.394,0.030
'[14:17:56.330 18/05/1995]',0.062,0.001,0.001,56.394,0.030
'[14:17:56.332 18/05/1995]',0.062,0.001,0.001,56.394,0.030
'[14:17:56.334 18/05/1995]',0.062,0.001,0.001,56.394,0.030
'[14:17:56.336 18/05/1995]',0.062,0.001,0.001,56.143,0.046
'[14:17:56.338 18/05/1995]',0.083,0.009,0.001,56.143,0.046
'[14:17:56.340 18/05/1995]',0.083,0.009,-0.009,56.143,0.046
'[14:17:56.342 18/05/1995]',0.083,0.018,0.001,56.143,0.046
'[14:17:56.344 18/05/1995]',0.062,0.009,0.001,55.843,0.060
'[14:17:56.346 18/05/1995]',0.042,0.001,0.001,55.843,0.060
'[14:17:56.348 18/05/1995]',0.042,0.001,0.001,55.843,0.060
'[14:17:56.350 18/05/1995]',0.021,-0.017,-0.009,55.843,0.060
'[14:17:56.352 18/05/1995]',0.002,-0.025,-0.019,55.542,0.074
'[14:17:56.354 18/05/1995]',0.002,-0.052,-0.038,55.542,0.074
'[14:17:56.356 18/05/1995]',0.002,-0.078,-0.058,55.542,0.074
'[14:17:56.358 18/05/1995]',0.002,-0.095,-0.067,55.542,0.074
'[14:17:56.360 18/05/1995]',-0.019,-0.087,-0.067,55.192,0.086
'[14:17:56.362 18/05/1995]',-0.039,-0.104,-0.067,55.192,0.086
'[14:17:56.364 18/05/1995]',-0.080,-0.113,-0.058,55.192,0.086
'[14:17:56.366 18/05/1995]',-0.100,-0.122,-0.048,55.192,0.086
'[14:17:56.368 18/05/1995]',-0.141,-0.130,-0.058,54.891,0.099
'[14:17:56.370 18/05/1995]',-0.203,-0.139,-0.058,54.891,0.099
'[14:17:56.372 18/05/1995]',-0.223,-0.148,-0.067,54.891,0.099
'[14:17:56.374 18/05/1995]',-0.264,-0.165,-0.077,54.891,0.099
'[14:17:56.376 18/05/1995]',-0.285,-0.200,-0.077,54.591,0.110
'[14:17:56.378 18/05/1995]',-0.325,-0.226,-0.087,54.591,0.110
'[14:17:56.380 18/05/1995]',-0.345,-0.261,-0.097,54.591,0.110
'[14:17:56.382 18/05/1995]',-0.366,-0.278,-0.116,54.591,0.110
'[14:17:56.384 18/05/1995]',-0.366,-0.296,-0.126,54.340,0.120
'[14:17:56.386 18/05/1995]',-0.366,-0.313,-0.126,54.340,0.120
'[14:17:56.388 18/05/1995]',-0.366,-0.331,-0.136,54.340,0.120
'[14:17:56.390 18/05/1995]',-0.366,-0.331,-0.136,54.340,0.120
'[14:17:56.392 18/05/1995]',-0.386,-0.348,-0.136,54.090,0.130
'[14:17:56.394 18/05/1995]',-0.407,-0.348,-0.126,54.090,0.130
'[14:17:56.396 18/05/1995]',-0.427,-0.357,-0.107,54.090,0.130
'[14:17:56.398 18/05/1995]',-0.447,-0.348,-0.087,54.090,0.130
'[14:17:56.400 18/05/1995]',-0.468,-0.348,-0.077,53.840,0.139
