'Time and date','MCL1 ','II ','V ','ABP ','PLETH '
'[13:41:09.706 12/05/1995]',-0.023,0.001,-0.023,85.127,-
'[13:41:09.708 12/05/1995]',-0.023,0.001,-0.023,85.127,-
'[13:41:09.710 12/05/1995]',-0.023,0.001,-0.023,85.127,-
'[13:41:09.712 12/05/1995]',-0.011,0.001,-0.023,84.527,-
'[13:41:09.714 12/05/1995]',-0.011,0.001,-0.023,84.527,-
'[13:41:09.716 12/05/1995]',-0.023,0.001,-0.023,84.527,-
'[13:41:09.718 12/05/1995]',-0.023,0.001,-0.023,84.527,-
'[13:41:09.720 12/05/1995]',-0.023,-0.015,-0.011,84.077,-
'[13:41:09.722 12/05/1995]',-0.023,0.001,-0.011,84.077,-
'[13:41:09.724 12/05/1995]',-0.023,0.001,-0.023,84.077,-
'[13:41:09.726 12/05/1995]',-0.023,-0.015,-0.023,84.077,-
'[13:41:09.728 12/05/1995]',-0.023,0.001,-0.023,83.477,-
'[13:41:09.730 12/05/1995]',-0.011,0.001,-0.023,83.477,-
'[13:41:09.732 12/05/1995]',-0.023,0.001,-0.023,83.477,-
'[13:41:09.734 12/05/1995]',-0.023,0.001,-0.023,83.477,-
'[13:41:09.736 12/05/1995]',-0.023,0.001,-0.011,82.952,-
'[13:41:09.738 12/05/1995]',-0.011,0.001,-0.011,82.952,-
'[13:41:09.740 12/05/1995]',-0.011,0.001,-0.011,82.952,-
'[13:41:09.742 12/05/1995]',-0.011,0.001,-0.023,82.952,-
'[13:41:09.744 12/05/1995]',-0.011,0.001,-0.023,82.352,-
'[13:41:09.746 12/05/1995]',-0.011,0.001,-0.023,82.352,-
'[13:41:09.748 12/05/1995]',-0.023,0.001,-0.023,82.352,-
'[13:41:09.750 12/05/1995]',-0.023,0.001,-0.023,82.352,-
'[13:41:09.752 12/05/1995]',-0.023,0.001,-0.011,81.677,-
'[13:41:09.754 12/05/1995]',-0.023,0.001,-0.011,81.677,-
'[13:41:09.756 12/05/1995]',-0.023,0.001,-0.023,81.677,-
'[13:41:09.758 12/05/1995]',-0.023,0.001,-0.023,81.677,-
'[13:41:09.760 12/05/1995]',-0.023,0.001,-0.023,81.002,-
'[13:41:09.762 12/05/1995]',-0.023,0.001,-0.023,81.002,-
'[13:41:09.764 12/05/1995]',-0.011,0.001,-0.011,81.002,-
'[13:41:09.766 12/05/1995]',-0.023,0.001,-0.011,81.002,-
'[13:41:09.768 12/05/1995]',-0.011,0.001,-0.011,80.327,-
'[13:41:09.770 12/05/1995]',-0.011,0.001,-0.011,80.327,-
'[13:41:09.772 12/05/1995]',-0.011,0.001,-0.011,80.327,-
'[13:41:09.774 12/05/1995]',-0.011,0.001,-0.011,80.327,-
'[13:41:09.776 12/05/1995]',-0.011,0.001,-0.011,79.577,-
'[13:41:09.778 12/05/1995]',-0.011,0.001,-0.023,79.577,-
'[13:41:09.780 12/05/1995]',-0.011,0.001,-0.011,79.577,-
'[13:41:09.782 12/05/1995]',-0.011,0.001,-0.011,79.577,-
'[13:41:09.784 12/05/1995]',-0.023,-0.015,-0.011,78.827,-
'[13:41:09.786 12/05/1995]',-0.023,-0.015,-0.011,78.827,-
'[13:41:09.788 12/05/1995]',-0.011,0.001,-0.011,78.827,-
'[13:41:09.790 12/05/1995]',-0.023,-0.015,-0.011,78.827,-
'[13:41:09.792 12/05/1995]',-0.023,0.001,-0.011,78.077,-
'[13:41:09.794 12/05/1995]',-0.023,0.001,-0.011,78.077,-
'[13:41:09.796 12/05/1995]',-0.011,0.001,-0.011,78.077,-
'[13:41:09.798 12/05/1995]',-0.011,0.001,-0.011,78.077,-
'[13:41:09.800 12/05/1995]',-0.011,0.001,-0.011,77.327,-
'[13:41:09.802 12/05/1995]',-0.011,0.001,-0.005,77.327,-
'[13:41:09.804 12/05/1995]',-0.023,0.001,-0.011,77.327,-
'[13:41:09.806 12/05/1995]',-0.011,0.001,-0.005,77.327,-
'[13:41:09.808 12/05/1995]',-0.023,0.001,-0.005,76.652,-
'[13:41:09.810 12/05/1995]',-0.023,0.001,-0.011,76.652,-
'[13:41:09.812 12/05/1995]',-0.023,0.001,-0.011,76.652,-
'[13:41:09.814 12/05/1995]',-0.023,0.001,-0.011,76.652,-
'[13:41:09.816 12/05/1995]',-0.011,0.001,-0.011,75.902,-
'[13:41:09.818 12/05/1995]',-0.011,0.001,-0.011,75.902,-
'[13:41:09.820 12/05/1995]',-0.011,0.001,-0.005,75.902,-
'[13:41:09.822 12/05/1995]',-0.023,0.001,-0.005,75.902,-
'[13:41:09.824 12/05/1995]',-0.005,0.001,-0.011,75.227,-
'[13:41:09.826 12/05/1995]',-0.005,0.001,-0.011,75.227,-
'[13:41:09.828 12/05/1995]',-0.005,0.001,-0.011,75.227,-
'[13:41:09.830 12/05/1995]',-0.005,0.001,-0.011,75.227,-
'[13:41:09.832 12/05/1995]',-0.011,-0.015,-0.011,74.627,-
'[13:41:09.834 12/05/1995]',-0.011,-0.015,-0.011,74.627,-
'[13:41:09.836 12/05/1995]',-0.011,-0.015,-0.011,74.627,-
'[13:41:09.838 12/05/1995]',-0.011,-0.015,-0.011,74.627,-
'[13:41:09.840 12/05/1995]',-0.011,0.001,-0.011,74.027,-
'[13:41:09.842 12/05/1995]',-0.011,0.001,-0.011,74.027,-
'[13:41:09.844 12/05/1995]',-0.023,0.017,-0.023,74.027,-
'[13:41:09.846 12/05/1995]',-0.023,0.034,-0.023,74.027,-
'[13:41:09.848 12/05/1995]',-0.023,0.034,-0.023,73.427,-
'[13:41:09.850 12/05/1995]',-0.023,0.050,-0.023,73.427,-
'[13:41:09.852 12/05/1995]',-0.023,0.050,-0.023,73.427,-
'[13:41:09.854 12/05/1995]',-0.023,0.034,-0.011,73.427,-
'[13:41:09.856 12/05/1995]',-0.011,0.034,-0.005,72.827,-
'[13:41:09.858 12/05/1995]',-0.011,0.034,-0.005,72.827,-
'[13:41:09.860 12/05/1995]',-0.011,0.034,-0.011,72.827,-
'[13:41:09.862 12/05/1995]',-0.011,0.034,-0.005,72.827,-
'[13:41:09.864 12/05/1995]',-0.023,0.017,-0.005,72.227,-
'[13:41:09.866 12/05/1995]',-0.023,0.017,-0.005,72.227,-
'[13:41:09.868 12/05/1995]',-0.023,0.017,-0.005,72.227,-
'[13:41:09.870 12/05/1995]',-0.029,0.017,-0.011,72.227,-
'[13:41:09.872 12/05/1995]',-0.035,0.017,-0.011,71.777,-
'[13:41:09.874 12/05/1995]',-0.047,0.017,-0.029,71.777,-
'[13:41:09.876 12/05/1995]',-0.053,0.017,-0.029,71.777,-
'[13:41:09.878 12/05/1995]',-0.053,0.017,-0.035,71.777,-
'[13:41:09.880 12/05/1995]',-0.053,0.017,-0.035,71.177,-
'[13:41:09.882 12/05/1995]',-0.053,0.001,-0.035,71.177,-
'[13:41:09.884 12/05/1995]',-0.065,0.001,-0.035,71.177,-
'[13:41:09.886 12/05/1995]',-0.065,0.001,-0.046,71.177,-
'[13:41:09.888 12/05/1995]',-0.065,0.001,-0.035,70.727,-
'[13:41:09.890 12/05/1995]',-0.065,0.001,-0.035,70.727,-
'[13:41:09.892 12/05/1995]',-0.065,0.001,-0.035,70.727,-
'[13:41:09.894 12/05/1995]',-0.065,0.017,-0.035,70.727,-
'[13:41:09.896 12/05/1995]',-0.065,0.017,-0.035,70.277,-
'[13:41:09.898 12/05/1995]',-0.053,0.017,-0.035,70.277,-
'[13:41:09.900 12/05/1995]',-0.053,0.034,-0.035,70.277,-
'[13:41:09.902 12/05/1995]',-0.053,0.017,-0.046,70.277,-
'[13:41:09.904 12/05/1995]',-0.053,0.017,-0.035,69.827,-
'[13:41:09.906 12/05/1995]',-0.047,0.034,-0.035,69.827,-
'[13:41:09.908 12/05/1995]',-0.053,0.034,-0.035,69.827,-
'[13:41:09.910 12/05/1995]',-0.047,0.034,-0.035,69.827,-
'[13:41:09.912 12/05/1995]',-0.047,0.034,-0.035,69.527,-
'[13:41:09.914 12/05/1995]',-0.029,0.034,-0.029,69.527,-
'[13:41:09.916 12/05/1995]',-0.023,0.017,-0.029,69.527,-
'[13:41:09.918 12/05/1995]',-0.023,0.017,-0.023,69.527,-
'[13:41:09.920 12/05/1995]',-0.005,0.017,-0.011,69.152,-
'[13:41:09.922 12/05/1995]',-0.005,0.001,-0.011,69.152,-
'[13:41:09.924 12/05/1995]',0.001,0.001,-0.005,69.152,-
'[13:41:09.926 12/05/1995]',0.006,-0.015,0.001,69.152,-
'[13:41:09.928 12/05/1995]',0.001,-0.015,0.001,68.852,-
'[13:41:09.930 12/05/1995]',0.006,-0.015,0.001,68.852,-
'[13:41:09.932 12/05/1995]',0.006,-0.015,0.001,68.852,-
'[13:41:09.934 12/05/1995]',0.006,-0.031,0.006,68.852,-
'[13:41:09.936 12/05/1995]',0.006,-0.031,0.006,68.477,-
'[13:41:09.938 12/05/1995]',0.006,-0.031,0.006,68.477,-
'[13:41:09.940 12/05/1995]',0.006,-0.031,0.006,68.477,-
'[13:41:09.942 12/05/1995]',0.006,-0.031,0.006,68.477,-
'[13:41:09.944 12/05/1995]',0.001,-0.031,0.001,68.177,-
'[13:41:09.946 12/05/1995]',0.006,-0.031,0.001,68.177,-
'[13:41:09.948 12/05/1995]',0.006,-0.031,0.001,68.177,-
'[13:41:09.950 12/05/1995]',0.006,-0.031,0.006,68.177,-
'[13:41:09.952 12/05/1995]',0.006,-0.031,0.006,67.877,-
'[13:41:09.954 12/05/1995]',0.006,-0.031,0.006,67.877,-
'[13:41:09.956 12/05/1995]',0.006,-0.031,0.006,67.877,-
'[13:41:09.958 12/05/1995]',0.006,-0.031,0.001,67.877,-
'[13:41:09.960 12/05/1995]',0.001,-0.031,0.001,67.577,-
'[13:41:09.962 12/05/1995]',0.006,-0.015,0.001,67.577,-
'[13:41:09.964 12/05/1995]',0.006,-0.015,0.001,67.577,-
'[13:41:09.966 12/05/1995]',0.006,-0.015,0.001,67.577,-
'[13:41:09.968 12/05/1995]',0.006,-0.015,0.001,67.277,-
'[13:41:09.970 12/05/1995]',0.006,-0.031,0.001,67.277,-
'[13:41:09.972 12/05/1995]',0.006,-0.031,0.006,67.277,-
'[13:41:09.974 12/05/1995]',0.001,-0.031,0.006,67.277,-
'[13:41:09.976 12/05/1995]',0.006,-0.031,0.006,66.977,-
'[13:41:09.978 12/05/1995]',0.006,-0.015,0.001,66.977,-
'[13:41:09.980 12/05/1995]',0.006,-0.015,0.006,66.977,-
'[13:41:09.982 12/05/1995]',0.006,-0.031,0.006,66.977,-
'[13:41:09.984 12/05/1995]',0.012,-0.031,0.012,66.677,-
'[13:41:09.986 12/05/1995]',0.024,-0.031,0.024,66.677,-
'[13:41:09.988 12/05/1995]',0.054,-0.031,0.047,66.677,-
'[13:41:09.990 12/05/1995]',0.077,-0.031,0.071,66.677,-
'[13:41:09.992 12/05/1995]',0.119,-0.031,0.100,66.377,-
'[13:41:09.994 12/05/1995]',0.160,-0.048,0.135,66.377,-
'[13:41:09.996 12/05/1995]',0.208,-0.048,0.182,66.377,-
'[13:41:09.998 12/05/1995]',0.267,-0.064,0.229,66.377,-
'[13:41:10.000 12/05/1995]',0.308,-0.048,0.263,66.077,-
'[13:41:10.002 12/05/1995]',0.326,-0.031,0.281,66.077,-
'[13:41:10.004 12/05/1995]',0.332,0.001,0.281,66.077,-
'[13:41:10.006 12/05/1995]',0.332,0.034,0.269,66.077,-
'[13:41:10.008 12/05/1995]',0.332,0.083,0.258,65.777,-
'[13:41:10.010 12/05/1995]',0.314,0.148,0.217,65.777,-
'[13:41:10.012 12/05/1995]',0.273,0.230,0.164,65.777,-
'[13:41:10.014 12/05/1995]',0.231,0.295,0.100,65.777,-
'[13:41:10.016 12/05/1995]',0.196,0.361,0.053,65.477,-
'[13:41:10.018 12/05/1995]',0.166,0.344,0.024,65.477,-
'[13:41:10.020 12/05/1995]',0.178,0.295,0.012,65.477,-
'[13:41:10.022 12/05/1995]',0.178,0.181,0.035,65.477,-
'[13:41:10.024 12/05/1995]',0.184,0.001,0.071,65.177,-
'[13:41:10.026 12/05/1995]',0.196,-0.179,0.117,65.177,-
'[13:41:10.028 12/05/1995]',0.202,-0.342,0.158,65.177,-
'[13:41:10.030 12/05/1995]',0.202,-0.472,0.182,65.177,-
'[13:41:10.032 12/05/1995]',0.178,-0.538,0.182,64.877,-
'[13:41:10.034 12/05/1995]',0.143,-0.587,0.164,64.877,-
'[13:41:10.036 12/05/1995]',0.095,-0.620,0.135,64.877,-
'[13:41:10.038 12/05/1995]',0.072,-0.620,0.117,64.877,-
'[13:41:10.040 12/05/1995]',0.036,-0.587,0.094,64.577,-
'[13:41:10.042 12/05/1995]',0.030,-0.538,0.077,64.577,-
'[13:41:10.044 12/05/1995]',0.012,-0.472,0.065,64.577,-
'[13:41:10.046 12/05/1995]',0.012,-0.408,0.053,64.577,-
'[13:41:10.048 12/05/1995]',0.001,-0.342,0.035,64.202,-
'[13:41:10.050 12/05/1995]',-0.011,-0.276,0.012,64.202,-
'[13:41:10.052 12/05/1995]',-0.035,-0.195,-0.005,64.202,-
'[13:41:10.054 12/05/1995]',-0.047,-0.146,-0.023,64.202,-
'[13:41:10.056 12/05/1995]',-0.047,-0.080,-0.029,63.902,-
'[13:41:10.058 12/05/1995]',-0.047,-0.048,-0.029,63.902,-
'[13:41:10.060 12/05/1995]',-0.047,-0.031,-0.029,63.902,-
'[13:41:10.062 12/05/1995]',-0.035,-0.015,-0.029,63.902,-
'[13:41:10.064 12/05/1995]',-0.035,-0.015,-0.029,63.602,-
'[13:41:10.066 12/05/1995]',-0.035,-0.031,-0.023,63.602,-
'[13:41:10.068 12/05/1995]',-0.029,-0.031,-0.011,63.602,-
'[13:41:10.070 12/05/1995]',-0.029,-0.031,-0.011,63.602,-
'[13:41:10.072 12/05/1995]',-0.029,-0.031,-0.011,63.302,-
'[13:41:10.074 12/05/1995]',-0.029,-0.015,-0.011,63.302,-
'[13:41:10.076 12/05/1995]',-0.029,-0.031,-0.023,63.302,-
'[13:41:10.078 12/05/1995]',-0.029,-0.015,-0.011,63.302,-
'[13:41:10.080 12/05/1995]',-0.029,-0.015,-0.011,62.927,-
'[13:41:10.082 12/05/1995]',-0.035,-0.031,-0.011,62.927,-
'[13:41:10.084 12/05/1995]',-0.029,-0.015,-0.011,62.927,-
'[13:41:10.086 12/05/1995]',-0.029,-0.015,-0.011,62.927,-
'[13:41:10.088 12/05/1995]',-0.029,-0.015,-0.011,62.627,-
'[13:41:10.090 12/05/1995]',-0.029,-0.015,-0.011,62.627,-
'[13:41:10.092 12/05/1995]',-0.029,-0.015,-0.011,62.627,-
'[13:41:10.094 12/05/1995]',-0.029,-0.015,-0.011,62.627,-
'[13:41:10.096 12/05/1995]',-0.029,-0.015,-0.011,62.327,-
'[13:41:10.098 12/05/1995]',-0.029,0.001,-0.023,62.327,-
'[13:41:10.100 12/05/1995]',-0.029,0.001,-0.023,62.327,-
'[13:41:10.102 12/05/1995]',-0.029,0.001,-0.011,62.327,-
'[13:41:10.104 12/05/1995]',-0.029,0.001,-0.023,62.177,-
'[13:41:10.106 12/05/1995]',-0.029,0.001,-0.011,62.177,-
'[13:41:10.108 12/05/1995]',-0.029,0.001,-0.023,62.177,-
'[13:41:10.110 12/05/1995]',-0.029,0.001,-0.023,62.177,-
'[13:41:10.112 12/05/1995]',-0.029,0.001,-0.023,61.877,-
'[13:41:10.114 12/05/1995]',-0.029,0.001,-0.023,61.877,-
'[13:41:10.116 12/05/1995]',-0.023,0.001,-0.023,61.877,-
'[13:41:10.118 12/05/1995]',-0.029,0.001,-0.023,61.877,-
'[13:41:10.120 12/05/1995]',-0.023,0.001,-0.023,61.652,-
'[13:41:10.122 12/05/1995]',-0.023,0.001,-0.011,61.652,-
'[13:41:10.124 12/05/1995]',-0.023,0.001,-0.023,61.652,-
'[13:41:10.126 12/05/1995]',-0.023,0.001,-0.023,61.652,-
'[13:41:10.128 12/05/1995]',-0.023,0.017,-0.029,61.427,-
'[13:41:10.130 12/05/1995]',-0.023,0.017,-0.023,61.427,-
'[13:41:10.132 12/05/1995]',-0.029,0.017,-0.023,61.427,-
'[13:41:10.134 12/05/1995]',-0.029,0.017,-0.029,61.427,-
'[13:41:10.136 12/05/1995]',-0.029,0.001,-0.023,61.202,-
'[13:41:10.138 12/05/1995]',-0.029,0.017,-0.023,61.202,-
'[13:41:10.140 12/05/1995]',-0.029,0.001,-0.023,61.202,-
'[13:41:10.142 12/05/1995]',-0.029,0.001,-0.029,61.202,-
'[13:41:10.144 12/05/1995]',-0.029,0.017,-0.029,60.977,-0.964
'[13:41:10.146 12/05/1995]',-0.029,0.017,-0.035,60.977,-0.964
'[13:41:10.148 12/05/1995]',-0.029,0.017,-0.029,60.977,-0.964
'[13:41:10.150 12/05/1995]',-0.029,0.017,-0.029,60.977,-0.964
'[13:41:10.152 12/05/1995]',-0.035,0.034,-0.029,60.677,-0.887
'[13:41:10.154 12/05/1995]',-0.035,0.034,-0.029,60.677,-0.887
'[13:41:10.156 12/05/1995]',-0.029,0.034,-0.029,60.677,-0.887
'[13:41:10.158 12/05/1995]',-0.029,0.034,-0.029,60.677,-0.887
'[13:41:10.160 12/05/1995]',-0.023,0.034,-0.023,60.452,-0.809
'[13:41:10.162 12/05/1995]',-0.029,0.034,-0.029,60.452,-0.809
'[13:41:10.164 12/05/1995]',-0.029,0.034,-0.029,60.452,-0.809
'[13:41:10.166 12/05/1995]',-0.029,0.034,-0.029,60.452,-0.809
'[13:41:10.168 12/05/1995]',-0.029,0.034,-0.029,60.227,-0.738
'[13:41:10.170 12/05/1995]',-0.029,0.034,-0.029,60.227,-0.738
'[13:41:10.172 12/05/1995]',-0.029,0.034,-0.029,60.227,-0.738
'[13:41:10.174 12/05/1995]',-0.029,0.034,-0.029,60.227,-0.738
'[13:41:10.176 12/05/1995]',-0.029,0.034,-0.023,60.227,-0.660
'[13:41:10.178 12/05/1995]',-0.029,0.034,-0.029,60.227,-0.660
'[13:41:10.180 12/05/1995]',-0.023,0.034,-0.023,60.227,-0.660
'[13:41:10.182 12/05/1995]',-0.023,0.034,-0.023,60.227,-0.660
'[13:41:10.184 12/05/1995]',-0.023,0.050,-0.023,60.527,-0.578
'[13:41:10.186 12/05/1995]',-0.029,0.050,-0.029,60.527,-0.578
'[13:41:10.188 12/05/1995]',-0.023,0.050,-0.029,60.527,-0.578
'[13:41:10.190 12/05/1995]',-0.029,0.050,-0.029,60.527,-0.578
'[13:41:10.192 12/05/1995]',-0.029,0.034,-0.029,61.352,-0.500
'[13:41:10.194 12/05/1995]',-0.023,0.034,-0.029,61.352,-0.500
'[13:41:10.196 12/05/1995]',-0.023,0.034,-0.023,61.352,-0.500
'[13:41:10.198 12/05/1995]',-0.023,0.034,-0.023,61.352,-0.500
'[13:41:10.200 12/05/1995]',-0.023,0.050,-0.023,63.452,-0.412
'[13:41:10.202 12/05/1995]',-0.011,0.034,-0.023,63.452,-0.412
'[13:41:10.204 12/05/1995]',-0.011,0.034,-0.023,63.452,-0.412
'[13:41:10.206 12/05/1995]',-0.011,0.034,-0.011,63.452,-0.412
'[13:41:10.208 12/05/1995]',-0.023,0.017,-0.011,67.652,-0.330
'[13:41:10.210 12/05/1995]',-0.011,0.034,-0.023,67.652,-0.330
'[13:41:10.212 12/05/1995]',-0.011,0.034,-0.011,67.652,-0.330
'[13:41:10.214 12/05/1995]',-0.023,0.017,-0.011,67.652,-0.330
'[13:41:10.216 12/05/1995]',-0.011,0.017,-0.011,74.477,-0.253
'[13:41:10.218 12/05/1995]',-0.011,0.017,-0.005,74.477,-0.253
'[13:41:10.220 12/05/1995]',-0.011,0.017,-0.005,74.477,-0.253
'[13:41:10.222 12/05/1995]',-0.011,0.017,-0.005,74.477,-0.253
'[13:41:10.224 12/05/1995]',-0.011,0.017,-0.005,83.327,-0.180
'[13:41:10.226 12/05/1995]',-0.005,0.017,0.001,83.327,-0.180
'[13:41:10.228 12/05/1995]',-0.005,0.001,0.001,83.327,-0.180
'[13:41:10.230 12/05/1995]',0.001,0.001,-0.005,83.327,-0.180
'[13:41:10.232 12/05/1995]',-0.005,0.017,-0.005,92.552,-0.103
'[13:41:10.234 12/05/1995]',0.001,0.017,0.001,92.552,-0.103
'[13:41:10.236 12/05/1995]',0.001,0.017,0.001,92.552,-0.103
'[13:41:10.238 12/05/1995]',0.001,0.017,0.006,92.552,-0.103
'[13:41:10.240 12/05/1995]',0.001,0.017,0.006,100.728,-0.046
'[13:41:10.242 12/05/1995]',0.001,0.017,0.006,100.728,-0.046
'[13:41:10.244 12/05/1995]',0.006,0.001,0.006,100.728,-0.046
'[13:41:10.246 12/05/1995]',0.012,0.001,0.006,100.728,-0.046
'[13:41:10.248 12/05/1995]',0.006,0.001,0.006,107.628,0.021
'[13:41:10.250 12/05/1995]',0.012,0.001,0.006,107.628,0.021
'[13:41:10.252 12/05/1995]',0.012,0.001,0.012,107.628,0.021
'[13:41:10.254 12/05/1995]',0.012,0.001,0.012,107.628,0.021
'[13:41:10.256 12/05/1995]',0.012,0.017,0.024,113.328,0.062
'[13:41:10.258 12/05/1995]',0.012,0.017,0.012,113.328,0.062
'[13:41:10.260 12/05/1995]',0.012,0.034,0.012,113.328,0.062
'[13:41:10.262 12/05/1995]',0.012,0.034,0.012,113.328,0.062
'[13:41:10.264 12/05/1995]',0.012,0.017,0.012,117.978,0.118
'[13:41:10.266 12/05/1995]',0.012,0.001,0.024,117.978,0.118
'[13:41:10.268 12/05/1995]',0.024,0.001,0.024,117.978,0.118
'[13:41:10.270 12/05/1995]',0.012,0.001,0.024,117.978,0.118
'[13:41:10.272 12/05/1995]',0.024,0.017,0.024,121.428,0.170
'[13:41:10.274 12/05/1995]',0.024,0.001,0.024,121.428,0.170
'[13:41:10.276 12/05/1995]',0.024,0.001,0.030,121.428,0.170
'[13:41:10.278 12/05/1995]',0.024,0.001,0.030,121.428,0.170
'[13:41:10.280 12/05/1995]',0.030,0.001,0.035,123.678,0.222
'[13:41:10.282 12/05/1995]',0.030,-0.015,0.035,123.678,0.222
'[13:41:10.284 12/05/1995]',0.030,-0.015,0.047,123.678,0.222
'[13:41:10.286 12/05/1995]',0.036,-0.031,0.053,123.678,0.222
'[13:41:10.288 12/05/1995]',0.036,-0.031,0.053,125.253,0.283
'[13:41:10.290 12/05/1995]',0.036,-0.031,0.053,125.253,0.283
'[13:41:10.292 12/05/1995]',0.030,-0.031,0.053,125.253,0.283
'[13:41:10.294 12/05/1995]',0.036,-0.031,0.053,125.253,0.283
'[13:41:10.296 12/05/1995]',0.036,-0.031,0.047,126.378,0.361
'[13:41:10.298 12/05/1995]',0.030,-0.015,0.047,126.378,0.361
'[13:41:10.300 12/05/1995]',0.030,-0.015,0.035,126.378,0.361
'[13:41:10.302 12/05/1995]',0.030,-0.015,0.035,126.378,0.361
'[13:41:10.304 12/05/1995]',0.030,-0.015,0.047,127.053,0.439
'[13:41:10.306 12/05/1995]',0.030,-0.015,0.047,127.053,0.439
'[13:41:10.308 12/05/1995]',0.030,-0.015,0.047,127.053,0.439
'[13:41:10.310 12/05/1995]',0.030,-0.015,0.047,127.053,0.439
'[13:41:10.312 12/05/1995]',0.024,-0.015,0.035,127.353,0.515
'[13:41:10.314 12/05/1995]',0.024,0.001,0.035,127.353,0.515
'[13:41:10.316 12/05/1995]',0.030,-0.015,0.035,127.353,0.515
'[13:41:10.318 12/05/1995]',0.030,-0.015,0.047,127.353,0.515
'[13:41:10.320 12/05/1995]',0.030,-0.015,0.047,127.203,0.614
'[13:41:10.322 12/05/1995]',0.030,-0.015,0.035,127.203,0.614
'[13:41:10.324 12/05/1995]',0.030,0.001,0.035,127.203,0.614
'[13:41:10.326 12/05/1995]',0.024,0.001,0.030,127.203,0.614
'[13:41:10.328 12/05/1995]',0.024,0.001,0.030,126.753,0.696
'[13:41:10.330 12/05/1995]',0.012,0.001,0.030,126.753,0.696
'[13:41:10.332 12/05/1995]',0.024,0.001,0.030,126.753,0.696
'[13:41:10.334 12/05/1995]',0.024,-0.015,0.035,126.753,0.696
'[13:41:10.336 12/05/1995]',0.024,-0.031,0.035,126.003,0.789
'[13:41:10.338 12/05/1995]',0.012,-0.015,0.030,126.003,0.789
'[13:41:10.340 12/05/1995]',0.024,-0.015,0.030,126.003,0.789
'[13:41:10.342 12/05/1995]',0.024,0.001,0.030,126.003,0.789
'[13:41:10.344 12/05/1995]',0.024,-0.015,0.030,124.953,0.872
'[13:41:10.346 12/05/1995]',0.024,-0.015,0.030,124.953,0.872
'[13:41:10.348 12/05/1995]',0.024,-0.031,0.030,124.953,0.872
'[13:41:10.350 12/05/1995]',0.012,-0.031,0.030,124.953,0.872
'[13:41:10.352 12/05/1995]',0.012,-0.031,0.030,123.753,0.954
'[13:41:10.354 12/05/1995]',0.012,-0.031,0.030,123.753,0.954
'[13:41:10.356 12/05/1995]',0.012,-0.015,0.030,123.753,0.954
'[13:41:10.358 12/05/1995]',0.024,-0.015,0.024,123.753,0.954
'[13:41:10.360 12/05/1995]',0.012,0.001,0.024,122.253,1.024
'[13:41:10.362 12/05/1995]',0.012,0.001,0.012,122.253,1.024
'[13:41:10.364 12/05/1995]',0.012,0.001,0.012,122.253,1.024
'[13:41:10.366 12/05/1995]',0.006,0.001,0.012,122.253,1.024
'[13:41:10.368 12/05/1995]',0.006,0.001,0.012,120.603,1.024
'[13:41:10.370 12/05/1995]',0.012,-0.015,0.024,120.603,1.024
'[13:41:10.372 12/05/1995]',0.012,-0.015,0.024,120.603,1.024
'[13:41:10.374 12/05/1995]',0.012,-0.015,0.024,120.603,1.024
'[13:41:10.376 12/05/1995]',0.006,-0.015,0.024,118.803,1.024
'[13:41:10.378 12/05/1995]',0.006,-0.031,0.024,118.803,1.024
'[13:41:10.380 12/05/1995]',0.006,-0.031,0.024,118.803,1.024
'[13:41:10.382 12/05/1995]',0.006,-0.031,0.012,118.803,1.024
'[13:41:10.384 12/05/1995]',0.006,-0.031,0.024,116.703,1.024
'[13:41:10.386 12/05/1995]',0.006,-0.031,0.024,116.703,1.024
'[13:41:10.388 12/05/1995]',0.006,-0.031,0.024,116.703,1.024
'[13:41:10.390 12/05/1995]',0.006,-0.015,0.024,116.703,1.024
'[13:41:10.392 12/05/1995]',0.006,-0.031,0.024,114.228,1.024
'[13:41:10.394 12/05/1995]',0.012,-0.015,0.012,114.228,1.024
'[13:41:10.396 12/05/1995]',0.006,-0.015,0.012,114.228,1.024
'[13:41:10.398 12/05/1995]',0.006,-0.015,0.012,114.228,1.024
'[13:41:10.400 12/05/1995]',0.012,-0.015,0.012,111.528,1.024
'[13:41:10.402 12/05/1995]',0.012,-0.031,0.024,111.528,1.024
'[13:41:10.404 12/05/1995]',0.012,-0.031,0.024,111.528,1.024
'[13:41:10.406 12/05/1995]',0.012,-0.031,0.024,111.528,1.024
'[13:41:10.408 12/05/1995]',0.012,-0.031,0.024,108.378,1.024
'[13:41:10.410 12/05/1995]',0.012,-0.031,0.024,108.378,1.024
'[13:41:10.412 12/05/1995]',0.012,-0.015,0.012,108.378,1.024
'[13:41:10.414 12/05/1995]',0.012,-0.015,0.012,108.378,1.024
'[13:41:10.416 12/05/1995]',0.006,-0.015,0.012,104.778,1.024
'[13:41:10.418 12/05/1995]',0.006,-0.015,0.012,104.778,1.024
'[13:41:10.420 12/05/1995]',0.006,-0.015,0.012,104.778,1.024
'[13:41:10.422 12/05/1995]',0.006,-0.015,0.024,104.778,1.024
'[13:41:10.424 12/05/1995]',0.006,-0.031,0.012,100.878,1.024
'[13:41:10.426 12/05/1995]',0.006,-0.031,0.012,100.878,1.024
'[13:41:10.428 12/05/1995]',0.006,-0.015,0.012,100.878,1.024
'[13:41:10.430 12/05/1995]',0.006,-0.031,0.012,100.878,1.024
