'Time and date','II','MCL1','V','ABP','RESP'
'[13:00:22.694 19/05/1995]',0.010,0.001,-0.008,112.600,-0.565
'[13:00:22.696 19/05/1995]',0.010,0.001,-0.008,111.250,-0.562
'[13:00:22.698 19/05/1995]',0.010,0.001,-0.016,111.250,-0.562
'[13:00:22.700 19/05/1995]',0.010,0.001,-0.016,111.250,-0.562
'[13:00:22.702 19/05/1995]',0.009,-0.009,-0.016,111.250,-0.562
'[13:00:22.704 19/05/1995]',0.009,0.001,-0.016,109.300,-0.560
'[13:00:22.706 19/05/1995]',0.008,-0.009,-0.016,109.300,-0.560
'[13:00:22.708 19/05/1995]',0.007,-0.009,-0.016,109.300,-0.560
'[13:00:22.710 19/05/1995]',0.006,-0.009,-0.016,109.300,-0.560
'[13:00:22.712 19/05/1995]',0.006,-0.009,-0.024,106.900,-0.558
'[13:00:22.714 19/05/1995]',0.006,-0.020,-0.024,106.900,-0.558
'[13:00:22.716 19/05/1995]',0.005,-0.020,-0.016,106.900,-0.558
'[13:00:22.718 19/05/1995]',0.004,-0.020,-0.016,106.900,-0.558
'[13:00:22.720 19/05/1995]',0.004,-0.009,-0.008,104.150,-0.555
'[13:00:22.722 19/05/1995]',0.004,-0.009,-0.016,104.150,-0.555
'[13:00:22.724 19/05/1995]',0.004,-0.020,-0.016,104.150,-0.555
'[13:00:22.726 19/05/1995]',0.004,-0.020,-0.024,104.150,-0.555
'[13:00:22.728 19/05/1995]',0.004,-0.020,-0.016,101.000,-0.552
'[13:00:22.730 19/05/1995]',0.004,-0.020,-0.016,101.000,-0.552
'[13:00:22.732 19/05/1995]',0.003,-0.020,-0.016,101.000,-0.552
'[13:00:22.734 19/05/1995]',0.003,-0.020,-0.016,101.000,-0.552
'[13:00:22.736 19/05/1995]',0.003,-0.020,-0.016,97.550,-0.549
'[13:00:22.738 19/05/1995]',0.002,-0.030,-0.024,97.550,-0.549
'[13:00:22.740 19/05/1995]',0.002,-0.020,-0.024,97.550,-0.549
'[13:00:22.742 19/05/1995]',0.002,-0.030,-0.033,97.550,-0.549
'[13:00:22.744 19/05/1995]',0.002,-0.030,-0.033,93.750,-0.546
'[13:00:22.746 19/05/1995]',0.002,-0.030,-0.033,93.750,-0.546
'[13:00:22.748 19/05/1995]',0.002,-0.030,-0.033,93.750,-0.546
'[13:00:22.750 19/05/1995]',0.002,-0.030,-0.033,93.750,-0.546
'[13:00:22.752 19/05/1995]',0.003,-0.030,-0.033,89.450,-0.544
'[13:00:22.754 19/05/1995]',0.003,-0.030,-0.033,89.450,-0.544
'[13:00:22.756 19/05/1995]',0.004,-0.030,-0.024,89.450,-0.544
'[13:00:22.758 19/05/1995]',0.004,-0.030,-0.024,89.450,-0.544
'[13:00:22.760 19/05/1995]',0.005,-0.030,-0.016,84.950,-0.541
'[13:00:22.762 19/05/1995]',0.006,-0.030,-0.016,84.950,-0.541
'[13:00:22.764 19/05/1995]',0.005,-0.020,-0.016,84.950,-0.541
'[13:00:22.766 19/05/1995]',0.005,-0.020,-0.008,84.950,-0.541
'[13:00:22.768 19/05/1995]',0.005,-0.009,0.001,80.250,-0.538
'[13:00:22.770 19/05/1995]',0.006,-0.020,-0.008,80.250,-0.538
'[13:00:22.772 19/05/1995]',0.007,-0.020,-0.016,80.250,-0.538
'[13:00:22.774 19/05/1995]',0.009,-0.030,-0.016,80.250,-0.538
'[13:00:22.776 19/05/1995]',0.011,-0.020,-0.008,75.850,-0.534
'[13:00:22.778 19/05/1995]',0.013,0.001,0.001,75.850,-0.534
'[13:00:22.780 19/05/1995]',0.013,0.021,0.026,75.850,-0.534
'[13:00:22.782 19/05/1995]',0.014,0.052,0.059,75.850,-0.534
'[13:00:22.784 19/05/1995]',0.008,0.082,0.093,72.050,-0.529
'[13:00:22.786 19/05/1995]',0.003,0.113,0.134,72.050,-0.529
'[13:00:22.788 19/05/1995]',-0.010,0.154,0.168,72.050,-0.529
'[13:00:22.790 19/05/1995]',-0.024,0.174,0.210,72.050,-0.529
'[13:00:22.792 19/05/1995]',-0.045,0.205,0.243,69.100,-0.523
'[13:00:22.794 19/05/1995]',-0.066,0.215,0.260,69.100,-0.523
'[13:00:22.796 19/05/1995]',-0.093,0.215,0.285,69.100,-0.523
'[13:00:22.798 19/05/1995]',-0.119,0.205,0.277,69.100,-0.523
'[13:00:22.800 19/05/1995]',-0.148,0.195,0.285,67.300,-0.516
'[13:00:22.802 19/05/1995]',-0.177,0.184,0.310,67.300,-0.516
'[13:00:22.804 19/05/1995]',-0.203,0.195,0.327,67.300,-0.516
'[13:00:22.806 19/05/1995]',-0.230,0.195,0.352,67.300,-0.516
'[13:00:22.808 19/05/1995]',-0.251,0.184,0.369,66.550,-0.508
'[13:00:22.810 19/05/1995]',-0.272,0.154,0.344,66.550,-0.508
'[13:00:22.812 19/05/1995]',-0.287,0.113,0.310,66.550,-0.508
'[13:00:22.814 19/05/1995]',-0.301,0.062,0.268,66.550,-0.508
'[13:00:22.816 19/05/1995]',-0.308,0.011,0.202,66.550,-0.499
'[13:00:22.818 19/05/1995]',-0.315,-0.050,0.118,66.550,-0.499
'[13:00:22.820 19/05/1995]',-0.315,-0.142,0.001,66.550,-0.499
'[13:00:22.822 19/05/1995]',-0.315,-0.224,-0.083,66.550,-0.499
'[13:00:22.824 19/05/1995]',-0.307,-0.295,-0.175,67.000,-0.489
'[13:00:22.826 19/05/1995]',-0.299,-0.356,-0.259,67.000,-0.489
'[13:00:22.828 19/05/1995]',-0.284,-0.397,-0.318,67.000,-0.489
'[13:00:22.830 19/05/1995]',-0.269,-0.418,-0.334,67.000,-0.489
'[13:00:22.832 19/05/1995]',-0.249,-0.418,-0.343,67.700,-0.479
'[13:00:22.834 19/05/1995]',-0.229,-0.397,-0.343,67.700,-0.479
'[13:00:22.836 19/05/1995]',-0.205,-0.377,-0.326,67.700,-0.479
'[13:00:22.838 19/05/1995]',-0.181,-0.356,-0.318,67.700,-0.479
'[13:00:22.840 19/05/1995]',-0.157,-0.326,-0.292,68.450,-0.469
'[13:00:22.842 19/05/1995]',-0.133,-0.285,-0.267,68.450,-0.469
'[13:00:22.844 19/05/1995]',-0.110,-0.255,-0.242,68.450,-0.469
'[13:00:22.846 19/05/1995]',-0.087,-0.214,-0.209,68.450,-0.469
'[13:00:22.848 19/05/1995]',-0.068,-0.183,-0.175,69.250,-0.460
'[13:00:22.850 19/05/1995]',-0.048,-0.152,-0.150,69.250,-0.460
'[13:00:22.852 19/05/1995]',-0.033,-0.122,-0.117,69.250,-0.460
'[13:00:22.854 19/05/1995]',-0.017,-0.101,-0.100,69.250,-0.460
'[13:00:22.856 19/05/1995]',-0.007,-0.081,-0.075,69.900,-0.451
'[13:00:22.858 19/05/1995]',0.004,-0.071,-0.075,69.900,-0.451
'[13:00:22.860 19/05/1995]',0.011,-0.060,-0.066,69.900,-0.451
'[13:00:22.862 19/05/1995]',0.019,-0.040,-0.058,69.900,-0.451
'[13:00:22.864 19/05/1995]',0.025,-0.030,-0.050,70.350,-0.441
'[13:00:22.866 19/05/1995]',0.030,-0.030,-0.041,70.350,-0.441
'[13:00:22.868 19/05/1995]',0.034,-0.020,-0.033,70.350,-0.441
'[13:00:22.870 19/05/1995]',0.038,-0.009,-0.024,70.350,-0.441
'[13:00:22.872 19/05/1995]',0.040,0.001,-0.024,70.600,-0.431
'[13:00:22.874 19/05/1995]',0.043,0.001,-0.016,70.600,-0.431
'[13:00:22.876 19/05/1995]',0.045,0.001,-0.016,70.600,-0.431
'[13:00:22.878 19/05/1995]',0.048,0.001,-0.008,70.600,-0.431
'[13:00:22.880 19/05/1995]',0.051,0.001,-0.008,70.500,-0.420
'[13:00:22.882 19/05/1995]',0.054,0.001,-0.008,70.500,-0.420
'[13:00:22.884 19/05/1995]',0.056,0.001,-0.008,70.500,-0.420
'[13:00:22.886 19/05/1995]',0.059,0.011,0.001,70.500,-0.420
'[13:00:22.888 19/05/1995]',0.061,0.011,0.001,70.300,-0.409
'[13:00:22.890 19/05/1995]',0.064,0.021,0.001,70.300,-0.409
'[13:00:22.892 19/05/1995]',0.066,0.021,0.001,70.300,-0.409
'[13:00:22.894 19/05/1995]',0.069,0.021,0.001,70.300,-0.409
'[13:00:22.896 19/05/1995]',0.071,0.031,0.001,69.800,-0.399
'[13:00:22.898 19/05/1995]',0.073,0.031,0.001,69.800,-0.399
'[13:00:22.900 19/05/1995]',0.075,0.041,0.001,69.800,-0.399
'[13:00:22.902 19/05/1995]',0.078,0.041,0.009,69.800,-0.399
'[13:00:22.904 19/05/1995]',0.081,0.041,0.009,69.250,-0.388
'[13:00:22.906 19/05/1995]',0.084,0.041,0.017,69.250,-0.388
'[13:00:22.908 19/05/1995]',0.086,0.041,0.017,69.250,-0.388
'[13:00:22.910 19/05/1995]',0.088,0.062,0.017,69.250,-0.388
'[13:00:22.912 19/05/1995]',0.090,0.062,0.026,68.550,-0.377
'[13:00:22.914 19/05/1995]',0.092,0.062,0.034,68.550,-0.377
'[13:00:22.916 19/05/1995]',0.095,0.072,0.034,68.550,-0.377
'[13:00:22.918 19/05/1995]',0.098,0.072,0.042,68.550,-0.377
'[13:00:22.920 19/05/1995]',0.101,0.072,0.042,67.750,-0.366
'[13:00:22.922 19/05/1995]',0.104,0.072,0.042,67.750,-0.366
'[13:00:22.924 19/05/1995]',0.107,0.082,0.051,67.750,-0.366
'[13:00:22.926 19/05/1995]',0.110,0.093,0.059,67.750,-0.366
'[13:00:22.928 19/05/1995]',0.113,0.093,0.059,66.950,-0.355
'[13:00:22.930 19/05/1995]',0.117,0.103,0.068,66.950,-0.355
'[13:00:22.932 19/05/1995]',0.120,0.103,0.076,66.950,-0.355
'[13:00:22.934 19/05/1995]',0.124,0.103,0.076,66.950,-0.355
'[13:00:22.936 19/05/1995]',0.128,0.113,0.076,66.050,-0.345
'[13:00:22.938 19/05/1995]',0.132,0.123,0.076,66.050,-0.345
'[13:00:22.940 19/05/1995]',0.135,0.123,0.084,66.050,-0.345
'[13:00:22.942 19/05/1995]',0.139,0.134,0.084,66.050,-0.345
'[13:00:22.944 19/05/1995]',0.142,0.144,0.093,65.200,-0.336
'[13:00:22.946 19/05/1995]',0.146,0.144,0.093,65.200,-0.336
'[13:00:22.948 19/05/1995]',0.148,0.144,0.093,65.200,-0.336
'[13:00:22.950 19/05/1995]',0.151,0.144,0.101,65.200,-0.336
'[13:00:22.952 19/05/1995]',0.152,0.154,0.110,64.300,-0.327
'[13:00:22.954 19/05/1995]',0.153,0.154,0.110,64.300,-0.327
'[13:00:22.956 19/05/1995]',0.153,0.164,0.118,64.300,-0.327
'[13:00:22.958 19/05/1995]',0.152,0.164,0.118,64.300,-0.327
'[13:00:22.960 19/05/1995]',0.152,0.164,0.126,63.350,-0.318
'[13:00:22.962 19/05/1995]',0.151,0.164,0.118,63.350,-0.318
'[13:00:22.964 19/05/1995]',0.149,0.174,0.126,63.350,-0.318
'[13:00:22.966 19/05/1995]',0.148,0.164,0.126,63.350,-0.318
'[13:00:22.968 19/05/1995]',0.147,0.174,0.126,62.450,-0.308
'[13:00:22.970 19/05/1995]',0.145,0.164,0.126,62.450,-0.308
'[13:00:22.972 19/05/1995]',0.142,0.174,0.126,62.450,-0.308
'[13:00:22.974 19/05/1995]',0.139,0.174,0.126,62.450,-0.308
'[13:00:22.976 19/05/1995]',0.136,0.164,0.118,61.600,-0.299
'[13:00:22.978 19/05/1995]',0.132,0.154,0.118,61.600,-0.299
'[13:00:22.980 19/05/1995]',0.128,0.154,0.118,61.600,-0.299
'[13:00:22.982 19/05/1995]',0.124,0.144,0.110,61.600,-0.299
'[13:00:22.984 19/05/1995]',0.122,0.144,0.110,60.900,-0.291
'[13:00:22.986 19/05/1995]',0.119,0.144,0.110,60.900,-0.291
'[13:00:22.988 19/05/1995]',0.116,0.144,0.110,60.900,-0.291
'[13:00:22.990 19/05/1995]',0.114,0.144,0.101,60.900,-0.291
'[13:00:22.992 19/05/1995]',0.111,0.134,0.101,60.400,-0.282
'[13:00:22.994 19/05/1995]',0.108,0.134,0.101,60.400,-0.282
'[13:00:22.996 19/05/1995]',0.104,0.123,0.093,60.400,-0.282
'[13:00:22.998 19/05/1995]',0.100,0.113,0.093,60.400,-0.282
'[13:00:23.000 19/05/1995]',0.096,0.123,0.084,60.100,-0.274
'[13:00:23.002 19/05/1995]',0.092,0.113,0.084,60.100,-0.274
'[13:00:23.004 19/05/1995]',0.089,0.103,0.084,60.100,-0.274
'[13:00:23.006 19/05/1995]',0.085,0.103,0.076,60.100,-0.274
'[13:00:23.008 19/05/1995]',0.082,0.103,0.076,60.150,-0.266
'[13:00:23.010 19/05/1995]',0.079,0.093,0.068,60.150,-0.266
'[13:00:23.012 19/05/1995]',0.077,0.082,0.059,60.150,-0.266
'[13:00:23.014 19/05/1995]',0.074,0.082,0.059,60.150,-0.266
'[13:00:23.016 19/05/1995]',0.072,0.072,0.051,60.550,-0.258
'[13:00:23.018 19/05/1995]',0.069,0.072,0.042,60.550,-0.258
'[13:00:23.020 19/05/1995]',0.067,0.072,0.034,60.550,-0.258
'[13:00:23.022 19/05/1995]',0.065,0.062,0.034,60.550,-0.258
'[13:00:23.024 19/05/1995]',0.063,0.052,0.034,61.450,-0.250
'[13:00:23.026 19/05/1995]',0.061,0.052,0.026,61.450,-0.250
'[13:00:23.028 19/05/1995]',0.058,0.052,0.026,61.450,-0.250
'[13:00:23.030 19/05/1995]',0.056,0.031,0.026,61.450,-0.250
'[13:00:23.032 19/05/1995]',0.052,0.031,0.017,62.850,-0.242
'[13:00:23.034 19/05/1995]',0.049,0.031,0.026,62.850,-0.242
'[13:00:23.036 19/05/1995]',0.046,0.031,0.017,62.850,-0.242
'[13:00:23.038 19/05/1995]',0.043,0.031,0.009,62.850,-0.242
'[13:00:23.040 19/05/1995]',0.041,0.031,0.009,64.700,-0.234
'[13:00:23.042 19/05/1995]',0.039,0.021,0.001,64.700,-0.234
'[13:00:23.044 19/05/1995]',0.038,0.021,0.001,64.700,-0.234
'[13:00:23.046 19/05/1995]',0.036,0.021,0.001,64.700,-0.234
'[13:00:23.048 19/05/1995]',0.036,0.011,0.001,66.850,-0.226
'[13:00:23.050 19/05/1995]',0.036,0.001,0.001,66.850,-0.226
'[13:00:23.052 19/05/1995]',0.038,0.001,0.001,66.850,-0.226
'[13:00:23.054 19/05/1995]',0.039,0.001,-0.008,66.850,-0.226
'[13:00:23.056 19/05/1995]',0.041,0.001,-0.008,69.000,-0.218
'[13:00:23.058 19/05/1995]',0.043,0.001,-0.008,69.000,-0.218
'[13:00:23.060 19/05/1995]',0.045,0.001,-0.016,69.000,-0.218
'[13:00:23.062 19/05/1995]',0.047,0.001,-0.016,69.000,-0.218
'[13:00:23.064 19/05/1995]',0.049,0.001,-0.016,70.800,-0.209
'[13:00:23.066 19/05/1995]',0.050,0.001,-0.024,70.800,-0.209
'[13:00:23.068 19/05/1995]',0.050,0.001,-0.024,70.800,-0.209
'[13:00:23.070 19/05/1995]',0.049,0.001,-0.033,70.800,-0.209
'[13:00:23.072 19/05/1995]',0.047,-0.009,-0.033,72.150,-0.201
'[13:00:23.074 19/05/1995]',0.045,-0.009,-0.041,72.150,-0.201
'[13:00:23.076 19/05/1995]',0.042,-0.009,-0.041,72.150,-0.201
'[13:00:23.078 19/05/1995]',0.039,-0.020,-0.050,72.150,-0.201
'[13:00:23.080 19/05/1995]',0.035,-0.030,-0.050,72.800,-0.192
'[13:00:23.082 19/05/1995]',0.031,-0.030,-0.050,72.800,-0.192
'[13:00:23.084 19/05/1995]',0.026,-0.030,-0.050,72.800,-0.192
'[13:00:23.086 19/05/1995]',0.022,-0.030,-0.050,72.800,-0.192
'[13:00:23.088 19/05/1995]',0.018,-0.030,-0.050,72.700,-0.182
'[13:00:23.090 19/05/1995]',0.014,-0.030,-0.050,72.700,-0.182
'[13:00:23.092 19/05/1995]',0.011,-0.030,-0.050,72.700,-0.182
'[13:00:23.094 19/05/1995]',0.009,-0.040,-0.058,72.700,-0.182
'[13:00:23.096 19/05/1995]',0.006,-0.040,-0.058,71.800,-0.172
'[13:00:23.098 19/05/1995]',0.003,-0.050,-0.066,71.800,-0.172
'[13:00:23.100 19/05/1995]',-0.000,-0.050,-0.058,71.800,-0.172
'[13:00:23.102 19/05/1995]',-0.004,-0.050,-0.066,71.800,-0.172
'[13:00:23.104 19/05/1995]',-0.006,-0.060,-0.066,70.250,-0.163
'[13:00:23.106 19/05/1995]',-0.009,-0.050,-0.066,70.250,-0.163
'[13:00:23.108 19/05/1995]',-0.012,-0.060,-0.066,70.250,-0.163
'[13:00:23.110 19/05/1995]',-0.014,-0.060,-0.066,70.250,-0.163
'[13:00:23.112 19/05/1995]',-0.016,-0.050,-0.066,68.100,-0.152
'[13:00:23.114 19/05/1995]',-0.019,-0.060,-0.066,68.100,-0.152
'[13:00:23.116 19/05/1995]',-0.019,-0.060,-0.066,68.100,-0.152
'[13:00:23.118 19/05/1995]',-0.020,-0.060,-0.058,68.100,-0.152
'[13:00:23.120 19/05/1995]',-0.020,-0.050,-0.058,65.600,-0.142
'[13:00:23.122 19/05/1995]',-0.021,-0.060,-0.058,65.600,-0.142
'[13:00:23.124 19/05/1995]',-0.021,-0.060,-0.066,65.600,-0.142
'[13:00:23.126 19/05/1995]',-0.021,-0.050,-0.058,65.600,-0.142
'[13:00:23.128 19/05/1995]',-0.021,-0.060,-0.058,62.850,-0.132
'[13:00:23.130 19/05/1995]',-0.021,-0.050,-0.066,62.850,-0.132
'[13:00:23.132 19/05/1995]',-0.021,-0.050,-0.058,62.850,-0.132
'[13:00:23.134 19/05/1995]',-0.021,-0.060,-0.058,62.850,-0.132
'[13:00:23.136 19/05/1995]',-0.020,-0.060,-0.066,60.150,-0.121
'[13:00:23.138 19/05/1995]',-0.019,-0.060,-0.058,60.150,-0.121
'[13:00:23.140 19/05/1995]',-0.018,-0.060,-0.058,60.150,-0.121
'[13:00:23.142 19/05/1995]',-0.017,-0.050,-0.058,60.150,-0.121
'[13:00:23.144 19/05/1995]',-0.017,-0.060,-0.058,57.700,-0.111
'[13:00:23.146 19/05/1995]',-0.016,-0.050,-0.058,57.700,-0.111
'[13:00:23.148 19/05/1995]',-0.016,-0.050,-0.058,57.700,-0.111
'[13:00:23.150 19/05/1995]',-0.015,-0.050,-0.058,57.700,-0.111
'[13:00:23.152 19/05/1995]',-0.014,-0.050,-0.058,55.650,-0.101
'[13:00:23.154 19/05/1995]',-0.014,-0.060,-0.066,55.650,-0.101
'[13:00:23.156 19/05/1995]',-0.013,-0.050,-0.058,55.650,-0.101
'[13:00:23.158 19/05/1995]',-0.012,-0.050,-0.058,55.650,-0.101
'[13:00:23.160 19/05/1995]',-0.012,-0.050,-0.058,54.250,-0.090
'[13:00:23.162 19/05/1995]',-0.011,-0.050,-0.058,54.250,-0.090
'[13:00:23.164 19/05/1995]',-0.011,-0.050,-0.058,54.250,-0.090
'[13:00:23.166 19/05/1995]',-0.011,-0.050,-0.058,54.250,-0.090
'[13:00:23.168 19/05/1995]',-0.010,-0.050,-0.058,53.400,-0.081
'[13:00:23.170 19/05/1995]',-0.010,-0.040,-0.050,53.400,-0.081
'[13:00:23.172 19/05/1995]',-0.011,-0.050,-0.058,53.400,-0.081
'[13:00:23.174 19/05/1995]',-0.011,-0.050,-0.058,53.400,-0.081
'[13:00:23.176 19/05/1995]',-0.012,-0.050,-0.058,53.200,-0.071
'[13:00:23.178 19/05/1995]',-0.012,-0.050,-0.058,53.200,-0.071
'[13:00:23.180 19/05/1995]',-0.012,-0.050,-0.058,53.200,-0.071
'[13:00:23.182 19/05/1995]',-0.011,-0.050,-0.058,53.200,-0.071
'[13:00:23.184 19/05/1995]',-0.011,-0.050,-0.058,53.400,-0.062
'[13:00:23.186 19/05/1995]',-0.010,-0.050,-0.058,53.400,-0.062
'[13:00:23.188 19/05/1995]',-0.009,-0.050,-0.058,53.400,-0.062
'[13:00:23.190 19/05/1995]',-0.008,-0.050,-0.058,53.400,-0.062
'[13:00:23.192 19/05/1995]',-0.008,-0.050,-0.058,53.950,-0.054
'[13:00:23.194 19/05/1995]',-0.008,-0.050,-0.058,53.950,-0.054
'[13:00:23.196 19/05/1995]',-0.008,-0.050,-0.058,53.950,-0.054
'[13:00:23.198 19/05/1995]',-0.009,-0.050,-0.058,53.950,-0.054
'[13:00:23.200 19/05/1995]',-0.010,-0.050,-0.058,54.600,-0.046
'[13:00:23.202 19/05/1995]',-0.011,-0.050,-0.058,54.600,-0.046
'[13:00:23.204 19/05/1995]',-0.010,-0.050,-0.058,54.600,-0.046
'[13:00:23.206 19/05/1995]',-0.010,-0.050,-0.058,54.600,-0.046
'[13:00:23.208 19/05/1995]',-0.009,-0.050,-0.058,55.250,-0.038
'[13:00:23.210 19/05/1995]',-0.009,-0.050,-0.058,55.250,-0.038
'[13:00:23.212 19/05/1995]',-0.008,-0.050,-0.058,55.250,-0.038
'[13:00:23.214 19/05/1995]',-0.008,-0.040,-0.050,55.250,-0.038
'[13:00:23.216 19/05/1995]',-0.008,-0.050,-0.041,55.850,-0.031
'[13:00:23.218 19/05/1995]',-0.008,-0.040,-0.050,55.850,-0.031
'[13:00:23.220 19/05/1995]',-0.008,-0.050,-0.050,55.850,-0.031
'[13:00:23.222 19/05/1995]',-0.008,-0.050,-0.050,55.850,-0.031
'[13:00:23.224 19/05/1995]',-0.007,-0.050,-0.050,56.400,-0.024
'[13:00:23.226 19/05/1995]',-0.006,-0.040,-0.050,56.400,-0.024
'[13:00:23.228 19/05/1995]',-0.005,-0.040,-0.041,56.400,-0.024
'[13:00:23.230 19/05/1995]',-0.003,-0.040,-0.041,56.400,-0.024
'[13:00:23.232 19/05/1995]',-0.001,-0.040,-0.041,56.750,-0.017
'[13:00:23.234 19/05/1995]',0.001,-0.030,-0.041,56.750,-0.017
'[13:00:23.236 19/05/1995]',0.003,-0.040,-0.041,56.750,-0.017
'[13:00:23.238 19/05/1995]',0.005,-0.040,-0.041,56.750,-0.017
'[13:00:23.240 19/05/1995]',0.005,-0.030,-0.041,56.850,-0.009
'[13:00:23.242 19/05/1995]',0.006,-0.030,-0.033,56.850,-0.009
'[13:00:23.244 19/05/1995]',0.004,-0.020,-0.016,56.850,-0.009
'[13:00:23.246 19/05/1995]',0.001,0.001,0.001,56.850,-0.009
'[13:00:23.248 19/05/1995]',-0.006,0.011,0.026,56.850,-0.003
'[13:00:23.250 19/05/1995]',-0.014,0.041,0.059,56.850,-0.003
'[13:00:23.252 19/05/1995]',-0.029,0.072,0.084,56.850,-0.003
'[13:00:23.254 19/05/1995]',-0.045,0.093,0.126,56.850,-0.003
'[13:00:23.256 19/05/1995]',-0.068,0.113,0.160,56.700,0.004
'[13:00:23.258 19/05/1995]',-0.091,0.144,0.210,56.700,0.004
'[13:00:23.260 19/05/1995]',-0.120,0.154,0.218,56.700,0.004
'[13:00:23.262 19/05/1995]',-0.149,0.154,0.235,56.700,0.004
'[13:00:23.264 19/05/1995]',-0.179,0.144,0.243,56.350,0.011
'[13:00:23.266 19/05/1995]',-0.210,0.134,0.252,56.350,0.011
'[13:00:23.268 19/05/1995]',-0.237,0.103,0.243,56.350,0.011
'[13:00:23.270 19/05/1995]',-0.264,0.093,0.243,56.350,0.011
'[13:00:23.272 19/05/1995]',-0.286,0.072,0.252,55.950,0.018
'[13:00:23.274 19/05/1995]',-0.307,0.062,0.243,55.950,0.018
'[13:00:23.276 19/05/1995]',-0.322,0.021,0.218,55.950,0.018
'[13:00:23.278 19/05/1995]',-0.337,0.001,0.176,55.950,0.018
'[13:00:23.280 19/05/1995]',-0.345,-0.060,0.126,55.500,0.025
'[13:00:23.282 19/05/1995]',-0.353,-0.112,0.068,55.500,0.025
'[13:00:23.284 19/05/1995]',-0.354,-0.193,-0.016,55.500,0.025
'[13:00:23.286 19/05/1995]',-0.354,-0.265,-0.108,55.500,0.025
'[13:00:23.288 19/05/1995]',-0.346,-0.326,-0.192,55.150,0.032
'[13:00:23.290 19/05/1995]',-0.338,-0.377,-0.250,55.150,0.032
'[13:00:23.292 19/05/1995]',-0.322,-0.408,-0.309,55.150,0.032
'[13:00:23.294 19/05/1995]',-0.306,-0.428,-0.326,55.150,0.032
'[13:00:23.296 19/05/1995]',-0.283,-0.428,-0.334,54.800,0.038
'[13:00:23.298 19/05/1995]',-0.260,-0.408,-0.334,54.800,0.038
'[13:00:23.300 19/05/1995]',-0.232,-0.397,-0.318,54.800,0.038
'[13:00:23.302 19/05/1995]',-0.205,-0.356,-0.301,54.800,0.038
'[13:00:23.304 19/05/1995]',-0.174,-0.326,-0.276,54.450,0.043
'[13:00:23.306 19/05/1995]',-0.144,-0.295,-0.250,54.450,0.043
'[13:00:23.308 19/05/1995]',-0.116,-0.265,-0.226,54.450,0.043
'[13:00:23.310 19/05/1995]',-0.088,-0.244,-0.200,54.450,0.043
'[13:00:23.312 19/05/1995]',-0.063,-0.203,-0.175,54.150,0.049
'[13:00:23.314 19/05/1995]',-0.039,-0.173,-0.150,54.150,0.049
'[13:00:23.316 19/05/1995]',-0.019,-0.142,-0.133,54.150,0.049
'[13:00:23.318 19/05/1995]',0.001,-0.112,-0.108,54.150,0.049
'[13:00:23.320 19/05/1995]',0.015,-0.091,-0.092,53.950,0.053
'[13:00:23.322 19/05/1995]',0.030,-0.071,-0.083,53.950,0.053
'[13:00:23.324 19/05/1995]',0.040,-0.060,-0.075,53.950,0.053
'[13:00:23.326 19/05/1995]',0.050,-0.040,-0.075,53.950,0.053
'[13:00:23.328 19/05/1995]',0.056,-0.030,-0.066,53.700,0.058
'[13:00:23.330 19/05/1995]',0.063,-0.030,-0.066,53.700,0.058
'[13:00:23.332 19/05/1995]',0.067,-0.030,-0.058,53.700,0.058
'[13:00:23.334 19/05/1995]',0.072,-0.020,-0.058,53.700,0.058
'[13:00:23.336 19/05/1995]',0.074,-0.009,-0.058,53.450,0.062
'[13:00:23.338 19/05/1995]',0.077,-0.020,-0.058,53.450,0.062
'[13:00:23.340 19/05/1995]',0.078,-0.009,-0.058,53.450,0.062
'[13:00:23.342 19/05/1995]',0.079,0.001,-0.050,53.450,0.062
'[13:00:23.344 19/05/1995]',0.079,0.001,-0.050,53.200,0.067
'[13:00:23.346 19/05/1995]',0.079,0.001,-0.050,53.200,0.067
'[13:00:23.348 19/05/1995]',0.078,0.001,-0.041,53.200,0.067
'[13:00:23.350 19/05/1995]',0.077,0.001,-0.033,53.200,0.067
'[13:00:23.352 19/05/1995]',0.076,0.001,-0.033,52.900,0.070
'[13:00:23.354 19/05/1995]',0.074,0.001,-0.041,52.900,0.070
'[13:00:23.356 19/05/1995]',0.072,0.001,-0.033,52.900,0.070
'[13:00:23.358 19/05/1995]',0.070,0.001,-0.041,52.900,0.070
'[13:00:23.360 19/05/1995]',0.069,0.001,-0.041,52.600,0.071
'[13:00:23.362 19/05/1995]',0.068,0.001,-0.041,52.600,0.071
'[13:00:23.364 19/05/1995]',0.068,0.001,-0.033,52.600,0.071
'[13:00:23.366 19/05/1995]',0.067,0.001,-0.033,52.600,0.071
'[13:00:23.368 19/05/1995]',0.068,0.001,-0.033,52.300,0.073
'[13:00:23.370 19/05/1995]',0.068,0.001,-0.033,52.300,0.073
'[13:00:23.372 19/05/1995]',0.068,0.001,-0.024,52.300,0.073
'[13:00:23.374 19/05/1995]',0.069,0.001,-0.016,52.300,0.073
'[13:00:23.376 19/05/1995]',0.070,0.011,-0.016,51.950,0.074
'[13:00:23.378 19/05/1995]',0.072,0.011,-0.016,51.950,0.074
'[13:00:23.380 19/05/1995]',0.074,0.021,-0.008,51.950,0.074
'[13:00:23.382 19/05/1995]',0.077,0.011,0.001,51.950,0.074
'[13:00:23.384 19/05/1995]',0.080,0.031,0.001,51.650,0.074
