'Time and date','MCL1 ','II ','V ','ABP ','PLETH '
'[11:00:26.696 11/05/1995]',0.220,0.293,0.102,180.400,-0.585
'[11:00:26.698 11/05/1995]',0.188,0.342,0.034,180.400,-0.585
'[11:00:26.700 11/05/1995]',0.163,0.342,0.023,180.400,-0.585
'[11:00:26.702 11/05/1995]',0.176,0.269,0.057,180.400,-0.585
'[11:00:26.704 11/05/1995]',0.195,0.123,0.102,180.400,-0.590
'[11:00:26.706 11/05/1995]',0.213,-0.022,0.146,180.400,-0.590
'[11:00:26.708 11/05/1995]',0.220,-0.217,0.191,180.400,-0.590
'[11:00:26.710 11/05/1995]',0.220,-0.362,0.213,180.400,-0.590
'[11:00:26.712 11/05/1995]',0.220,-0.459,0.224,180.400,-0.595
'[11:00:26.714 11/05/1995]',0.220,-0.532,0.224,180.400,-0.595
'[11:00:26.716 11/05/1995]',0.207,-0.605,0.213,180.400,-0.595
'[11:00:26.718 11/05/1995]',0.170,-0.654,0.202,180.400,-0.595
'[11:00:26.720 11/05/1995]',0.138,-0.654,0.202,180.400,-0.601
'[11:00:26.722 11/05/1995]',0.107,-0.654,0.191,180.400,-0.601
'[11:00:26.724 11/05/1995]',0.076,-0.629,0.168,180.400,-0.601
'[11:00:26.726 11/05/1995]',0.057,-0.581,0.135,180.400,-0.601
'[11:00:26.728 11/05/1995]',0.051,-0.508,0.102,180.400,-0.602
'[11:00:26.730 11/05/1995]',0.025,-0.410,0.057,180.400,-0.602
'[11:00:26.732 11/05/1995]',0.001,-0.338,0.023,180.400,-0.602
'[11:00:26.734 11/05/1995]',-0.006,-0.241,0.001,180.400,-0.602
'[11:00:26.736 11/05/1995]',-0.025,-0.192,0.001,180.400,-0.604
'[11:00:26.738 11/05/1995]',-0.025,-0.144,0.001,180.400,-0.604
'[11:00:26.740 11/05/1995]',-0.031,-0.095,0.001,180.400,-0.604
'[11:00:26.742 11/05/1995]',-0.037,-0.046,0.001,180.400,-0.604
'[11:00:26.744 11/05/1995]',-0.031,-0.022,-0.010,180.400,-0.606
'[11:00:26.746 11/05/1995]',-0.031,0.002,-0.033,180.400,-0.606
'[11:00:26.748 11/05/1995]',-0.031,0.002,-0.044,180.400,-0.606
'[11:00:26.750 11/05/1995]',-0.031,0.002,-0.044,180.400,-0.606
'[11:00:26.752 11/05/1995]',-0.031,0.002,-0.021,180.400,-0.607
'[11:00:26.754 11/05/1995]',-0.025,-0.022,0.001,180.400,-0.607
'[11:00:26.756 11/05/1995]',-0.031,-0.022,0.001,180.400,-0.607
'[11:00:26.758 11/05/1995]',-0.025,-0.022,0.001,180.400,-0.607
'[11:00:26.760 11/05/1995]',-0.025,0.002,0.001,180.400,-0.606
'[11:00:26.762 11/05/1995]',-0.025,0.002,-0.010,180.400,-0.606
'[11:00:26.764 11/05/1995]',-0.031,0.002,-0.033,180.400,-0.606
'[11:00:26.766 11/05/1995]',-0.031,0.002,-0.033,180.400,-0.606
'[11:00:26.768 11/05/1995]',-0.031,0.002,-0.021,180.400,-0.605
'[11:00:26.770 11/05/1995]',-0.031,0.002,-0.010,180.400,-0.605
'[11:00:26.772 11/05/1995]',-0.025,0.002,0.001,180.400,-0.605
'[11:00:26.774 11/05/1995]',-0.025,0.002,0.001,180.400,-0.605
'[11:00:26.776 11/05/1995]',-0.025,0.002,0.001,180.400,-0.602
'[11:00:26.778 11/05/1995]',-0.025,0.002,-0.010,180.400,-0.602
'[11:00:26.780 11/05/1995]',-0.025,0.025,-0.033,180.400,-0.602
'[11:00:26.782 11/05/1995]',-0.031,0.025,-0.044,180.400,-0.602
'[11:00:26.784 11/05/1995]',-0.031,0.025,-0.033,180.400,-0.600
'[11:00:26.786 11/05/1995]',-0.031,0.025,-0.033,180.400,-0.600
'[11:00:26.788 11/05/1995]',-0.031,0.002,0.001,180.400,-0.600
'[11:00:26.790 11/05/1995]',-0.025,0.002,0.001,180.400,-0.600
'[11:00:26.792 11/05/1995]',-0.025,0.025,0.001,180.400,-0.598
'[11:00:26.794 11/05/1995]',-0.025,0.025,-0.010,180.400,-0.598
'[11:00:26.796 11/05/1995]',-0.025,0.025,-0.033,180.400,-0.598
'[11:00:26.798 11/05/1995]',-0.031,0.050,-0.044,180.400,-0.598
'[11:00:26.800 11/05/1995]',-0.025,0.050,-0.044,180.400,-0.611
'[11:00:26.802 11/05/1995]',-0.031,0.025,-0.033,180.400,-0.611
'[11:00:26.804 11/05/1995]',-0.025,0.025,-0.010,180.400,-0.611
'[11:00:26.806 11/05/1995]',-0.031,0.025,0.001,180.400,-0.611
'[11:00:26.808 11/05/1995]',-0.025,0.025,0.001,180.400,-0.608
'[11:00:26.810 11/05/1995]',-0.025,0.025,0.001,180.400,-0.608
'[11:00:26.812 11/05/1995]',-0.025,0.050,-0.033,180.400,-0.608
'[11:00:26.814 11/05/1995]',-0.025,0.050,-0.044,180.400,-0.608
'[11:00:26.816 11/05/1995]',-0.031,0.050,-0.055,180.400,-0.603
'[11:00:26.818 11/05/1995]',-0.025,0.050,-0.033,180.400,-0.603
'[11:00:26.820 11/05/1995]',-0.025,0.025,-0.021,180.400,-0.603
'[11:00:26.822 11/05/1995]',-0.025,0.025,0.001,180.400,-0.603
'[11:00:26.824 11/05/1995]',-0.025,0.025,0.001,180.400,-0.598
'[11:00:26.826 11/05/1995]',-0.025,0.025,0.001,180.400,-0.598
'[11:00:26.828 11/05/1995]',-0.025,0.050,-0.021,180.400,-0.598
'[11:00:26.830 11/05/1995]',-0.025,0.050,-0.044,180.400,-0.598
'[11:00:26.832 11/05/1995]',-0.025,0.050,-0.055,180.400,-0.593
'[11:00:26.834 11/05/1995]',-0.031,0.050,-0.044,180.400,-0.593
'[11:00:26.836 11/05/1995]',-0.025,0.050,-0.033,180.400,-0.593
'[11:00:26.838 11/05/1995]',-0.012,0.025,0.001,180.400,-0.593
'[11:00:26.840 11/05/1995]',-0.025,0.025,0.001,180.400,-0.589
'[11:00:26.842 11/05/1995]',-0.025,0.025,0.001,180.400,-0.589
'[11:00:26.844 11/05/1995]',-0.025,0.050,-0.010,180.400,-0.589
'[11:00:26.846 11/05/1995]',-0.025,0.074,-0.033,180.400,-0.589
'[11:00:26.848 11/05/1995]',-0.031,0.074,-0.055,180.400,-0.584
'[11:00:26.850 11/05/1995]',-0.031,0.074,-0.055,180.400,-0.584
'[11:00:26.852 11/05/1995]',-0.025,0.050,-0.033,180.400,-0.584
'[11:00:26.854 11/05/1995]',-0.025,0.025,-0.010,180.400,-0.584
'[11:00:26.856 11/05/1995]',-0.025,0.025,0.001,180.400,-0.581
'[11:00:26.858 11/05/1995]',-0.025,0.025,0.001,180.400,-0.581
'[11:00:26.860 11/05/1995]',-0.025,0.050,-0.010,180.400,-0.581
'[11:00:26.862 11/05/1995]',-0.031,0.050,-0.033,180.400,-0.581
'[11:00:26.864 11/05/1995]',-0.031,0.074,-0.055,180.400,-0.576
'[11:00:26.866 11/05/1995]',-0.031,0.074,-0.055,180.400,-0.576
'[11:00:26.868 11/05/1995]',-0.031,0.050,-0.044,180.400,-0.576
'[11:00:26.870 11/05/1995]',-0.025,0.050,-0.021,180.400,-0.576
'[11:00:26.872 11/05/1995]',-0.025,0.025,0.001,180.400,-0.574
'[11:00:26.874 11/05/1995]',-0.025,0.050,0.001,180.400,-0.574
'[11:00:26.876 11/05/1995]',-0.012,0.050,0.001,180.400,-0.574
'[11:00:26.878 11/05/1995]',-0.025,0.050,-0.021,180.400,-0.574
'[11:00:26.880 11/05/1995]',-0.025,0.074,-0.044,180.400,-0.572
'[11:00:26.882 11/05/1995]',-0.031,0.074,-0.055,180.400,-0.572
'[11:00:26.884 11/05/1995]',-0.025,0.074,-0.044,180.400,-0.572
'[11:00:26.886 11/05/1995]',-0.025,0.050,-0.033,180.400,-0.572
'[11:00:26.888 11/05/1995]',-0.012,0.050,0.001,180.400,-0.568
'[11:00:26.890 11/05/1995]',-0.012,0.025,0.001,180.400,-0.568
'[11:00:26.892 11/05/1995]',-0.025,0.050,0.001,180.400,-0.568
'[11:00:26.894 11/05/1995]',-0.012,0.074,-0.010,180.400,-0.568
'[11:00:26.896 11/05/1995]',-0.025,0.074,-0.033,180.400,-0.568
'[11:00:26.898 11/05/1995]',-0.025,0.074,-0.033,180.400,-0.568
'[11:00:26.900 11/05/1995]',-0.025,0.074,-0.044,180.400,-0.568
'[11:00:26.902 11/05/1995]',-0.025,0.074,-0.033,180.400,-0.568
'[11:00:26.904 11/05/1995]',-0.012,0.050,0.001,180.400,-0.566
'[11:00:26.906 11/05/1995]',-0.012,0.050,0.001,180.400,-0.566
'[11:00:26.908 11/05/1995]',-0.006,0.050,0.001,180.400,-0.566
'[11:00:26.910 11/05/1995]',-0.012,0.050,0.001,180.400,-0.566
'[11:00:26.912 11/05/1995]',-0.012,0.074,-0.010,180.400,-0.565
'[11:00:26.914 11/05/1995]',-0.012,0.074,-0.033,180.400,-0.565
'[11:00:26.916 11/05/1995]',-0.025,0.074,-0.033,180.400,-0.565
'[11:00:26.918 11/05/1995]',-0.012,0.074,-0.021,180.400,-0.565
'[11:00:26.920 11/05/1995]',-0.012,0.050,0.001,180.400,-0.564
'[11:00:26.922 11/05/1995]',-0.006,0.050,0.001,180.400,-0.564
'[11:00:26.924 11/05/1995]',-0.006,0.025,0.012,180.400,-0.564
'[11:00:26.926 11/05/1995]',0.001,0.050,0.012,180.400,-0.564
'[11:00:26.928 11/05/1995]',0.001,0.050,0.001,180.400,-0.564
'[11:00:26.930 11/05/1995]',-0.006,0.074,-0.010,180.400,-0.564
'[11:00:26.932 11/05/1995]',0.001,0.074,-0.021,180.400,-0.564
'[11:00:26.934 11/05/1995]',0.001,0.074,-0.010,180.400,-0.564
'[11:00:26.936 11/05/1995]',0.007,0.050,0.001,180.400,-0.562
'[11:00:26.938 11/05/1995]',0.007,0.025,0.023,180.400,-0.562
'[11:00:26.940 11/05/1995]',0.013,0.025,0.034,180.400,-0.562
'[11:00:26.942 11/05/1995]',0.007,0.025,0.034,180.400,-0.562
'[11:00:26.944 11/05/1995]',0.013,0.025,0.023,180.400,-0.561
'[11:00:26.946 11/05/1995]',0.013,0.050,0.001,180.400,-0.561
'[11:00:26.948 11/05/1995]',0.013,0.050,0.001,180.400,-0.561
'[11:00:26.950 11/05/1995]',0.013,0.050,0.001,180.400,-0.561
'[11:00:26.952 11/05/1995]',0.025,0.025,0.012,180.400,-0.558
'[11:00:26.954 11/05/1995]',0.025,0.025,0.034,180.400,-0.558
'[11:00:26.956 11/05/1995]',0.025,0.002,0.057,180.400,-0.558
'[11:00:26.958 11/05/1995]',0.025,0.002,0.057,180.400,-0.558
'[11:00:26.960 11/05/1995]',0.032,0.025,0.045,180.400,-0.553
'[11:00:26.962 11/05/1995]',0.025,0.025,0.034,180.400,-0.553
'[11:00:26.964 11/05/1995]',0.025,0.025,0.012,180.400,-0.553
'[11:00:26.966 11/05/1995]',0.032,0.025,0.012,180.400,-0.553
'[11:00:26.968 11/05/1995]',0.032,0.025,0.034,180.400,-0.546
'[11:00:26.970 11/05/1995]',0.032,0.002,0.045,180.400,-0.546
'[11:00:26.972 11/05/1995]',0.032,0.002,0.068,180.400,-0.546
'[11:00:26.974 11/05/1995]',0.038,0.002,0.068,180.400,-0.546
'[11:00:26.976 11/05/1995]',0.032,0.002,0.068,180.400,-0.533
'[11:00:26.978 11/05/1995]',0.038,0.002,0.045,180.400,-0.533
'[11:00:26.980 11/05/1995]',0.032,0.025,0.023,180.400,-0.533
'[11:00:26.982 11/05/1995]',0.025,0.025,0.012,180.400,-0.533
'[11:00:26.984 11/05/1995]',0.032,0.025,0.023,180.400,-0.516
'[11:00:26.986 11/05/1995]',0.032,0.002,0.034,180.400,-0.516
'[11:00:26.988 11/05/1995]',0.038,0.002,0.057,180.400,-0.516
'[11:00:26.990 11/05/1995]',0.032,0.002,0.068,180.400,-0.516
'[11:00:26.992 11/05/1995]',0.032,0.002,0.068,180.400,-0.492
'[11:00:26.994 11/05/1995]',0.032,0.002,0.045,180.400,-0.492
'[11:00:26.996 11/05/1995]',0.025,0.002,0.023,180.400,-0.492
'[11:00:26.998 11/05/1995]',0.013,0.002,0.001,180.400,-0.492
'[11:00:27.000 11/05/1995]',0.013,0.025,0.001,180.400,-0.462
'[11:00:27.002 11/05/1995]',0.013,0.002,0.012,180.400,-0.462
'[11:00:27.004 11/05/1995]',0.013,0.002,0.034,180.400,-0.462
'[11:00:27.006 11/05/1995]',0.013,0.002,0.045,180.400,-0.462
'[11:00:27.008 11/05/1995]',0.013,0.002,0.045,180.400,-0.423
'[11:00:27.010 11/05/1995]',0.007,0.002,0.034,180.400,-0.423
'[11:00:27.012 11/05/1995]',0.001,0.002,0.001,180.400,-0.423
'[11:00:27.014 11/05/1995]',0.001,0.002,-0.010,180.400,-0.423
'[11:00:27.016 11/05/1995]',0.001,0.025,-0.010,180.400,-0.377
'[11:00:27.018 11/05/1995]',-0.006,0.002,-0.010,180.400,-0.377
'[11:00:27.020 11/05/1995]',0.001,0.002,0.012,180.400,-0.377
'[11:00:27.022 11/05/1995]',0.001,0.002,0.023,180.400,-0.377
'[11:00:27.024 11/05/1995]',0.001,0.002,0.034,180.400,-0.323
'[11:00:27.026 11/05/1995]',-0.006,0.002,0.023,180.400,-0.323
'[11:00:27.028 11/05/1995]',-0.006,0.002,0.001,180.400,-0.323
'[11:00:27.030 11/05/1995]',-0.012,0.025,-0.021,180.400,-0.323
'[11:00:27.032 11/05/1995]',-0.012,0.025,-0.033,180.400,-0.263
'[11:00:27.034 11/05/1995]',-0.012,0.002,-0.021,180.400,-0.263
'[11:00:27.036 11/05/1995]',-0.012,0.002,-0.010,180.400,-0.263
'[11:00:27.038 11/05/1995]',-0.012,0.002,0.001,180.400,-0.263
'[11:00:27.040 11/05/1995]',-0.006,0.002,0.012,180.400,-0.199
'[11:00:27.042 11/05/1995]',-0.012,0.002,0.012,180.400,-0.199
'[11:00:27.044 11/05/1995]',-0.012,0.002,0.001,180.400,-0.199
'[11:00:27.046 11/05/1995]',-0.012,0.002,-0.021,180.400,-0.199
'[11:00:27.048 11/05/1995]',-0.025,0.025,-0.033,180.400,-0.130
'[11:00:27.050 11/05/1995]',-0.031,0.002,-0.033,180.400,-0.130
'[11:00:27.052 11/05/1995]',-0.025,0.002,-0.021,180.400,-0.130
'[11:00:27.054 11/05/1995]',-0.025,0.002,0.001,180.400,-0.130
'[11:00:27.056 11/05/1995]',-0.025,0.002,0.001,180.400,-0.059
'[11:00:27.058 11/05/1995]',-0.025,0.002,0.001,180.400,-0.059
'[11:00:27.060 11/05/1995]',-0.025,0.002,0.001,180.400,-0.059
'[11:00:27.062 11/05/1995]',-0.031,0.002,-0.021,180.400,-0.059
'[11:00:27.064 11/05/1995]',-0.025,0.025,-0.033,180.400,0.011
'[11:00:27.066 11/05/1995]',-0.031,0.025,-0.044,180.400,0.011
'[11:00:27.068 11/05/1995]',-0.031,0.002,-0.033,180.400,0.011
'[11:00:27.070 11/05/1995]',-0.025,0.002,-0.010,180.400,0.011
'[11:00:27.072 11/05/1995]',-0.025,0.002,0.001,180.400,0.080
'[11:00:27.074 11/05/1995]',-0.025,0.002,0.001,180.400,0.080
'[11:00:27.076 11/05/1995]',-0.025,0.002,0.001,180.400,0.080
'[11:00:27.078 11/05/1995]',-0.031,0.002,-0.010,180.400,0.080
'[11:00:27.080 11/05/1995]',-0.031,0.002,-0.033,180.400,0.145
'[11:00:27.082 11/05/1995]',-0.031,0.025,-0.044,180.400,0.145
'[11:00:27.084 11/05/1995]',-0.031,0.002,-0.033,180.400,0.145
'[11:00:27.086 11/05/1995]',-0.031,0.002,-0.021,180.400,0.145
'[11:00:27.088 11/05/1995]',-0.025,0.002,0.001,180.400,0.205
'[11:00:27.090 11/05/1995]',-0.025,0.002,0.001,180.400,0.205
'[11:00:27.092 11/05/1995]',-0.025,0.002,0.001,180.400,0.205
'[11:00:27.094 11/05/1995]',-0.031,0.002,-0.010,180.400,0.205
'[11:00:27.096 11/05/1995]',-0.031,0.002,-0.033,180.400,0.259
'[11:00:27.098 11/05/1995]',-0.031,0.002,-0.044,180.400,0.259
'[11:00:27.100 11/05/1995]',-0.031,0.025,-0.044,180.400,0.259
'[11:00:27.102 11/05/1995]',-0.031,0.002,-0.033,180.400,0.259
'[11:00:27.104 11/05/1995]',-0.031,0.002,0.001,180.400,0.308
'[11:00:27.106 11/05/1995]',-0.031,0.002,0.001,180.400,0.308
'[11:00:27.108 11/05/1995]',-0.031,0.002,0.001,180.400,0.308
'[11:00:27.110 11/05/1995]',-0.031,0.002,0.001,180.400,0.308
'[11:00:27.112 11/05/1995]',-0.031,0.025,-0.033,180.400,0.349
'[11:00:27.114 11/05/1995]',-0.031,0.025,-0.044,180.400,0.349
'[11:00:27.116 11/05/1995]',-0.031,0.025,-0.044,180.400,0.349
'[11:00:27.118 11/05/1995]',-0.031,0.002,-0.033,180.400,0.349
'[11:00:27.120 11/05/1995]',-0.025,0.002,-0.010,180.400,0.383
'[11:00:27.122 11/05/1995]',-0.025,0.002,0.001,180.400,0.383
'[11:00:27.124 11/05/1995]',-0.025,0.002,0.001,180.400,0.383
'[11:00:27.126 11/05/1995]',-0.025,0.002,0.001,180.400,0.383
'[11:00:27.128 11/05/1995]',-0.025,0.002,-0.010,180.400,0.409
'[11:00:27.130 11/05/1995]',-0.031,0.025,-0.033,180.400,0.409
'[11:00:27.132 11/05/1995]',-0.031,0.025,-0.044,180.400,0.409
'[11:00:27.134 11/05/1995]',-0.031,0.025,-0.033,180.400,0.409
'[11:00:27.136 11/05/1995]',-0.025,0.002,-0.021,180.400,0.426
'[11:00:27.138 11/05/1995]',-0.025,0.002,0.001,180.400,0.426
'[11:00:27.140 11/05/1995]',-0.025,0.002,0.001,180.400,0.426
'[11:00:27.142 11/05/1995]',-0.025,0.002,0.001,180.400,0.426
'[11:00:27.144 11/05/1995]',-0.031,0.002,-0.010,180.400,0.439
'[11:00:27.146 11/05/1995]',-0.031,0.025,-0.033,180.400,0.439
'[11:00:27.148 11/05/1995]',-0.031,0.025,-0.044,180.400,0.439
'[11:00:27.150 11/05/1995]',-0.031,0.025,-0.044,180.400,0.439
'[11:00:27.152 11/05/1995]',-0.031,0.025,-0.021,180.400,0.443
'[11:00:27.154 11/05/1995]',-0.031,0.002,0.001,180.400,0.443
'[11:00:27.156 11/05/1995]',-0.025,0.002,0.001,180.400,0.443
'[11:00:27.158 11/05/1995]',-0.012,0.002,0.001,180.400,0.443
'[11:00:27.160 11/05/1995]',-0.025,0.002,0.001,180.400,0.440
'[11:00:27.162 11/05/1995]',-0.031,0.025,-0.021,180.400,0.440
'[11:00:27.164 11/05/1995]',-0.031,0.025,-0.044,180.400,0.440
'[11:00:27.166 11/05/1995]',-0.025,0.025,-0.044,180.400,0.440
'[11:00:27.168 11/05/1995]',-0.031,0.025,-0.033,180.400,0.430
'[11:00:27.170 11/05/1995]',-0.031,0.002,-0.010,180.400,0.430
'[11:00:27.172 11/05/1995]',-0.025,0.002,0.001,180.400,0.430
'[11:00:27.174 11/05/1995]',-0.025,0.002,0.001,180.400,0.430
'[11:00:27.176 11/05/1995]',-0.025,0.002,0.001,180.400,0.416
'[11:00:27.178 11/05/1995]',-0.025,0.002,-0.021,180.400,0.416
'[11:00:27.180 11/05/1995]',-0.025,0.025,-0.033,180.400,0.416
'[11:00:27.182 11/05/1995]',-0.031,0.025,-0.044,180.400,0.416
'[11:00:27.184 11/05/1995]',-0.025,0.025,-0.033,180.400,0.396
'[11:00:27.186 11/05/1995]',-0.025,0.002,-0.021,180.400,0.396
'[11:00:27.188 11/05/1995]',-0.012,0.002,0.001,180.400,0.396
'[11:00:27.190 11/05/1995]',-0.006,0.002,0.001,180.400,0.396
'[11:00:27.192 11/05/1995]',-0.012,0.002,0.001,180.400,0.370
'[11:00:27.194 11/05/1995]',-0.012,0.002,-0.010,180.400,0.370
'[11:00:27.196 11/05/1995]',-0.012,0.025,-0.033,180.400,0.370
'[11:00:27.198 11/05/1995]',-0.012,0.025,-0.033,180.400,0.370
'[11:00:27.200 11/05/1995]',-0.012,0.025,-0.033,180.400,0.341
'[11:00:27.202 11/05/1995]',-0.012,0.002,-0.021,180.400,0.341
'[11:00:27.204 11/05/1995]',-0.012,0.002,0.001,180.400,0.341
'[11:00:27.206 11/05/1995]',-0.012,0.002,0.001,180.400,0.341
'[11:00:27.208 11/05/1995]',-0.012,0.002,0.001,180.400,0.308
'[11:00:27.210 11/05/1995]',-0.012,0.002,0.001,180.400,0.308
'[11:00:27.212 11/05/1995]',-0.012,0.002,-0.021,180.400,0.308
'[11:00:27.214 11/05/1995]',-0.012,0.025,-0.033,180.400,0.308
'[11:00:27.216 11/05/1995]',-0.012,0.025,-0.044,180.400,0.270
'[11:00:27.218 11/05/1995]',-0.012,0.002,-0.021,180.400,0.270
'[11:00:27.220 11/05/1995]',-0.012,0.002,-0.010,180.400,0.270
'[11:00:27.222 11/05/1995]',-0.012,0.002,0.001,180.400,0.270
'[11:00:27.224 11/05/1995]',-0.006,0.002,0.001,180.400,0.233
'[11:00:27.226 11/05/1995]',-0.006,0.002,0.001,180.400,0.233
'[11:00:27.228 11/05/1995]',-0.006,0.002,0.001,180.400,0.233
'[11:00:27.230 11/05/1995]',-0.012,0.002,-0.033,180.400,0.233
'[11:00:27.232 11/05/1995]',-0.012,0.002,-0.033,180.400,0.192
'[11:00:27.234 11/05/1995]',-0.012,0.002,-0.033,180.400,0.192
'[11:00:27.236 11/05/1995]',-0.012,0.002,-0.010,180.400,0.192
'[11:00:27.238 11/05/1995]',-0.006,0.002,0.001,180.400,0.192
'[11:00:27.240 11/05/1995]',-0.006,0.002,0.012,180.400,0.152
'[11:00:27.242 11/05/1995]',-0.006,0.002,0.001,180.400,0.152
'[11:00:27.244 11/05/1995]',-0.012,0.002,0.001,180.400,0.152
'[11:00:27.246 11/05/1995]',-0.012,0.002,-0.021,180.400,0.152
'[11:00:27.248 11/05/1995]',-0.012,0.002,-0.033,180.400,0.113
'[11:00:27.250 11/05/1995]',-0.012,0.002,-0.033,180.400,0.113
'[11:00:27.252 11/05/1995]',-0.006,0.002,-0.021,180.400,0.113
'[11:00:27.254 11/05/1995]',-0.006,0.002,0.001,180.400,0.113
'[11:00:27.256 11/05/1995]',-0.006,0.002,0.012,180.400,0.073
'[11:00:27.258 11/05/1995]',-0.006,0.002,0.012,180.400,0.073
'[11:00:27.260 11/05/1995]',-0.006,0.002,0.001,180.400,0.073
'[11:00:27.262 11/05/1995]',-0.012,0.002,-0.021,180.400,0.073
'[11:00:27.264 11/05/1995]',-0.012,0.002,-0.033,180.400,0.036
'[11:00:27.266 11/05/1995]',-0.012,0.002,-0.033,180.400,0.036
'[11:00:27.268 11/05/1995]',-0.012,0.002,-0.033,180.400,0.036
'[11:00:27.270 11/05/1995]',-0.006,0.002,0.001,180.400,0.036
'[11:00:27.272 11/05/1995]',-0.006,0.002,0.001,180.400,0.002
'[11:00:27.274 11/05/1995]',-0.006,0.002,0.012,180.400,0.002
'[11:00:27.276 11/05/1995]',-0.006,0.002,0.001,180.400,0.002
'[11:00:27.278 11/05/1995]',-0.012,0.002,0.001,180.400,0.002
'[11:00:27.280 11/05/1995]',-0.006,0.002,-0.033,180.400,-0.031
'[11:00:27.282 11/05/1995]',-0.012,0.002,-0.033,180.400,-0.031
'[11:00:27.284 11/05/1995]',-0.012,0.002,-0.033,180.400,-0.031
'[11:00:27.286 11/05/1995]',-0.012,0.002,-0.010,180.400,-0.031
'[11:00:27.288 11/05/1995]',-0.006,0.002,0.001,180.400,-0.062
'[11:00:27.290 11/05/1995]',-0.006,0.002,0.012,180.400,-0.062
'[11:00:27.292 11/05/1995]',-0.006,0.002,0.001,180.400,-0.062
'[11:00:27.294 11/05/1995]',-0.006,0.002,0.001,180.400,-0.062
'[11:00:27.296 11/05/1995]',-0.006,0.002,-0.021,180.400,-0.089
'[11:00:27.298 11/05/1995]',-0.006,0.002,-0.033,180.400,-0.089
'[11:00:27.300 11/05/1995]',-0.012,0.002,-0.033,180.400,-0.089
'[11:00:27.302 11/05/1995]',-0.006,0.002,-0.021,180.400,-0.089
'[11:00:27.304 11/05/1995]',-0.006,0.002,0.001,180.400,-0.116
'[11:00:27.306 11/05/1995]',-0.012,0.002,0.001,180.400,-0.116
'[11:00:27.308 11/05/1995]',-0.006,0.002,0.012,180.400,-0.116
'[11:00:27.310 11/05/1995]',-0.006,0.002,0.001,180.400,-0.116
'[11:00:27.312 11/05/1995]',-0.012,0.002,-0.010,180.400,-0.141
'[11:00:27.314 11/05/1995]',-0.006,0.002,-0.033,180.400,-0.141
'[11:00:27.316 11/05/1995]',-0.006,0.002,-0.033,180.400,-0.141
'[11:00:27.318 11/05/1995]',-0.006,0.002,-0.021,180.400,-0.141
'[11:00:27.320 11/05/1995]',-0.006,0.002,0.001,180.400,-0.164
'[11:00:27.322 11/05/1995]',0.001,0.002,0.012,180.400,-0.164
'[11:00:27.324 11/05/1995]',-0.006,0.002,0.012,180.400,-0.164
'[11:00:27.326 11/05/1995]',-0.006,0.002,0.001,180.400,-0.164
'[11:00:27.328 11/05/1995]',-0.006,0.002,0.001,180.400,-0.184
'[11:00:27.330 11/05/1995]',-0.006,0.002,-0.033,180.400,-0.184
'[11:00:27.332 11/05/1995]',-0.006,0.002,-0.033,180.400,-0.184
'[11:00:27.334 11/05/1995]',-0.012,0.002,-0.033,180.400,-0.184
'[11:00:27.336 11/05/1995]',-0.006,0.002,0.001,180.400,-0.204
'[11:00:27.338 11/05/1995]',-0.006,0.002,0.001,180.400,-0.204
'[11:00:27.340 11/05/1995]',-0.006,0.002,0.012,180.400,-0.204
'[11:00:27.342 11/05/1995]',-0.006,0.002,0.001,180.400,-0.204
'[11:00:27.344 11/05/1995]',-0.006,0.002,0.001,180.400,-0.224
'[11:00:27.346 11/05/1995]',-0.006,0.002,-0.021,180.400,-0.224
'[11:00:27.348 11/05/1995]',-0.012,0.002,-0.033,180.400,-0.224
'[11:00:27.350 11/05/1995]',-0.006,0.002,-0.033,180.400,-0.224
'[11:00:27.352 11/05/1995]',-0.006,0.002,-0.010,180.400,-0.242
'[11:00:27.354 11/05/1995]',-0.006,0.002,0.001,180.400,-0.242
'[11:00:27.356 11/05/1995]',0.001,0.002,0.012,180.400,-0.242
'[11:00:27.358 11/05/1995]',-0.006,0.002,0.012,180.400,-0.242
'[11:00:27.360 11/05/1995]',-0.006,0.002,0.001,180.400,-0.260
'[11:00:27.362 11/05/1995]',-0.006,0.002,-0.010,180.400,-0.260
'[11:00:27.364 11/05/1995]',-0.006,0.002,-0.033,180.400,-0.260
'[11:00:27.366 11/05/1995]',-0.006,0.002,-0.033,180.400,-0.260
'[11:00:27.368 11/05/1995]',-0.006,0.002,-0.010,180.400,-0.277
'[11:00:27.370 11/05/1995]',-0.006,0.002,0.001,180.400,-0.277
'[11:00:27.372 11/05/1995]',0.001,0.002,0.012,180.400,-0.277
'[11:00:27.374 11/05/1995]',0.001,0.002,0.023,180.400,-0.277
'[11:00:27.376 11/05/1995]',0.001,0.002,0.012,180.400,-0.292
'[11:00:27.378 11/05/1995]',-0.006,0.002,0.001,180.400,-0.292
'[11:00:27.380 11/05/1995]',-0.006,0.025,-0.021,180.400,-0.292
'[11:00:27.382 11/05/1995]',-0.012,0.025,-0.033,180.400,-0.292
'[11:00:27.384 11/05/1995]',-0.012,0.025,-0.033,180.400,-0.308
'[11:00:27.386 11/05/1995]',-0.012,0.025,-0.010,180.400,-0.308
'[11:00:27.388 11/05/1995]',-0.012,0.025,0.001,180.400,-0.308
'[11:00:27.390 11/05/1995]',-0.012,0.025,0.012,180.400,-0.308
'[11:00:27.392 11/05/1995]',-0.006,0.050,0.001,180.400,-0.322
