'Time and date','aVR','II','V','ABP','PLETH','RESP'
'[09:10:08.640 26/12/1995]',0.014,-0.015,-0.020,59.499,-0.291,-0.040
'[09:10:08.642 26/12/1995]',0.014,-0.015,-0.020,59.499,-0.291,-0.040
'[09:10:08.644 26/12/1995]',0.012,-0.015,-0.020,59.499,-0.291,-0.040
'[09:10:08.646 26/12/1995]',0.011,-0.015,-0.020,59.499,-0.291,-0.040
'[09:10:08.648 26/12/1995]',0.010,-0.015,-0.027,59.148,-0.270,-0.059
'[09:10:08.650 26/12/1995]',0.009,-0.022,-0.020,59.148,-0.270,-0.059
'[09:10:08.652 26/12/1995]',0.008,-0.022,-0.027,59.148,-0.270,-0.059
'[09:10:08.654 26/12/1995]',0.008,-0.022,-0.027,59.148,-0.270,-0.059
'[09:10:08.656 26/12/1995]',0.008,-0.015,-0.027,58.848,-0.250,-0.078
'[09:10:08.658 26/12/1995]',0.008,-0.022,-0.027,58.848,-0.250,-0.078
'[09:10:08.660 26/12/1995]',0.009,-0.022,-0.033,58.848,-0.250,-0.078
'[09:10:08.662 26/12/1995]',0.011,-0.030,-0.047,58.848,-0.250,-0.078
'[09:10:08.664 26/12/1995]',0.015,-0.015,-0.047,58.497,-0.231,-0.099
'[09:10:08.666 26/12/1995]',0.018,-0.015,-0.054,58.497,-0.231,-0.099
'[09:10:08.668 26/12/1995]',0.025,-0.007,-0.054,58.497,-0.231,-0.099
'[09:10:08.670 26/12/1995]',0.031,0.001,-0.061,58.497,-0.231,-0.099
'[09:10:08.672 26/12/1995]',0.039,0.001,-0.061,58.197,-0.211,-0.118
'[09:10:08.674 26/12/1995]',0.048,-0.015,-0.054,58.197,-0.211,-0.118
'[09:10:08.676 26/12/1995]',0.059,-0.030,-0.054,58.197,-0.211,-0.118
'[09:10:08.678 26/12/1995]',0.070,-0.053,-0.047,58.197,-0.211,-0.118
'[09:10:08.680 26/12/1995]',0.083,-0.075,-0.047,57.946,-0.192,-0.135
'[09:10:08.682 26/12/1995]',0.097,-0.083,-0.033,57.946,-0.192,-0.135
'[09:10:08.684 26/12/1995]',0.110,-0.098,-0.033,57.946,-0.192,-0.135
'[09:10:08.686 26/12/1995]',0.124,-0.121,-0.027,57.946,-0.192,-0.135
'[09:10:08.688 26/12/1995]',0.137,-0.143,-0.013,57.696,-0.174,-0.150
'[09:10:08.690 26/12/1995]',0.150,-0.159,0.001,57.696,-0.174,-0.150
'[09:10:08.692 26/12/1995]',0.162,-0.174,0.014,57.696,-0.174,-0.150
'[09:10:08.694 26/12/1995]',0.173,-0.212,0.021,57.696,-0.174,-0.150
'[09:10:08.696 26/12/1995]',0.185,-0.219,0.034,57.345,-0.157,-0.164
'[09:10:08.698 26/12/1995]',0.196,-0.227,0.034,57.345,-0.157,-0.164
'[09:10:08.700 26/12/1995]',0.207,-0.242,0.055,57.345,-0.157,-0.164
'[09:10:08.702 26/12/1995]',0.217,-0.272,0.062,57.345,-0.157,-0.164
'[09:10:08.704 26/12/1995]',0.225,-0.287,0.075,56.995,-0.139,-0.175
'[09:10:08.706 26/12/1995]',0.233,-0.310,0.096,56.995,-0.139,-0.175
'[09:10:08.708 26/12/1995]',0.237,-0.348,0.109,56.995,-0.139,-0.175
'[09:10:08.710 26/12/1995]',0.240,-0.363,0.136,56.995,-0.139,-0.175
'[09:10:08.712 26/12/1995]',0.238,-0.378,0.136,56.644,-0.126,-0.186
'[09:10:08.714 26/12/1995]',0.236,-0.393,0.143,56.644,-0.126,-0.186
'[09:10:08.716 26/12/1995]',0.228,-0.386,0.143,56.644,-0.126,-0.186
'[09:10:08.718 26/12/1995]',0.221,-0.378,0.136,56.644,-0.126,-0.186
'[09:10:08.720 26/12/1995]',0.211,-0.355,0.129,56.244,-0.111,-0.195
'[09:10:08.722 26/12/1995]',0.201,-0.325,0.109,56.244,-0.111,-0.195
'[09:10:08.724 26/12/1995]',0.190,-0.318,0.109,56.244,-0.111,-0.195
'[09:10:08.726 26/12/1995]',0.179,-0.310,0.102,56.244,-0.111,-0.195
'[09:10:08.728 26/12/1995]',0.169,-0.295,0.102,55.793,-0.100,-0.203
'[09:10:08.730 26/12/1995]',0.159,-0.295,0.096,55.793,-0.100,-0.203
'[09:10:08.732 26/12/1995]',0.149,-0.295,0.096,55.793,-0.100,-0.203
'[09:10:08.734 26/12/1995]',0.140,-0.272,0.096,55.793,-0.100,-0.203
'[09:10:08.736 26/12/1995]',0.131,-0.249,0.075,55.442,-0.089,-0.210
'[09:10:08.738 26/12/1995]',0.122,-0.227,0.068,55.442,-0.089,-0.210
'[09:10:08.740 26/12/1995]',0.112,-0.212,0.055,55.442,-0.089,-0.210
'[09:10:08.742 26/12/1995]',0.103,-0.212,0.048,55.442,-0.089,-0.210
'[09:10:08.744 26/12/1995]',0.093,-0.189,0.034,55.042,-0.079,-0.216
'[09:10:08.746 26/12/1995]',0.084,-0.174,0.034,55.042,-0.079,-0.216
'[09:10:08.748 26/12/1995]',0.075,-0.159,0.021,55.042,-0.079,-0.216
'[09:10:08.750 26/12/1995]',0.065,-0.143,0.021,55.042,-0.079,-0.216
'[09:10:08.752 26/12/1995]',0.057,-0.121,0.007,54.641,-0.070,-0.222
'[09:10:08.754 26/12/1995]',0.048,-0.106,0.001,54.641,-0.070,-0.222
'[09:10:08.756 26/12/1995]',0.041,-0.091,-0.006,54.641,-0.070,-0.222
'[09:10:08.758 26/12/1995]',0.035,-0.075,-0.006,54.641,-0.070,-0.222
'[09:10:08.760 26/12/1995]',0.030,-0.045,-0.013,54.240,-0.059,-0.227
'[09:10:08.762 26/12/1995]',0.025,-0.030,-0.013,54.240,-0.059,-0.227
'[09:10:08.764 26/12/1995]',0.023,-0.022,-0.020,54.240,-0.059,-0.227
'[09:10:08.766 26/12/1995]',0.021,-0.015,-0.020,54.240,-0.059,-0.227
'[09:10:08.768 26/12/1995]',0.019,-0.015,-0.027,53.840,-0.050,-0.231
'[09:10:08.770 26/12/1995]',0.017,-0.007,-0.020,53.840,-0.050,-0.231
'[09:10:08.772 26/12/1995]',0.016,-0.015,-0.027,53.840,-0.050,-0.231
'[09:10:08.774 26/12/1995]',0.015,-0.015,-0.027,53.840,-0.050,-0.231
'[09:10:08.776 26/12/1995]',0.014,-0.007,-0.033,53.389,-0.043,-0.234
'[09:10:08.778 26/12/1995]',0.013,-0.007,-0.033,53.389,-0.043,-0.234
'[09:10:08.780 26/12/1995]',0.011,0.001,-0.033,53.389,-0.043,-0.234
'[09:10:08.782 26/12/1995]',0.009,-0.007,-0.033,53.389,-0.043,-0.234
'[09:10:08.784 26/12/1995]',0.007,-0.015,-0.027,52.988,-0.035,-0.236
'[09:10:08.786 26/12/1995]',0.005,-0.015,-0.033,52.988,-0.035,-0.236
'[09:10:08.788 26/12/1995]',0.002,0.001,-0.033,52.988,-0.035,-0.236
'[09:10:08.790 26/12/1995]',0.000,0.008,-0.033,52.988,-0.035,-0.236
'[09:10:08.792 26/12/1995]',-0.002,0.023,-0.033,52.588,-0.026,-0.237
'[09:10:08.794 26/12/1995]',-0.004,0.023,-0.047,52.588,-0.026,-0.237
'[09:10:08.796 26/12/1995]',-0.006,0.023,-0.047,52.588,-0.026,-0.237
'[09:10:08.798 26/12/1995]',-0.007,0.023,-0.047,52.588,-0.026,-0.237
'[09:10:08.800 26/12/1995]',-0.008,0.031,-0.054,52.237,-0.018,-0.238
'[09:10:08.802 26/12/1995]',-0.008,0.031,-0.047,52.237,-0.018,-0.238
'[09:10:08.804 26/12/1995]',-0.008,0.031,-0.047,52.237,-0.018,-0.238
'[09:10:08.806 26/12/1995]',-0.008,0.023,-0.033,52.237,-0.018,-0.238
'[09:10:08.808 26/12/1995]',-0.007,0.016,-0.033,51.936,-0.011,-0.237
'[09:10:08.810 26/12/1995]',-0.006,0.023,-0.033,51.936,-0.011,-0.237
'[09:10:08.812 26/12/1995]',-0.006,0.023,-0.033,51.936,-0.011,-0.237
'[09:10:08.814 26/12/1995]',-0.005,0.031,-0.033,51.936,-0.011,-0.237
'[09:10:08.816 26/12/1995]',-0.005,0.031,-0.033,51.686,-0.004,-0.235
'[09:10:08.818 26/12/1995]',-0.005,0.023,-0.033,51.686,-0.004,-0.235
'[09:10:08.820 26/12/1995]',-0.005,0.016,-0.033,51.686,-0.004,-0.235
'[09:10:08.822 26/12/1995]',-0.005,0.023,-0.033,51.686,-0.004,-0.235
'[09:10:08.824 26/12/1995]',-0.006,0.031,-0.033,51.486,0.002,-0.232
'[09:10:08.826 26/12/1995]',-0.007,0.038,-0.047,51.486,0.002,-0.232
'[09:10:08.828 26/12/1995]',-0.009,0.031,-0.033,51.486,0.002,-0.232
'[09:10:08.830 26/12/1995]',-0.010,0.038,-0.033,51.486,0.002,-0.232
'[09:10:08.832 26/12/1995]',-0.011,0.038,-0.033,51.285,0.006,-0.228
'[09:10:08.834 26/12/1995]',-0.012,0.038,-0.033,51.285,0.006,-0.228
'[09:10:08.836 26/12/1995]',-0.014,0.038,-0.033,51.285,0.006,-0.228
'[09:10:08.838 26/12/1995]',-0.015,0.038,-0.047,51.285,0.006,-0.228
'[09:10:08.840 26/12/1995]',-0.015,0.046,-0.047,51.085,0.011,-0.223
'[09:10:08.842 26/12/1995]',-0.016,0.046,-0.047,51.085,0.011,-0.223
'[09:10:08.844 26/12/1995]',-0.016,0.046,-0.033,51.085,0.011,-0.223
'[09:10:08.846 26/12/1995]',-0.017,0.046,-0.033,51.085,0.011,-0.223
'[09:10:08.848 26/12/1995]',-0.017,0.046,-0.033,50.885,0.019,-0.216
'[09:10:08.850 26/12/1995]',-0.018,0.046,-0.033,50.885,0.019,-0.216
'[09:10:08.852 26/12/1995]',-0.019,0.046,-0.047,50.885,0.019,-0.216
'[09:10:08.854 26/12/1995]',-0.019,0.054,-0.047,50.885,0.019,-0.216
'[09:10:08.856 26/12/1995]',-0.021,0.038,-0.033,50.935,0.021,-0.208
'[09:10:08.858 26/12/1995]',-0.022,0.031,-0.033,50.935,0.021,-0.208
'[09:10:08.860 26/12/1995]',-0.023,0.038,-0.027,50.935,0.021,-0.208
'[09:10:08.862 26/12/1995]',-0.024,0.054,-0.047,50.935,0.021,-0.208
'[09:10:08.864 26/12/1995]',-0.025,0.076,-0.047,51.436,0.026,-0.200
'[09:10:08.866 26/12/1995]',-0.026,0.076,-0.047,51.436,0.026,-0.200
'[09:10:08.868 26/12/1995]',-0.026,0.084,-0.047,51.436,0.026,-0.200
'[09:10:08.870 26/12/1995]',-0.026,0.076,-0.047,51.436,0.026,-0.200
'[09:10:08.872 26/12/1995]',-0.027,0.084,-0.047,52.588,0.033,-0.191
'[09:10:08.874 26/12/1995]',-0.027,0.076,-0.047,52.588,0.033,-0.191
'[09:10:08.876 26/12/1995]',-0.027,0.076,-0.033,52.588,0.033,-0.191
'[09:10:08.878 26/12/1995]',-0.027,0.084,-0.033,52.588,0.033,-0.191
'[09:10:08.880 26/12/1995]',-0.027,0.092,-0.033,54.441,0.039,-0.181
'[09:10:08.882 26/12/1995]',-0.028,0.084,-0.033,54.441,0.039,-0.181
'[09:10:08.884 26/12/1995]',-0.028,0.084,-0.033,54.441,0.039,-0.181
'[09:10:08.886 26/12/1995]',-0.028,0.084,-0.047,54.441,0.039,-0.181
'[09:10:08.888 26/12/1995]',-0.028,0.076,-0.047,56.995,0.043,-0.171
'[09:10:08.890 26/12/1995]',-0.028,0.069,-0.054,56.995,0.043,-0.171
'[09:10:08.892 26/12/1995]',-0.027,0.076,-0.047,56.995,0.043,-0.171
'[09:10:08.894 26/12/1995]',-0.026,0.076,-0.047,56.995,0.043,-0.171
'[09:10:08.896 26/12/1995]',-0.025,0.076,-0.047,60.050,0.056,-0.160
'[09:10:08.898 26/12/1995]',-0.025,0.069,-0.047,60.050,0.056,-0.160
'[09:10:08.900 26/12/1995]',-0.023,0.069,-0.047,60.050,0.056,-0.160
'[09:10:08.902 26/12/1995]',-0.022,0.069,-0.047,60.050,0.056,-0.160
'[09:10:08.904 26/12/1995]',-0.020,0.069,-0.047,63.506,0.065,-0.148
'[09:10:08.906 26/12/1995]',-0.019,0.054,-0.033,63.506,0.065,-0.148
'[09:10:08.908 26/12/1995]',-0.017,0.054,-0.033,63.506,0.065,-0.148
'[09:10:08.910 26/12/1995]',-0.015,0.054,-0.047,63.506,0.065,-0.148
'[09:10:08.912 26/12/1995]',-0.012,0.054,-0.047,67.062,0.080,-0.137
'[09:10:08.914 26/12/1995]',-0.010,0.046,-0.047,67.062,0.080,-0.137
'[09:10:08.916 26/12/1995]',-0.007,0.038,-0.047,67.062,0.080,-0.137
'[09:10:08.918 26/12/1995]',-0.005,0.023,-0.047,67.062,0.080,-0.137
'[09:10:08.920 26/12/1995]',-0.003,0.023,-0.047,70.668,0.096,-0.125
'[09:10:08.922 26/12/1995]',-0.002,0.023,-0.033,70.668,0.096,-0.125
'[09:10:08.924 26/12/1995]',-0.001,0.023,-0.033,70.668,0.096,-0.125
'[09:10:08.926 26/12/1995]',0.001,0.016,-0.033,70.668,0.096,-0.125
'[09:10:08.928 26/12/1995]',0.001,0.016,-0.033,74.123,0.115,-0.114
'[09:10:08.930 26/12/1995]',0.002,0.016,-0.033,74.123,0.115,-0.114
'[09:10:08.932 26/12/1995]',0.002,0.023,-0.033,74.123,0.115,-0.114
'[09:10:08.934 26/12/1995]',0.003,0.023,-0.033,74.123,0.115,-0.114
'[09:10:08.936 26/12/1995]',0.005,0.023,-0.033,77.279,0.137,-0.103
'[09:10:08.938 26/12/1995]',0.006,0.016,-0.033,77.279,0.137,-0.103
'[09:10:08.940 26/12/1995]',0.008,0.001,-0.027,77.279,0.137,-0.103
'[09:10:08.942 26/12/1995]',0.010,-0.007,-0.033,77.279,0.137,-0.103
'[09:10:08.944 26/12/1995]',0.012,-0.007,-0.027,80.133,0.161,-0.093
'[09:10:08.946 26/12/1995]',0.015,0.001,-0.020,80.133,0.161,-0.093
'[09:10:08.948 26/12/1995]',0.017,-0.007,-0.027,80.133,0.161,-0.093
'[09:10:08.950 26/12/1995]',0.019,0.001,-0.020,80.133,0.161,-0.093
'[09:10:08.952 26/12/1995]',0.022,0.001,-0.020,82.387,0.182,-0.084
'[09:10:08.954 26/12/1995]',0.024,-0.007,-0.020,82.387,0.182,-0.084
'[09:10:08.956 26/12/1995]',0.027,-0.007,-0.020,82.387,0.182,-0.084
'[09:10:08.958 26/12/1995]',0.029,-0.015,-0.020,82.387,0.182,-0.084
'[09:10:08.960 26/12/1995]',0.031,-0.015,-0.020,84.290,0.204,-0.075
'[09:10:08.962 26/12/1995]',0.033,-0.022,-0.020,84.290,0.204,-0.075
'[09:10:08.964 26/12/1995]',0.035,-0.022,-0.020,84.290,0.204,-0.075
'[09:10:08.966 26/12/1995]',0.036,-0.030,-0.020,84.290,0.204,-0.075
'[09:10:08.968 26/12/1995]',0.036,-0.030,-0.013,85.593,0.228,-0.068
'[09:10:08.970 26/12/1995]',0.036,-0.030,-0.013,85.593,0.228,-0.068
'[09:10:08.972 26/12/1995]',0.035,-0.030,-0.013,85.593,0.228,-0.068
'[09:10:08.974 26/12/1995]',0.035,-0.030,-0.013,85.593,0.228,-0.068
'[09:10:08.976 26/12/1995]',0.036,-0.030,-0.013,86.394,0.252,-0.060
'[09:10:08.978 26/12/1995]',0.036,-0.030,-0.013,86.394,0.252,-0.060
'[09:10:08.980 26/12/1995]',0.038,-0.030,-0.013,86.394,0.252,-0.060
'[09:10:08.982 26/12/1995]',0.039,-0.037,-0.013,86.394,0.252,-0.060
'[09:10:08.984 26/12/1995]',0.042,-0.030,-0.013,86.744,0.271,-0.053
'[09:10:08.986 26/12/1995]',0.044,-0.037,-0.020,86.744,0.271,-0.053
'[09:10:08.988 26/12/1995]',0.044,-0.037,-0.013,86.744,0.271,-0.053
'[09:10:08.990 26/12/1995]',0.045,-0.075,-0.006,86.744,0.271,-0.053
'[09:10:08.992 26/12/1995]',0.044,-0.083,0.001,86.694,0.293,-0.048
'[09:10:08.994 26/12/1995]',0.044,-0.068,0.001,86.694,0.293,-0.048
'[09:10:08.996 26/12/1995]',0.043,-0.037,-0.006,86.694,0.293,-0.048
'[09:10:08.998 26/12/1995]',0.042,-0.037,-0.013,86.694,0.293,-0.048
'[09:10:09.000 26/12/1995]',0.041,-0.030,-0.013,86.344,0.310,-0.045
'[09:10:09.002 26/12/1995]',0.040,-0.030,-0.013,86.344,0.310,-0.045
'[09:10:09.004 26/12/1995]',0.039,-0.037,-0.013,86.344,0.310,-0.045
'[09:10:09.006 26/12/1995]',0.039,-0.045,-0.013,86.344,0.310,-0.045
'[09:10:09.008 26/12/1995]',0.039,-0.037,-0.013,85.643,0.328,-0.044
'[09:10:09.010 26/12/1995]',0.039,-0.045,-0.013,85.643,0.328,-0.044
'[09:10:09.012 26/12/1995]',0.040,-0.037,-0.013,85.643,0.328,-0.044
'[09:10:09.014 26/12/1995]',0.041,-0.037,-0.006,85.643,0.328,-0.044
'[09:10:09.016 26/12/1995]',0.041,-0.037,-0.006,84.641,0.341,-0.046
'[09:10:09.018 26/12/1995]',0.041,-0.045,-0.013,84.641,0.341,-0.046
'[09:10:09.020 26/12/1995]',0.040,-0.037,-0.006,84.641,0.341,-0.046
'[09:10:09.022 26/12/1995]',0.039,-0.045,-0.006,84.641,0.341,-0.046
'[09:10:09.024 26/12/1995]',0.037,-0.053,-0.006,83.239,0.354,-0.049
'[09:10:09.026 26/12/1995]',0.035,-0.045,-0.006,83.239,0.354,-0.049
'[09:10:09.028 26/12/1995]',0.034,-0.037,-0.006,83.239,0.354,-0.049
'[09:10:09.030 26/12/1995]',0.033,-0.037,-0.006,83.239,0.354,-0.049
'[09:10:09.032 26/12/1995]',0.033,-0.037,-0.006,81.386,0.362,-0.051
'[09:10:09.034 26/12/1995]',0.033,-0.030,-0.006,81.386,0.362,-0.051
'[09:10:09.036 26/12/1995]',0.035,-0.022,-0.006,81.386,0.362,-0.051
'[09:10:09.038 26/12/1995]',0.036,-0.022,-0.006,81.386,0.362,-0.051
'[09:10:09.040 26/12/1995]',0.038,-0.037,-0.013,79.232,0.369,-0.051
'[09:10:09.042 26/12/1995]',0.039,-0.037,-0.013,79.232,0.369,-0.051
'[09:10:09.044 26/12/1995]',0.041,-0.037,-0.013,79.232,0.369,-0.051
'[09:10:09.046 26/12/1995]',0.042,-0.037,-0.013,79.232,0.369,-0.051
'[09:10:09.048 26/12/1995]',0.041,-0.037,-0.006,76.828,0.376,-0.051
'[09:10:09.050 26/12/1995]',0.041,-0.037,-0.013,76.828,0.376,-0.051
'[09:10:09.052 26/12/1995]',0.040,-0.037,-0.006,76.828,0.376,-0.051
'[09:10:09.054 26/12/1995]',0.039,-0.045,-0.006,76.828,0.376,-0.051
'[09:10:09.056 26/12/1995]',0.039,-0.030,-0.006,74.224,0.378,-0.052
'[09:10:09.058 26/12/1995]',0.039,-0.037,-0.013,74.224,0.378,-0.052
'[09:10:09.060 26/12/1995]',0.038,-0.030,-0.006,74.224,0.378,-0.052
'[09:10:09.062 26/12/1995]',0.037,-0.030,-0.006,74.224,0.378,-0.052
'[09:10:09.064 26/12/1995]',0.037,-0.030,-0.006,71.769,0.382,-0.056
'[09:10:09.066 26/12/1995]',0.037,-0.022,-0.006,71.769,0.382,-0.056
'[09:10:09.068 26/12/1995]',0.036,-0.030,-0.006,71.769,0.382,-0.056
'[09:10:09.070 26/12/1995]',0.036,-0.030,-0.006,71.769,0.382,-0.056
'[09:10:09.072 26/12/1995]',0.035,-0.030,-0.013,69.416,0.380,-0.060
'[09:10:09.074 26/12/1995]',0.035,-0.030,-0.013,69.416,0.380,-0.060
'[09:10:09.076 26/12/1995]',0.035,-0.030,-0.013,69.416,0.380,-0.060
'[09:10:09.078 26/12/1995]',0.036,-0.030,-0.006,69.416,0.380,-0.060
'[09:10:09.080 26/12/1995]',0.036,-0.030,-0.006,67.262,0.380,-0.066
'[09:10:09.082 26/12/1995]',0.037,-0.030,-0.013,67.262,0.380,-0.066
'[09:10:09.084 26/12/1995]',0.039,-0.030,-0.006,67.262,0.380,-0.066
'[09:10:09.086 26/12/1995]',0.040,-0.030,-0.006,67.262,0.380,-0.066
'[09:10:09.088 26/12/1995]',0.041,-0.030,-0.006,65.309,0.380,-0.073
'[09:10:09.090 26/12/1995]',0.042,-0.037,-0.006,65.309,0.380,-0.073
'[09:10:09.092 26/12/1995]',0.042,-0.037,-0.006,65.309,0.380,-0.073
'[09:10:09.094 26/12/1995]',0.043,-0.045,-0.006,65.309,0.380,-0.073
'[09:10:09.096 26/12/1995]',0.043,-0.037,-0.006,63.606,0.373,-0.081
'[09:10:09.098 26/12/1995]',0.043,-0.030,-0.006,63.606,0.373,-0.081
'[09:10:09.100 26/12/1995]',0.043,-0.037,-0.006,63.606,0.373,-0.081
'[09:10:09.102 26/12/1995]',0.043,-0.045,-0.006,63.606,0.373,-0.081
'[09:10:09.104 26/12/1995]',0.042,-0.068,0.001,62.103,0.367,-0.088
'[09:10:09.106 26/12/1995]',0.041,-0.068,0.001,62.103,0.367,-0.088
'[09:10:09.108 26/12/1995]',0.040,-0.053,-0.006,62.103,0.367,-0.088
'[09:10:09.110 26/12/1995]',0.039,-0.037,-0.006,62.103,0.367,-0.088
'[09:10:09.112 26/12/1995]',0.038,-0.030,-0.006,60.801,0.362,-0.097
'[09:10:09.114 26/12/1995]',0.037,-0.037,-0.013,60.801,0.362,-0.097
'[09:10:09.116 26/12/1995]',0.036,-0.022,-0.006,60.801,0.362,-0.097
'[09:10:09.118 26/12/1995]',0.036,-0.022,-0.013,60.801,0.362,-0.097
'[09:10:09.120 26/12/1995]',0.037,-0.015,-0.013,59.699,0.356,-0.106
'[09:10:09.122 26/12/1995]',0.037,-0.030,-0.013,59.699,0.356,-0.106
'[09:10:09.124 26/12/1995]',0.039,-0.037,-0.006,59.699,0.356,-0.106
'[09:10:09.126 26/12/1995]',0.040,-0.037,-0.013,59.699,0.356,-0.106
'[09:10:09.128 26/12/1995]',0.041,-0.030,-0.013,58.748,0.347,-0.117
'[09:10:09.130 26/12/1995]',0.042,-0.030,-0.013,58.748,0.347,-0.117
'[09:10:09.132 26/12/1995]',0.042,-0.030,-0.006,58.748,0.347,-0.117
'[09:10:09.134 26/12/1995]',0.043,-0.037,-0.006,58.748,0.347,-0.117
'[09:10:09.136 26/12/1995]',0.042,-0.037,-0.006,57.997,0.339,-0.131
'[09:10:09.138 26/12/1995]',0.042,-0.030,-0.013,57.997,0.339,-0.131
'[09:10:09.140 26/12/1995]',0.041,-0.030,-0.013,57.997,0.339,-0.131
'[09:10:09.142 26/12/1995]',0.041,-0.030,-0.013,57.997,0.339,-0.131
'[09:10:09.144 26/12/1995]',0.040,-0.030,-0.006,57.396,0.332,-0.146
'[09:10:09.146 26/12/1995]',0.039,-0.022,-0.013,57.396,0.332,-0.146
'[09:10:09.148 26/12/1995]',0.040,-0.022,-0.006,57.396,0.332,-0.146
'[09:10:09.150 26/12/1995]',0.040,-0.022,-0.006,57.396,0.332,-0.146
'[09:10:09.152 26/12/1995]',0.041,-0.022,-0.006,56.895,0.319,-0.161
'[09:10:09.154 26/12/1995]',0.041,-0.030,-0.006,56.895,0.319,-0.161
'[09:10:09.156 26/12/1995]',0.041,-0.030,-0.006,56.895,0.319,-0.161
'[09:10:09.158 26/12/1995]',0.042,-0.037,-0.006,56.895,0.319,-0.161
'[09:10:09.160 26/12/1995]',0.042,-0.037,-0.006,56.544,0.310,-0.175
'[09:10:09.162 26/12/1995]',0.042,-0.030,-0.006,56.544,0.310,-0.175
'[09:10:09.164 26/12/1995]',0.041,-0.030,-0.013,56.544,0.310,-0.175
'[09:10:09.166 26/12/1995]',0.041,-0.030,-0.006,56.544,0.310,-0.175
'[09:10:09.168 26/12/1995]',0.041,-0.030,-0.006,56.244,0.301,-0.188
'[09:10:09.170 26/12/1995]',0.041,-0.030,-0.013,56.244,0.301,-0.188
'[09:10:09.172 26/12/1995]',0.040,-0.030,-0.013,56.244,0.301,-0.188
'[09:10:09.174 26/12/1995]',0.039,-0.037,-0.006,56.244,0.301,-0.188
'[09:10:09.176 26/12/1995]',0.038,-0.030,-0.006,55.943,0.295,-0.200
'[09:10:09.178 26/12/1995]',0.037,-0.030,-0.013,55.943,0.295,-0.200
'[09:10:09.180 26/12/1995]',0.035,-0.022,-0.006,55.943,0.295,-0.200
'[09:10:09.182 26/12/1995]',0.033,-0.015,-0.013,55.943,0.295,-0.200
'[09:10:09.184 26/12/1995]',0.033,-0.007,-0.013,55.643,0.284,-0.211
'[09:10:09.186 26/12/1995]',0.033,-0.007,-0.013,55.643,0.284,-0.211
'[09:10:09.188 26/12/1995]',0.033,-0.007,-0.013,55.643,0.284,-0.211
'[09:10:09.190 26/12/1995]',0.033,-0.015,-0.013,55.643,0.284,-0.211
'[09:10:09.192 26/12/1995]',0.033,-0.022,-0.013,55.392,0.278,-0.223
'[09:10:09.194 26/12/1995]',0.033,-0.022,-0.013,55.392,0.278,-0.223
'[09:10:09.196 26/12/1995]',0.032,-0.037,-0.013,55.392,0.278,-0.223
'[09:10:09.198 26/12/1995]',0.030,-0.053,-0.013,55.392,0.278,-0.223
'[09:10:09.200 26/12/1995]',0.028,-0.037,-0.013,55.192,0.269,-0.234
'[09:10:09.202 26/12/1995]',0.026,-0.022,-0.027,55.192,0.269,-0.234
'[09:10:09.204 26/12/1995]',0.026,-0.015,-0.033,55.192,0.269,-0.234
'[09:10:09.206 26/12/1995]',0.025,-0.015,-0.033,55.192,0.269,-0.234
'[09:10:09.208 26/12/1995]',0.028,0.001,-0.033,54.941,0.263,-0.244
'[09:10:09.210 26/12/1995]',0.031,0.008,-0.047,54.941,0.263,-0.244
'[09:10:09.212 26/12/1995]',0.038,0.016,-0.033,54.941,0.263,-0.244
'[09:10:09.214 26/12/1995]',0.044,0.008,-0.047,54.941,0.263,-0.244
'[09:10:09.216 26/12/1995]',0.055,0.008,-0.047,54.641,0.256,-0.255
'[09:10:09.218 26/12/1995]',0.065,0.001,-0.047,54.641,0.256,-0.255
'[09:10:09.220 26/12/1995]',0.077,-0.015,-0.047,54.641,0.256,-0.255
'[09:10:09.222 26/12/1995]',0.090,-0.045,-0.033,54.641,0.256,-0.255
'[09:10:09.224 26/12/1995]',0.103,-0.075,-0.027,54.391,0.247,-0.262
'[09:10:09.226 26/12/1995]',0.117,-0.091,-0.027,54.391,0.247,-0.262
'[09:10:09.228 26/12/1995]',0.129,-0.106,-0.013,54.391,0.247,-0.262
'[09:10:09.230 26/12/1995]',0.142,-0.136,-0.006,54.391,0.247,-0.262
'[09:10:09.232 26/12/1995]',0.153,-0.143,0.007,54.090,0.236,-0.267
'[09:10:09.234 26/12/1995]',0.165,-0.159,0.014,54.090,0.236,-0.267
'[09:10:09.236 26/12/1995]',0.176,-0.181,0.028,54.090,0.236,-0.267
'[09:10:09.238 26/12/1995]',0.187,-0.212,0.034,54.090,0.236,-0.267
'[09:10:09.240 26/12/1995]',0.197,-0.212,0.048,53.890,0.232,-0.271
'[09:10:09.242 26/12/1995]',0.207,-0.234,0.055,53.890,0.232,-0.271
'[09:10:09.244 26/12/1995]',0.217,-0.249,0.068,53.890,0.232,-0.271
'[09:10:09.246 26/12/1995]',0.226,-0.272,0.075,53.890,0.232,-0.271
'[09:10:09.248 26/12/1995]',0.233,-0.295,0.096,53.589,0.222,-0.273
'[09:10:09.250 26/12/1995]',0.239,-0.318,0.109,53.589,0.222,-0.273
'[09:10:09.252 26/12/1995]',0.242,-0.348,0.129,53.589,0.222,-0.273
'[09:10:09.254 26/12/1995]',0.244,-0.355,0.143,53.589,0.222,-0.273
'[09:10:09.256 26/12/1995]',0.242,-0.378,0.150,53.239,0.212,-0.274
'[09:10:09.258 26/12/1995]',0.239,-0.378,0.157,53.239,0.212,-0.274
